cui,entrega,texto
0200309,2021,"Escritorio 2, Mesa integradora con escotadura 2, Mesa pupitre doble 30, Silla escolar 62"
0200309,2022,"Banco largo comedor 10, Escritorio 3, Mesa pupitre doble 45, Silla escolar 62"
0200310,2021,"Banco largo comedor 20, Mesa usos múltiples 10, Pizarrón 7"
0200310,2022,Armario 10
0200311,2021,Armario 6
0200311,2022,"Armario 2, Mesa pupitre doble 60, Pizarrón 1, Silla escolar 120"
0200311,2023,"Escritorio 2, Estación movil cooperadoras 1, Mesa pupitre doble 15, Silla escolar 60"
0200312,2021,"Banco largo comedor 140, Escritorio 2, Mesa pupitre doble 30, Mesa usos múltiples 70, Pizarrón 5, Silla escolar 155"
0200312,2022,"Armario 2, Mesa inicial 10, Mesa pupitre doble 48, Pizarrón 5, Silla escolar 156"
0200312,2023,"Armario 4, Escritorio 2, Juego de patio 1, Mesa inicial 37, Mesa pupitre doble 30, Piso antigolpe para juegos 60, Pizarrón 10, Silla escolar 282"
0200313,2021,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200313,2022,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200313,2023,Estación movil cooperadoras 1
0200315,2023,"Estación movil cooperadoras 1, Juego de patio 1, Mesa inicial 15, Piso antigolpe para juegos 60, Silla escolar 90"
0200316,2022,"Armario 10, Biblioteca 5, Mesa inicial 30, Pizarrón 7, Silla escolar 180"
0200316,2023,"Mesa inicial 20, Silla escolar 120"
0200317,2021,"Mesa inicial 5, Silla escolar 20"
0200317,2022,"Armario 2, Escritorio 1, Juego de patio 1, Mesa inicial 10, Piso antigolpe para juegos 36, Pizarrón 2, Silla escolar 63"
0200317,2023,"Armario 2, Escritorio 2, Estación movil cooperadoras 1, Mesa inicial 15, Silla escolar 90"
0200318,2022,"Escritorio 4, Mesa pupitre doble 75, Pizarrón 3, Silla escolar 183"
0200318,2023,"Armario 5, Escritorio 2, Mesa pupitre doble 30, Pizarrón 17, Silla escolar 62"
0200319,2022,"Escritorio 6, Mesa pupitre doble 75, Pizarrón 5, Silla escolar 150"
0200319,2023,"Escritorio 4, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200320,2021,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200322,2021,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200322,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200322,2023,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200323,2021,"Escritorio 4, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200323,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 4, Silla escolar 93"
0200323,2023,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 6, Silla escolar 93"
0200324,2021,"Armario 4, Escritorio 4, Mesa pupitre doble 40, Silla escolar 84"
0200324,2022,"Armario 4, Escritorio 6, Mesa usos múltiples 1"
0200324,2023,"Armario 6, Escritorio 5, Mesa inicial 9, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 147"
0200325,2021,Armario 3
0200325,2022,"Escritorio 4, Mesa pupitre doble 51, Pizarrón 8, Silla escolar 135"
0200325,2023,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200326,2022,"Armario 4, Escritorio 4, Mesa inicial 5, Mesa pupitre doble 60, Pizarrón 5, Silla escolar 150"
0200326,2023,Mesa integradora con escotadura 1
0200327,2021,"Armario 4, Escritorio 2, Mesa pupitre doble 30, Pizarrón 4, Silla escolar 62"
0200327,2022,"Escritorio 4, Mesa inicial 3, Mesa pupitre doble 64, Pizarrón 3, Silla escolar 156, Varios 3"
0200327,2023,"Escritorio 2, Estación movil cooperadoras 1, Mesa pupitre doble 30, Silla escolar 98"
0200328,2021,"Armario 7, Mesa inicial 5, Mesa usos múltiples 2, Silla escolar 30, Varios 2"
0200328,2023,Estación movil cooperadoras 1
0200330,2021,"Armario 5, Biblioteca 3, Escritorio 3, Mesa usos múltiples 6, Silla escolar 70"
0200330,2022,"Escritorio 1, Mesa inicial 2, Silla escolar 8"
0200330,2023,Biblioteca 5
0200335,2023,"Estación movil cooperadoras 1, Mesa inicial 5, Pizarrón 1, Silla escolar 30"
0200343,2022,"Mesa inicial 9, Silla escolar 54"
0200343,2023,"Estación movil cooperadoras 1, Mesa inicial 2, Silla escolar 20"
0200344,2022,"Armario 3, Pizarrón 6"
0200356,2021,"Banco largo comedor 40, Mesa pupitre doble 55, Mesa usos múltiples 20, Silla escolar 70"
0200356,2022,"Armario 4, Mesa pupitre doble 40, Pizarrón 7, Silla escolar 80"
0200356,2023,"Armario 4, Escritorio 2, Estación movil cooperadoras 1, Mesa inicial 10, Mesa pupitre doble 30, Silla escolar 120"
0200357,2021,"Banco largo comedor 14, Mesa usos múltiples 7"
0200357,2023,"Mesa pupitre doble 3, Pizarrón 6, Silla escolar 6"
0200358,2022,"Banco largo comedor 36, Mesa integradora con escotadura 1, Mesa pupitre doble 30, Mesa usos múltiples 18, Silla escolar 60"
0200358,2023,Estación movil cooperadoras 1
0200359,2021,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200359,2022,"Escritorio 1, Juego de patio 1, Mesa inicial 10, Piso antigolpe para juegos 36, Silla escolar 61"
0200360,2023,"Armario 6, Escritorio 6, Estación movil cooperadoras 1, Mesa pupitre doble 90, Silla escolar 180"
0200362,2021,"Armario 4, Mesa inicial 5"
0200362,2022,"Armario 2, Mesa pupitre doble 56, Pizarrón 8, Silla escolar 142"
0200363,2022,"Mesa pupitre doble 15, Silla escolar 30"
0200363,2023,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 60"
0200364,2021,"Banco largo comedor 20, Mesa usos múltiples 10"
0200364,2023,"Banco largo comedor 22, Escritorio 7, Mesa integradora con escotadura 1, Mesa pupitre doble 75, Mesa usos múltiples 11, Pizarrón 14, Silla escolar 157"
0200365,2022,"Mesa pupitre doble 13, Pizarrón 2, Silla escolar 26"
0200365,2023,Estación movil cooperadoras 1
0200366,2021,"Banco largo comedor 18, Mesa usos múltiples 9"
0200366,2022,"Armario 1, Escritorio 3, Mesa inicial 10, Mesa pupitre doble 60, Silla escolar 185"
0200366,2023,"Estación movil cooperadoras 1, Mesa inicial 20, Silla escolar 120"
0200367,2021,"Banco largo comedor 12, Mesa usos múltiples 6"
0200367,2022,"Banco largo comedor 6, Mesa usos múltiples 3"
0200368,2022,"Banco largo comedor 20, Mesa pupitre doble 30, Mesa usos múltiples 10, Silla escolar 90"
0200369,2021,"Banco largo comedor 24, Mesa usos múltiples 12"
0200369,2023,Estación movil cooperadoras 1
0200370,2021,"Armario 4, Mesa inicial 5, Silla escolar 30"
0200370,2022,"Armario 2, Mesa integradora con escotadura 4, Mesa pupitre doble 15, Pizarrón 5, Silla escolar 40"
0200370,2023,"Mesa pupitre doble 40, Pizarrón 3, Silla escolar 80"
0200371,2023,Estación movil cooperadoras 1
0200372,2021,Mesa integradora con escotadura 1
0200372,2023,"Banco largo comedor 36, Escritorio 2, Mesa pupitre doble 30, Mesa usos múltiples 18, Silla escolar 60"
0200373,2021,"Armario 4, Banco largo comedor 60, Mesa inicial 5, Mesa usos múltiples 20"
0200373,2022,"Armario 10, Pizarrón 2, Silla escolar 30"
0200373,2023,Estación movil cooperadoras 1
0200376,2023,"Escritorio 4, Estación movil cooperadoras 1, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200377,2023,"Armario 1, Escritorio 1, Mesa inicial 5, Silla escolar 30"
0200379,2022,"Escritorio 1, Mesa inicial 15, Pizarrón 5, Silla escolar 90"
0200379,2023,Estación movil cooperadoras 1
0200380,2022,"Escritorio 6, Mesa pupitre doble 90, Pizarrón 6, Silla escolar 186"
0200380,2023,"Escritorio 5, Mesa pupitre doble 75, Pizarrón 5, Silla escolar 155"
0200381,2022,"Escritorio 7, Mesa pupitre doble 90, Pizarrón 6, Silla escolar 214"
0200381,2023,"Escritorio 5, Mesa pupitre doble 75, Silla escolar 155"
0200382,2021,Armario 1
0200382,2022,"Escritorio 12, Mesa pupitre doble 180, Pizarrón 12, Silla escolar 372"
0200382,2023,"Escritorio 11, Mesa pupitre doble 165, Pizarrón 11, Silla escolar 341"
0200383,2022,Armario 3
0200385,2022,"Banco largo comedor 20, Escritorio 2, Mesa pupitre doble 30, Mesa usos múltiples 10, Pizarrón 2, Silla escolar 62"
0200385,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200388,2021,"Mesa trabajo estante 4, Varios 8"
0200396,2021,"Escritorio 1, Mesa pupitre doble 15, Pizarrón 3, Silla escolar 31"
0200396,2022,"Escritorio 1, Mesa pupitre doble 15, Pizarrón 1, Silla escolar 31"
0200396,2023,"Escritorio 1, Mesa pupitre doble 15, Pizarrón 1, Silla escolar 31"
0200400,2022,"Armario 7, Banco largo comedor 44, Escritorio 3, Juego de patio 1, Mesa inicial 10, Mesa pupitre doble 78, Mesa usos múltiples 22, Silla escolar 216"
0200400,2023,Pizarrón 8
0200401,2021,"Banco largo comedor 16, Mesa usos múltiples 8"
0200402,2021,"Escritorio 9, Silla escolar 9"
0200402,2023,Estación movil cooperadoras 1
0200403,2021,"Banco largo comedor 16, Mesa usos múltiples 8"
0200404,2021,"Mesa inicial 5, Silla escolar 30"
0200405,2021,"Armario 4, Juego de patio 1, Mesa pupitre doble 60, Piso antigolpe para juegos 60, Pizarrón 6, Silla escolar 120"
0200406,2021,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200407,2021,Pizarrón 10
0200407,2022,"Escritorio 4, Mesa inicial 5, Mesa pupitre doble 60, Pizarrón 11, Silla escolar 161"
0200408,2021,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200409,2021,"Escritorio 2, Mesa inicial 5, Mesa pupitre doble 30, Silla escolar 62"
0200409,2022,"Banco largo comedor 10, Mesa inicial 5, Mesa usos múltiples 5, Silla escolar 82"
0200409,2023,Armario 2
0200410,2023,Pizarrón 11
0200411,2021,"Armario 11, Banco largo comedor 62, Mesa inicial 10, Mesa usos múltiples 31, Silla escolar 60"
0200412,2022,"Mesa inicial 5, Pizarrón 2, Silla escolar 30"
0200412,2023,Estación movil cooperadoras 1
0200413,2023,Estación movil cooperadoras 1
0200414,2022,"Escritorio 3, Mesa pupitre doble 37, Pizarrón 2, Silla escolar 77"
0200414,2023,"Estación movil cooperadoras 1, Mesa inicial 10, Silla escolar 60"
0200415,2023,Estación movil cooperadoras 1
0200416,2021,"Banco largo comedor 20, Escritorio 2, Mesa usos múltiples 10, Silla escolar 62"
0200416,2022,Mesa pupitre doble 30
0200416,2023,"Escritorio 5, Mesa pupitre doble 75, Silla escolar 155"
0200417,2022,"Escritorio 8, Mesa pupitre doble 105, Pizarrón 6, Silla escolar 186"
0200418,2021,"Banco largo comedor 20, Mesa usos múltiples 10"
0200418,2022,"Mesa inicial 5, Mesa pupitre doble 15, Silla escolar 55"
0200418,2023,Armario 7
0200419,2022,"Escritorio 1, Mesa inicial 15, Pizarrón 7, Silla escolar 112"
0200420,2021,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200420,2022,Armario 6
0200420,2023,"Escritorio 3, Estación movil cooperadoras 1, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200421,2021,"Mesa trabajo estante 5, Varios 10"
0200421,2023,"Mesa pupitre doble 12, Silla escolar 141"
0200422,2023,"Armario 4, Estación movil cooperadoras 1, Mesa inicial 30, Silla escolar 180"
0200423,2021,"Armario 4, Escritorio 2, Mesa pupitre doble 30, Pizarrón 14, Silla escolar 62"
0200423,2023,"Mesa pupitre doble 30, Silla escolar 60"
0200425,2021,"Escritorio 4, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200425,2022,"Escritorio 4, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200425,2023,"Escritorio 4, Estación movil cooperadoras 1, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200426,2021,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200426,2022,"Escritorio 6, Mesa pupitre doble 90, Pizarrón 6, Silla escolar 186"
0200426,2023,"Escritorio 5, Mesa pupitre doble 75, Pizarrón 5, Silla escolar 155"
0200427,2021,"Escritorio 8, Mesa inicial 4, Mesa pupitre doble 120, Pizarrón 8, Silla escolar 268"
0200427,2022,"Escritorio 8, Mesa pupitre doble 128, Pizarrón 8, Silla escolar 264"
0200427,2023,"Banco largo comedor 16, Escritorio 7, Mesa pupitre doble 105, Mesa usos múltiples 9, Pizarrón 7, Silla escolar 217"
0200428,2022,"Escritorio 5, Mesa pupitre doble 40, Silla escolar 85"
0200429,2021,"Armario 8, Banco largo comedor 8, Mesa usos múltiples 4, Varios 4"
0200431,2022,"Armario 3, Escritorio 1, Mesa integradora con escotadura 1, Mesa pupitre doble 6, Pizarrón 5, Silla escolar 52"
0200431,2023,"Escritorio 1, Mesa usos múltiples 8, Pizarrón 5"
0200432,2021,"Mesa trabajo estante 8, Varios 16"
0200440,2021,"Banco largo comedor 30, Mesa usos múltiples 15"
0200441,2021,"Mesa inicial 23, Silla escolar 120"
0200441,2022,"Armario 2, Pizarrón 14"
0200442,2021,"Armario 6, Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200442,2022,"Juego de patio 1, Piso antigolpe para juegos 36"
0200443,2021,"Armario 28, Banco largo comedor 44, Escritorio 7, Mesa pupitre doble 85, Mesa usos múltiples 22, Pizarrón 25, Silla escolar 191"
0200443,2022,"Pizarrón 1, Silla escolar 7"
0200443,2023,Escritorio 7
0200444,2021,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200444,2022,"Banco largo comedor 20, Mesa usos múltiples 10"
0200444,2023,Piso antigolpe para juegos 40
0200445,2022,"Armario 4, Mesa inicial 10, Silla escolar 60"
0200446,2021,Armario 6
0200446,2022,Silla escolar 33
0200447,2021,"Escritorio 4, Mesa pupitre doble 60, Silla escolar 124"
0200447,2022,"Mesa inicial 6, Silla escolar 38"
0200447,2023,"Mesa pupitre doble 60, Silla escolar 120"
0200448,2021,"Armario 5, Escritorio 4, Mesa pupitre doble 60, Piso antigolpe para juegos 100, Pizarrón 19, Silla escolar 140"
0200448,2022,"Armario 2, Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200448,2023,Armario 4
0200449,2021,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200449,2022,"Escritorio 7, Mesa inicial 4, Mesa integradora con escotadura 2, Mesa pupitre doble 30, Silla escolar 100"
0200450,2022,"Mesa pupitre doble 50, Pizarrón 7, Silla escolar 100"
0200450,2023,Armario 2
0200452,2021,"Armario 4, Escritorio 4, Mesa pupitre doble 60, Silla escolar 124"
0200452,2022,"Armario 4, Escritorio 1, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 90"
0200453,2021,"Armario 3, Mesa inicial 15, Silla escolar 90, Varios 60"
0200453,2023,Escritorio 2
0200454,2022,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 60"
0200455,2021,"Escritorio 4, Mesa pupitre doble 10, Mesa usos múltiples 4, Silla escolar 84"
0200455,2022,"Banco largo comedor 10, Mesa pupitre doble 75, Mesa usos múltiples 5, Silla escolar 90"
0200455,2023,"Banco largo comedor 20, Estación movil cooperadoras 1, Mesa pupitre doble 15, Mesa usos múltiples 10, Silla escolar 30"
0200456,2023,Armario 10
0200457,2021,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 92"
0200457,2023,"Mesa inicial 10, Silla escolar 60"
0200458,2023,"Armario 6, Banco largo comedor 32, Escritorio 7, Mesa pupitre doble 60, Mesa usos múltiples 16, Silla escolar 123"
0200459,2021,"Escritorio 2, Mesa inicial 10, Mesa pupitre doble 30, Silla escolar 122, Varios 40"
0200459,2022,"Banco largo comedor 16, Escritorio 2, Mesa pupitre doble 30, Mesa usos múltiples 8, Silla escolar 62"
0200459,2023,"Mesa pupitre doble 30, Silla escolar 60"
0200460,2021,"Mesa inicial 4, Silla escolar 24"
0200460,2022,"Mesa pupitre doble 30, Silla escolar 60"
0200460,2023,"Escritorio 2, Mesa pupitre doble 60, Silla escolar 120"
0200461,2023,"Escritorio 7, Mesa pupitre doble 65, Pizarrón 1, Silla escolar 137"
0200462,2022,"Mesa inicial 9, Pizarrón 8, Silla escolar 58"
0200462,2023,"Escritorio 2, Estación movil cooperadoras 1"
0200464,2022,"Mesa inicial 10, Silla escolar 60"
0200465,2022,Pizarrón 10
0200465,2023,"Escritorio 5, Mesa pupitre doble 75, Pizarrón 5, Silla escolar 155"
0200466,2021,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200466,2022,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200466,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200467,2021,"Escritorio 4, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200467,2022,"Escritorio 4, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200467,2023,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200468,2021,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200468,2022,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200468,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200469,2021,"Escritorio 4, Mesa pupitre doble 60, Mesa trabajo estante 4, Pizarrón 4, Silla escolar 124, Varios 8"
0200469,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200469,2023,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200470,2022,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200470,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200471,2021,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200471,2022,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200472,2021,"Mesa inicial 4, Silla escolar 46"
0200473,2021,"Armario 6, Mesa inicial 2, Silla escolar 12"
0200474,2022,"Mesa usos múltiples 2, Silla escolar 20"
0200475,2021,"Armario 4, Mesa usos múltiples 3, Pizarrón 10"
0200475,2022,Armario 10
0200475,2023,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 60"
0200476,2022,"Mesa usos múltiples 2, Pizarrón 8"
0200476,2023,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 60"
0200477,2021,"Armario 19, Escritorio 2, Mesa inicial 2, Mesa pupitre doble 34, Pizarrón 2, Silla escolar 76, Varios 10"
0200477,2022,Pizarrón 7
0200477,2023,Mesa integradora con escotadura 1
0200479,2021,"Armario 2, Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200479,2023,Estación movil cooperadoras 1
0200481,2022,Armario 2
0200481,2023,Armario 2
0200496,2021,"Escritorio 3, Mesa pupitre doble 39, Silla escolar 75"
0200496,2023,Estación movil cooperadoras 1
0200497,2022,"Armario 6, Escritorio 8, Mesa pupitre doble 50, Pizarrón 8, Silla escolar 108"
0200497,2023,Estación movil cooperadoras 1
0200498,2021,"Banco largo comedor 30, Escritorio 4, Mesa pupitre doble 60, Mesa usos múltiples 15, Silla escolar 184"
0200498,2022,"Mesa inicial 3, Silla escolar 18"
0200498,2023,Pizarrón 4
0200499,2023,Estación movil cooperadoras 1
0200502,2021,"Escritorio 3, Mesa pupitre doble 45, Silla escolar 93"
0200502,2023,Estación movil cooperadoras 2
0200503,2021,Silla escolar 25
0200503,2023,"Banco largo comedor 50, Estación movil cooperadoras 1, Mesa pupitre doble 105, Mesa usos múltiples 25, Silla escolar 206"
0200504,2021,"Mesa inicial 6, Silla escolar 36"
0200504,2023,Estación movil cooperadoras 1
0200505,2021,"Mesa inicial 10, Silla escolar 30, Varios 12"
0200505,2023,"Estación movil cooperadoras 1, Piso antigolpe para juegos 120"
0200506,2021,"Banco largo comedor 20, Escritorio 2, Mesa pupitre doble 35, Mesa usos múltiples 30, Silla escolar 62"
0200506,2022,"Armario 2, Pizarrón 14, Silla escolar 25"
0200506,2023,Estación movil cooperadoras 1
0200507,2021,"Mesa inicial 5, Silla escolar 30, Varios 4"
0200507,2022,"Banco largo comedor 10, Mesa pupitre doble 30, Mesa usos múltiples 5, Silla escolar 60"
0200508,2021,"Escritorio 2, Mesa inicial 5, Mesa integradora con escotadura 1, Mesa pupitre doble 30, Silla escolar 92, Varios 6"
0200508,2022,"Mesa pupitre doble 20, Silla escolar 40"
0200509,2021,"Mesa inicial 5, Silla escolar 30"
0200509,2022,"Escritorio 6, Mesa pupitre doble 90, Pizarrón 14, Silla escolar 186"
0200509,2023,"Mesa inicial 15, Silla escolar 90"
0200510,2022,"Escritorio 7, Mesa pupitre doble 30, Pizarrón 10, Silla escolar 90"
0200510,2023,Estación movil cooperadoras 1
0200511,2023,Estación movil cooperadoras 1
0200513,2021,"Escritorio 3, Mesa pupitre doble 45, Silla escolar 93"
0200513,2022,"Escritorio 1, Varios 1"
0200513,2023,"Armario 6, Banco largo comedor 40, Escritorio 2, Estación movil cooperadoras 1, Mesa inicial 10, Mesa pupitre doble 30, Mesa usos múltiples 20, Silla escolar 120"
0200514,2021,"Banco largo comedor 40, Escritorio 2, Mesa pupitre doble 30, Mesa usos múltiples 20, Silla escolar 62"
0200514,2022,"Mesa inicial 4, Silla escolar 24"
0200514,2023,"Estación movil cooperadoras 1, Mesa usos múltiples 2, Pizarrón 3"
0200515,2021,"Banco largo comedor 20, Mesa usos múltiples 10, Varios 4"
0200515,2022,"Armario 4, Escritorio 2, Mesa pupitre doble 30, Mesa usos múltiples 2, Silla escolar 30, Varios 4"
0200516,2021,"Banco largo comedor 40, Escritorio 2, Mesa inicial 5, Mesa pupitre doble 30, Mesa usos múltiples 20, Silla escolar 92, Varios 20"
0200516,2022,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200516,2023,"Escritorio 1, Estación movil cooperadoras 1, Mesa inicial 5, Silla escolar 30"
0200517,2021,"Mesa inicial 5, Silla escolar 30, Varios 20"
0200518,2021,"Armario 4, Escritorio 1, Mesa inicial 9, Mesa pupitre doble 15, Pizarrón 7, Silla escolar 31"
0200518,2022,Silla escolar 30
0200518,2023,"Estación movil cooperadoras 1, Mesa inicial 10, Silla escolar 60"
0200519,2021,"Mesa trabajo estante 12, Varios 24"
0200521,2021,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 106"
0200521,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200523,2023,"Escritorio 1, Mesa pupitre doble 15, Pizarrón 1, Silla escolar 31"
0200524,2021,"Armario 18, Mesa pupitre doble 15, Pizarrón 8, Silla escolar 50"
0200524,2023,Estación movil cooperadoras 1
0200525,2021,"Escritorio 4, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200525,2022,"Escritorio 5, Mesa pupitre doble 75, Pizarrón 5, Silla escolar 155"
0200525,2023,"Escritorio 5, Mesa pupitre doble 75, Pizarrón 5, Silla escolar 155"
0200526,2021,"Escritorio 4, Silla escolar 92, Varios 3"
0200526,2023,"Escritorio 5, Estación movil cooperadoras 1, Mesa pupitre doble 75, Pizarrón 5, Silla escolar 155"
0200527,2022,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200527,2023,"Escritorio 2, Estación movil cooperadoras 1, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200528,2023,"Escritorio 20, Mesa pupitre doble 300, Pizarrón 20, Silla escolar 620"
0200529,2021,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200529,2022,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200529,2023,"Mesa pupitre doble 45, Silla escolar 93"
0200530,2021,"Escritorio 4, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200530,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200530,2023,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200531,2021,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200531,2022,Armario 8
0200531,2023,Armario 2
0200532,2021,"Armario 10, Escritorio 7, Mesa pupitre doble 105, Pizarrón 11, Silla escolar 217, Varios 10"
0200532,2022,"Escritorio 7, Mesa pupitre doble 105, Pizarrón 7, Silla escolar 217"
0200532,2023,Estación movil cooperadoras 1
0200533,2021,"Armario 7, Mesa inicial 11, Silla escolar 66"
0200533,2023,Escritorio 2
0200549,2022,"Banco largo comedor 4, Escritorio 4, Mesa pupitre doble 40, Mesa usos múltiples 2, Silla escolar 80"
0200549,2023,"Mesa inicial 8, Mesa pupitre doble 35, Pizarrón 4, Silla escolar 132"
0200550,2022,Escritorio 4
0200550,2023,"Estación movil cooperadoras 1, Mesa inicial 5, Mesa pupitre doble 48, Silla escolar 116"
0200551,2021,Banco largo comedor 10
0200551,2023,"Mesa inicial 5, Silla escolar 25"
0200552,2021,Pizarrón 2
0200554,2023,"Mesa pupitre doble 15, Silla escolar 30"
0200555,2021,Pizarrón 3
0200555,2022,"Mesa pupitre doble 45, Silla escolar 90"
0200556,2023,Armario 6
0200557,2023,"Escritorio 4, Mesa inicial 5, Mesa pupitre doble 60, Silla escolar 150"
0200558,2021,"Armario 4, Mesa inicial 5, Silla escolar 30"
0200558,2023,"Mesa pupitre doble 26, Silla escolar 52"
0200561,2021,"Mesa inicial 4, Pizarrón 2"
0200561,2022,Silla escolar 24
0200561,2023,"Armario 2, Escritorio 2, Mesa pupitre doble 30, Silla escolar 60"
0200562,2021,"Escritorio 4, Mesa pupitre doble 80, Mesa trabajo estante 6, Pizarrón 2, Silla escolar 144, Varios 12"
0200562,2022,"Escritorio 3, Mesa pupitre doble 68, Pizarrón 2, Silla escolar 134"
0200562,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200563,2021,"Armario 3, Escritorio 4, Mesa pupitre doble 90, Pizarrón 2, Silla escolar 124"
0200563,2022,Pizarrón 11
0200564,2023,"Armario 4, Escritorio 5, Mesa pupitre doble 75, Silla escolar 150"
0200565,2023,"Armario 9, Escritorio 7, Estación movil cooperadoras 1, Mesa inicial 15, Silla escolar 87"
0200566,2023,Estación movil cooperadoras 1
0200567,2022,"Banco largo comedor 30, Mesa usos múltiples 15"
0200568,2022,"Escritorio 1, Mesa pupitre doble 12, Silla escolar 25"
0200568,2023,"Escritorio 4, Mesa pupitre doble 60, Silla escolar 120"
0200570,2022,"Banco largo comedor 20, Mesa usos múltiples 10, Silla escolar 48"
0200571,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200571,2023,"Escritorio 4, Estación movil cooperadoras 1, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200572,2021,"Escritorio 6, Mesa pupitre doble 90, Pizarrón 6, Silla escolar 186"
0200572,2022,"Escritorio 4, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200572,2023,"Escritorio 5, Estación movil cooperadoras 1, Mesa pupitre doble 75, Pizarrón 5, Silla escolar 155"
0200574,2021,"Escritorio 5, Mesa pupitre doble 75, Pizarrón 5, Silla escolar 155"
