cui,entrega,texto
0200574,2022,"Escritorio 1, Mesa pupitre doble 15, Pizarrón 1, Silla escolar 31"
0200575,2021,Mesa pupitre doble 30
0200575,2022,"Escritorio 4, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200575,2023,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200576,2021,"Mesa inicial 7, Silla escolar 42"
0200582,2021,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200584,2022,"Banco largo comedor 30, Escritorio 2, Mesa pupitre doble 30, Mesa usos múltiples 15, Pizarrón 9, Silla escolar 60"
0200585,2021,"Mesa pupitre doble 44, Silla escolar 88"
0200585,2023,Estación movil cooperadoras 1
0200586,2021,Mesa inicial 12
0200586,2022,Silla escolar 40
0200586,2023,"Armario 22, Escritorio 14, Pizarrón 33, Silla escolar 54"
0200587,2021,"Armario 4, Mesa inicial 5, Silla escolar 30"
0200587,2023,"Banco largo comedor 16, Escritorio 2, Mesa inicial 10, Mesa pupitre doble 90, Mesa usos múltiples 8, Silla escolar 240"
0200588,2023,"Armario 3, Escritorio 3, Silla escolar 9"
0200589,2021,Pizarrón 5
0200589,2022,"Escritorio 5, Mesa pupitre doble 75, Pizarrón 5, Silla escolar 155"
0200590,2021,Armario 8
0200590,2022,"Banco largo comedor 20, Mesa pupitre doble 45, Mesa usos múltiples 10, Silla escolar 90"
0200590,2023,"Armario 6, Escritorio 7, Estación movil cooperadoras 2, Mesa pupitre doble 105, Silla escolar 210"
0200591,2021,Varios 30
0200591,2022,"Escritorio 9, Mesa pupitre doble 30, Silla escolar 70, Varios 3"
0200592,2023,"Escritorio 8, Mesa pupitre doble 120, Silla escolar 240"
0200593,2022,"Armario 6, Escritorio 3, Mesa inicial 5, Mesa pupitre doble 45, Silla escolar 120"
0200593,2023,"Estación movil cooperadoras 1, Juego de patio 1, Piso antigolpe para juegos 60"
0200595,2023,"Mesa inicial 5, Pizarrón 12, Silla escolar 30"
0200596,2022,"Escritorio 2, Mesa pupitre doble 40, Pizarrón 4, Silla escolar 82"
0200597,2021,"Banco largo comedor 25, Mesa pupitre doble 40"
0200597,2022,"Banco largo comedor 4, Mesa pupitre doble 45, Mesa usos múltiples 2, Silla escolar 90"
0200597,2023,"Armario 2, Escritorio 1, Mesa pupitre doble 15, Silla escolar 30"
0200598,2023,Estación movil cooperadoras 1
0200599,2022,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 7, Silla escolar 62"
0200599,2023,Estación movil cooperadoras 1
0200600,2021,"Banco largo comedor 20, Mesa usos múltiples 10"
0200600,2023,"Escritorio 4, Mesa pupitre doble 60, Silla escolar 120"
0200601,2021,"Banco largo comedor 4, Escritorio 2, Mesa inicial 10, Mesa pupitre doble 15, Mesa usos múltiples 7, Pizarrón 5, Silla escolar 94"
0200601,2022,"Mesa pupitre doble 24, Mesa usos múltiples 12, Pizarrón 18, Silla escolar 148"
0200601,2023,"Escritorio 5, Mesa pupitre doble 90, Silla escolar 180"
0200602,2021,Mesa inicial 4
0200604,2022,"Juego de patio 1, Mesa inicial 30, Pizarrón 16, Silla escolar 180"
0200605,2022,"Armario 2, Mesa inicial 4, Silla escolar 6"
0200606,2023,"Escritorio 5, Estación movil cooperadoras 1, Mesa pupitre doble 75, Pizarrón 5, Silla escolar 155"
0200607,2023,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200608,2022,"Armario 4, Pizarrón 10, Silla escolar 5"
0200608,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200611,2021,"Armario 5, Mesa pupitre doble 30, Mesa usos múltiples 3, Pizarrón 10, Silla escolar 60"
0200611,2022,"Banco largo comedor 12, Mesa usos múltiples 6"
0200611,2023,Estación movil cooperadoras 1
0200618,2021,"Escritorio 5, Mesa pupitre doble 69, Silla escolar 141"
0200618,2022,"Banco largo comedor 80, Mesa pupitre doble 60, Mesa usos múltiples 40, Silla escolar 120"
0200619,2022,Mesa usos múltiples 17
0200619,2023,"Armario 7, Banco largo comedor 34, Mesa inicial 5, Silla escolar 30"
0200620,2023,"Estación movil cooperadoras 1, Mesa inicial 5, Silla escolar 30"
0200621,2022,"Banco largo comedor 40, Mesa pupitre doble 30, Mesa usos múltiples 20, Silla escolar 60"
0200621,2023,"Mesa inicial 10, Silla escolar 60"
0200622,2022,"Armario 3, Escritorio 3, Mesa pupitre doble 60, Pizarrón 14, Silla escolar 120"
0200622,2023,"Estación movil cooperadoras 1, Mesa inicial 15, Mesa pupitre doble 90, Silla escolar 270"
0200623,2023,"Estación movil cooperadoras 1, Mesa inicial 10, Pizarrón 2, Silla escolar 60"
0200624,2023,"Mesa inicial 10, Silla escolar 60"
0200625,2021,"Escritorio 3, Mesa pupitre doble 65, Silla escolar 75"
0200625,2023,"Estación movil cooperadoras 1, Mesa inicial 5, Silla escolar 30"
0200626,2021,"Banco largo comedor 20, Mesa inicial 3, Mesa usos múltiples 10, Silla escolar 10"
0200626,2023,"Armario 2, Estación movil cooperadoras 1, Mesa inicial 10, Pizarrón 2, Silla escolar 60"
0200627,2021,"Mesa pupitre doble 45, Pizarrón 13"
0200627,2022,"Armario 4, Escritorio 6, Mesa pupitre doble 30, Silla escolar 60"
0200627,2023,Armario 2
0200628,2022,"Juego de patio 1, Piso antigolpe para juegos 60"
0200628,2023,"Estación movil cooperadoras 1, Mesa inicial 27, Silla escolar 146"
0200629,2021,Mesa inicial 6
0200629,2022,"Armario 6, Escritorio 2, Mesa inicial 12, Mesa pupitre doble 30, Silla escolar 155"
0200629,2023,"Armario 6, Escritorio 4, Mesa inicial 20, Mesa pupitre doble 15, Silla escolar 180"
0200630,2021,"Mesa inicial 8, Pizarrón 2, Silla escolar 48"
0200630,2022,"Escritorio 4, Mesa pupitre doble 26, Pizarrón 10, Silla escolar 108"
0200630,2023,"Escritorio 2, Estación movil cooperadoras 1, Mesa pupitre doble 60, Silla escolar 120"
0200631,2021,Pizarrón 2
0200631,2023,"Mesa inicial 10, Pizarrón 24, Silla escolar 60"
0200632,2021,"Escritorio 3, Mesa inicial 10, Mesa pupitre doble 36, Pizarrón 16, Silla escolar 136"
0200632,2023,Estación movil cooperadoras 1
0200633,2021,Armario 4
0200633,2022,"Armario 4, Banco largo comedor 6, Escritorio 3, Juego de patio 1, Mesa pupitre doble 45, Mesa usos múltiples 3, Piso antigolpe para juegos 60, Pizarrón 12, Silla escolar 93"
0200633,2023,Estación movil cooperadoras 1
0200634,2022,"Armario 4, Mesa pupitre doble 44, Pizarrón 4, Silla escolar 90"
0200634,2023,"Estación movil cooperadoras 1, Mesa inicial 5, Pizarrón 1, Silla escolar 30"
0200635,2022,"Banco largo comedor 8, Mesa usos múltiples 4"
0200635,2023,"Estación movil cooperadoras 1, Mesa inicial 5, Pizarrón 1, Silla escolar 30"
0200636,2021,"Mesa inicial 10, Pizarrón 2, Silla escolar 50"
0200636,2022,"Armario 6, Escritorio 2, Mesa pupitre doble 24, Pizarrón 7, Silla escolar 48"
0200636,2023,"Estación movil cooperadoras 1, Mesa usos múltiples 2"
0200637,2021,Armario 6
0200637,2023,Estación movil cooperadoras 1
0200638,2023,"Escritorio 4, Mesa inicial 5, Mesa pupitre doble 60, Pizarrón 8, Silla escolar 150"
0200639,2021,"Armario 13, Escritorio 5, Mesa integradora con escotadura 3, Mesa pupitre doble 65, Pizarrón 14, Silla escolar 135, Varios 1"
0200639,2022,"Mesa integradora con escotadura 1, Mesa pupitre doble 44, Silla escolar 88"
0200640,2021,"Armario 4, Escritorio 4, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 124"
0200640,2023,"Mesa inicial 5, Silla escolar 30"
0200641,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200641,2023,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200642,2021,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200642,2022,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200642,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200643,2021,"Escritorio 2, Mesa pupitre doble 30, Mesa trabajo estante 6, Silla escolar 62, Varios 12"
0200643,2022,"Armario 9, Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200643,2023,"Escritorio 7, Mesa pupitre doble 105, Silla escolar 217"
0200644,2022,"Escritorio 8, Mesa pupitre doble 105, Pizarrón 7, Silla escolar 247"
0200644,2023,"Escritorio 5, Mesa pupitre doble 75, Pizarrón 5, Silla escolar 155"
0200645,2021,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200645,2022,"Escritorio 3, Mesa pupitre doble 51, Pizarrón 3, Silla escolar 105"
0200645,2023,"Escritorio 3, Mesa pupitre doble 45, Silla escolar 93"
0200647,2021,"Escritorio 4, Mesa pupitre doble 60, Pizarrón 4, Silla escolar 124"
0200647,2022,"Escritorio 4, Mesa pupitre doble 76, Pizarrón 4, Silla escolar 156"
0200647,2023,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200648,2022,"Armario 3, Juego de patio 1, Mesa inicial 10, Piso antigolpe para juegos 60, Silla escolar 60"
0200648,2023,"Mesa inicial 20, Silla escolar 120"
0200650,2022,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200650,2023,"Escritorio 2, Locker 20, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200657,2021,"Banco largo comedor 8, Mesa usos múltiples 4"
0200657,2023,"Mesa inicial 10, Silla escolar 60"
0200658,2022,"Banco largo comedor 10, Escritorio 2, Mesa pupitre doble 30, Mesa usos múltiples 5, Pizarrón 2, Silla escolar 62"
0200659,2021,"Armario 4, Banco largo comedor 32, Mesa inicial 5, Mesa usos múltiples 16"
0200659,2022,"Armario 1, Mesa inicial 5, Pizarrón 2, Silla escolar 60"
0200659,2023,"Escritorio 7, Estación movil cooperadoras 1, Mesa pupitre doble 67, Silla escolar 141"
0200660,2023,"Escritorio 6, Estación movil cooperadoras 1, Mesa pupitre doble 45, Pizarrón 14, Silla escolar 36"
0200661,2022,"Armario 1, Mesa inicial 5, Pizarrón 2, Silla escolar 30"
0200661,2023,"Estación movil cooperadoras 1, Mesa inicial 10, Silla escolar 60"
0200662,2023,"Estación movil cooperadoras 1, Mesa usos múltiples 7"
0200663,2021,"Banco largo comedor 40, Mesa usos múltiples 20"
0200666,2021,"Mesa inicial 17, Silla escolar 102"
0200666,2022,"Escritorio 3, Mesa pupitre doble 31, Silla escolar 65"
0200666,2023,Estación movil cooperadoras 2
0200668,2022,Pizarrón 14
0200669,2021,"Armario 4, Escritorio 2, Mesa inicial 10, Mesa pupitre doble 30, Silla escolar 122"
0200669,2022,Armario 2
0200669,2023,Estación movil cooperadoras 1
0200670,2021,"Escritorio 2, Mesa pupitre doble 24, Silla escolar 50"
0200670,2023,"Estación movil cooperadoras 1, Mesa pupitre doble 17, Silla escolar 31"
0200671,2021,"Banco largo comedor 18, Mesa usos múltiples 5"
0200671,2023,Estación movil cooperadoras 1
0200672,2022,"Armario 1, Mesa inicial 5, Pizarrón 2, Silla escolar 30"
0200672,2023,"Mesa inicial 10, Silla escolar 60"
0200673,2022,"Banco largo comedor 16, Mesa inicial 7, Mesa usos múltiples 8, Silla escolar 42"
0200674,2022,"Escritorio 4, Silla escolar 34"
0200674,2023,"Estación movil cooperadoras 2, Mesa inicial 10, Silla escolar 60"
0200675,2023,"Banco largo comedor 40, Estación movil cooperadoras 1, Mesa usos múltiples 20"
0200676,2021,"Mesa inicial 15, Pizarrón 4, Silla escolar 90"
0200676,2023,Estación movil cooperadoras 1
0200678,2021,"Mesa inicial 5, Silla escolar 30"
0200678,2023,"Estación movil cooperadoras 1, Mesa pupitre doble 15, Silla escolar 30"
0200679,2021,"Escritorio 4, Mesa pupitre doble 60, Pizarrón 2, Silla escolar 124"
0200679,2022,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200679,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200681,2022,"Mesa inicial 12, Pizarrón 16, Silla escolar 72"
0200681,2023,"Estación movil cooperadoras 1, Mesa inicial 15, Silla escolar 90"
0200682,2023,"Estación movil cooperadoras 1, Mesa inicial 5, Silla escolar 40"
0200683,2021,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200683,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200683,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200684,2021,"Armario 2, Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200684,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200684,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200686,2023,Estación movil cooperadoras 1
0200687,2023,"Escritorio 2, Estación movil cooperadoras 1, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200688,2023,"Estación movil cooperadoras 1, Mesa inicial 10, Silla escolar 60"
0200689,2021,"Armario 4, Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200689,2023,"Escritorio 1, Estación movil cooperadoras 1, Mesa pupitre doble 15, Pizarrón 1, Silla escolar 31"
0200691,2021,Varios 8
0200703,2021,"Banco largo comedor 10, Mesa usos múltiples 5"
0200704,2021,"Banco largo comedor 20, Mesa usos múltiples 10"
0200704,2023,"Escritorio 6, Mesa pupitre doble 90, Silla escolar 180"
0200706,2023,Estación movil cooperadoras 1
0200707,2021,"Banco largo comedor 42, Mesa usos múltiples 25"
0200708,2021,"Armario 4, Escritorio 4, Mesa pupitre doble 60, Silla escolar 124"
0200708,2023,Estación movil cooperadoras 1
0200710,2021,Mesa usos múltiples 6
0200710,2023,"Mesa pupitre doble 45, Silla escolar 90"
0200711,2021,"Armario 14, Escritorio 3, Mesa inicial 10, Mesa pupitre doble 45, Piso antigolpe para juegos 64, Silla escolar 153, Varios 40"
0200711,2022,"Banco largo comedor 50, Mesa usos múltiples 25"
0200711,2023,"Escritorio 2, Mesa inicial 10, Silla escolar 60"
0200712,2022,"Mesa pupitre doble 61, Silla escolar 122"
0200712,2023,"Escritorio 4, Estación movil cooperadoras 1, Mesa pupitre doble 60, Silla escolar 120"
0200713,2023,"Escritorio 2, Mesa pupitre doble 75, Silla escolar 150"
0200714,2021,"Banco largo comedor 8, Mesa pupitre doble 28, Mesa usos múltiples 4, Pizarrón 4"
0200714,2022,"Armario 2, Escritorio 3, Mesa inicial 10, Silla escolar 63"
0200714,2023,"Juego de patio 1, Mesa inicial 5, Piso antigolpe para juegos 60, Silla escolar 30"
0200716,2021,"Armario 4, Escritorio 6, Mesa pupitre doble 60, Silla escolar 124"
0200718,2022,"Armario 2, Escritorio 2, Mesa pupitre doble 52, Silla escolar 153"
0200718,2023,"Mesa pupitre doble 15, Silla escolar 30"
0200719,2022,"Armario 8, Banco largo comedor 18, Mesa usos múltiples 9"
0200719,2023,"Escritorio 2, Estación movil cooperadoras 1, Mesa pupitre doble 30, Silla escolar 60"
0200720,2021,"Banco largo comedor 8, Mesa usos múltiples 4"
0200720,2023,"Escritorio 4, Mesa integradora con escotadura 1, Mesa pupitre doble 44, Pizarrón 6, Silla escolar 92"
0200723,2021,Silla escolar 6
0200723,2022,"Armario 6, Banco largo comedor 12, Escritorio 2, Mesa pupitre doble 30, Mesa usos múltiples 6, Pizarrón 2, Silla escolar 62"
0200723,2023,"Banco largo comedor 44, Mesa usos múltiples 22"
0200724,2021,"Armario 10, Escritorio 10, Mesa pupitre doble 5, Pizarrón 4, Silla escolar 110"
0200726,2021,"Escritorio 6, Mesa pupitre doble 90, Pizarrón 6, Silla escolar 186"
0200726,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200726,2023,"Escritorio 3, Estación movil cooperadoras 1, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200727,2021,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200727,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200727,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200728,2021,"Escritorio 1, Mesa pupitre doble 15, Pizarrón 1, Silla escolar 31"
0200728,2022,"Escritorio 1, Mesa pupitre doble 15, Pizarrón 1, Silla escolar 31"
0200728,2023,"Escritorio 1, Mesa pupitre doble 15, Pizarrón 1, Silla escolar 31"
0200729,2021,"Armario 14, Banco largo comedor 4, Escritorio 2, Mesa inicial 2, Mesa pupitre doble 2, Mesa usos múltiples 2, Pizarrón 2, Silla escolar 20, Varios 5"
0200729,2023,Estación movil cooperadoras 1
0200736,2021,"Mesa inicial 2, Silla escolar 8"
0200736,2023,Estación movil cooperadoras 1
0200740,2022,"Armario 4, Escritorio 4, Mesa inicial 8, Mesa pupitre doble 12, Pizarrón 16, Silla escolar 76, Varios 2"
0200741,2021,Pizarrón 15
0200741,2023,"Mesa pupitre doble 24, Silla escolar 48"
0200742,2021,Banco largo comedor 54
0200743,2021,"Banco largo comedor 90, Mesa usos múltiples 45"
0200744,2021,"Banco largo comedor 10, Mesa integradora con escotadura 1, Mesa usos múltiples 5"
0200745,2023,Estación movil cooperadoras 1
0200747,2023,"Banco largo comedor 28, Escritorio 2, Estación movil cooperadoras 1, Mesa pupitre doble 30, Mesa usos múltiples 14, Silla escolar 60"
0200748,2021,"Banco largo comedor 6, Mesa usos múltiples 3"
0200748,2023,"Estación movil cooperadoras 1, Mesa pupitre doble 36, Silla escolar 72"
0200749,2022,"Escritorio 4, Mesa pupitre doble 52, Silla escolar 108, Varios 2"
0200750,2021,"Banco largo comedor 24, Mesa usos múltiples 12"
0200750,2023,Estación movil cooperadoras 1
0200751,2023,Estación movil cooperadoras 1
0200752,2022,"Armario 2, Mesa inicial 8, Silla escolar 48"
0200752,2023,"Armario 4, Escritorio 2, Mesa inicial 10, Mesa pupitre doble 52, Mesa usos múltiples 4, Silla escolar 164"
0200753,2022,"Armario 4, Escritorio 3, Mesa inicial 4, Pizarrón 3, Silla escolar 27"
0200754,2023,"Escritorio 4, Mesa pupitre doble 60, Silla escolar 120"
0200756,2021,"Banco largo comedor 10, Mesa usos múltiples 5"
0200756,2023,Estación movil cooperadoras 1
0200757,2021,"Banco largo comedor 30, Mesa pupitre doble 30, Mesa usos múltiples 15, Silla escolar 62"
0200757,2023,Estación movil cooperadoras 1
0200758,2023,"Escritorio 9, Estación movil cooperadoras 1, Mesa pupitre doble 120, Silla escolar 240"
0200759,2021,"Banco largo comedor 114, Mesa usos múltiples 50"
0200759,2023,"Armario 4, Mesa usos múltiples 3, Pizarrón 12, Silla escolar 25"
0200760,2021,"Banco largo comedor 48, Mesa usos múltiples 24"
0200760,2022,"Mesa pupitre doble 60, Silla escolar 120"
0200761,2023,"Escritorio 3, Mesa inicial 15, Silla escolar 90"
0200762,2021,Pizarrón 1
0200762,2022,"Escritorio 3, Mesa pupitre doble 15, Pizarrón 6, Silla escolar 30"
0200762,2023,"Escritorio 9, Estación movil cooperadoras 1, Mesa pupitre doble 120, Pizarrón 2, Silla escolar 242"
0200764,2023,Estación movil cooperadoras 2
0200765,2021,"Armario 10, Escritorio 7, Mesa inicial 2, Mesa pupitre doble 18, Pizarrón 9, Silla escolar 43"
0200765,2022,Silla escolar 12
0200765,2023,"Mesa pupitre doble 15, Silla escolar 30"
0200766,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200768,2021,Mesa usos múltiples 10
0200768,2022,"Mesa inicial 5, Silla escolar 30"
0200768,2023,"Armario 2, Estación movil cooperadoras 1"
0200769,2022,"Armario 2, Escritorio 4, Mesa pupitre doble 30, Silla escolar 64"
0200769,2023,"Escritorio 3, Estación movil cooperadoras 1, Mesa pupitre doble 45, Silla escolar 60"
0200770,2021,Mesa pupitre doble 15
0200770,2022,"Mesa inicial 5, Silla escolar 30"
0200770,2023,Estación movil cooperadoras 1
0200771,2021,"Mesa inicial 10, Silla escolar 60"
0200771,2022,"Banco largo comedor 6, Mesa usos múltiples 9"
0200771,2023,"Estación movil cooperadoras 1, Mesa pupitre doble 75, Pizarrón 10, Silla escolar 150"
0200772,2023,"Estación movil cooperadoras 1, Mesa inicial 10, Mesa pupitre doble 60, Silla escolar 240"
0200773,2021,Mesa pupitre doble 83
0200773,2023,"Escritorio 2, Estación movil cooperadoras 1, Mesa pupitre doble 30, Pizarrón 9, Silla escolar 60"
0200774,2021,"Escritorio 3, Mesa pupitre doble 45, Silla escolar 93"
0200774,2022,"Mesa inicial 5, Silla escolar 30"
0200775,2023,"Estación movil cooperadoras 1, Mesa inicial 8, Mesa integradora con escotadura 1, Silla escolar 48"
0200776,2021,"Mesa inicial 5, Silla escolar 30"
0200776,2022,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200777,2022,"Mesa inicial 8, Silla escolar 48"
0200777,2023,"Escritorio 3, Estación movil cooperadoras 1"
0200779,2021,"Mesa inicial 5, Silla escolar 30"
0200779,2022,"Armario 17, Mesa inicial 5, Silla escolar 19"
0200779,2023,"Banco largo comedor 44, Escritorio 6, Mesa pupitre doble 90, Mesa usos múltiples 22, Silla escolar 180"
0200780,2021,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200780,2023,"Armario 2, Escritorio 4, Mesa inicial 20, Silla escolar 120"
0200781,2023,"Mesa pupitre doble 60, Silla escolar 120"
0200782,2023,Estación movil cooperadoras 1
0200783,2022,"Escritorio 2, Mesa pupitre doble 25, Silla escolar 60"
0200783,2023,Estación movil cooperadoras 1
0200784,2021,"Armario 6, Mesa inicial 5, Pizarrón 1, Silla escolar 30"
0200784,2022,"Banco largo comedor 40, Mesa usos múltiples 20"
0200784,2023,"Estación movil cooperadoras 1, Mesa inicial 10, Silla escolar 60"
0200785,2023,"Armario 2, Banco largo comedor 36, Escritorio 2, Estación movil cooperadoras 1, Mesa pupitre doble 30, Mesa usos múltiples 18, Silla escolar 60"
0200786,2022,"Armario 3, Banco largo comedor 26, Escritorio 1, Mesa inicial 8, Mesa pupitre doble 30, Mesa usos múltiples 13, Silla escolar 145"
0200787,2021,"Mesa inicial 5, Silla escolar 30"
0200788,2022,"Armario 4, Escritorio 3, Mesa pupitre doble 30, Pizarrón 6, Silla escolar 60"
0200788,2023,"Armario 2, Escritorio 4, Mesa pupitre doble 60, Silla escolar 120"
0200789,2021,"Mesa inicial 5, Silla escolar 30"
0200789,2023,"Armario 6, Banco largo comedor 30, Escritorio 5, Mesa pupitre doble 30, Mesa usos múltiples 15, Silla escolar 65"
0200790,2021,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200790,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200790,2023,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200791,2021,"Armario 1, Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200791,2023,"Escritorio 8, Estación movil cooperadoras 1, Mesa pupitre doble 140, Pizarrón 3, Silla escolar 283"
0200792,2021,"Escritorio 2, Mesa pupitre doble 30, Mesa trabajo estante 4, Pizarrón 2, Silla escolar 62, Varios 8"
0200792,2022,"Escritorio 1, Mesa pupitre doble 15, Pizarrón 1, Silla escolar 31"
0200792,2023,"Escritorio 1, Mesa pupitre doble 15, Silla escolar 31"
0200793,2021,"Escritorio 5, Mesa pupitre doble 75, Mesa trabajo estante 6, Pizarrón 5, Silla escolar 155, Varios 12"
0200793,2022,"Escritorio 6, Mesa pupitre doble 90, Pizarrón 6, Silla escolar 186"
0200793,2023,"Escritorio 6, Mesa pupitre doble 90, Pizarrón 6, Silla escolar 186"
0200794,2021,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200794,2023,"Escritorio 2, Mesa pupitre doble 30, Pizarrón 2, Silla escolar 62"
0200795,2021,"Escritorio 5, Mesa pupitre doble 75, Pizarrón 3, Silla escolar 155"
0200795,2022,"Banco largo comedor 8, Escritorio 3, Mesa pupitre doble 45, Mesa usos múltiples 4, Pizarrón 3, Silla escolar 93"
0200795,2023,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 93"
0200796,2021,"Armario 18, Banco largo comedor 34, Biblioteca 4, Escritorio 19, Mesa pupitre doble 168, Mesa usos múltiples 28, Pizarrón 25, Silla escolar 463, Varios 7"
0200796,2022,"Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200796,2023,"Escritorio 1, Mesa pupitre doble 15, Mesa usos múltiples 6, Pizarrón 1, Silla escolar 31"
0200797,2021,"Armario 6, Escritorio 2, Mesa pupitre doble 30, Silla escolar 62"
0200798,2022,"Mesa inicial 5, Silla escolar 15"
0200800,2021,"Escritorio 1, Mesa pupitre doble 15, Silla escolar 61"
0200805,2022,"Banco largo comedor 100, Mesa pupitre doble 90, Mesa usos múltiples 25, Pizarrón 7, Silla escolar 186"
0200805,2023,"Estación movil cooperadoras 1, Mesa inicial 14, Silla escolar 85"
0200806,2021,"Armario 10, Pizarrón 4"
0200806,2023,"Armario 6, Escritorio 1, Estación movil cooperadoras 2, Mesa pupitre doble 15, Silla escolar 30"
0200807,2022,"Banco largo comedor 11, Mesa pupitre doble 30, Mesa usos múltiples 17, Silla escolar 60"
0200807,2023,"Estación movil cooperadoras 1, Silla escolar 60"
0200808,2021,"Escritorio 3, Mesa integradora con escotadura 1, Mesa pupitre doble 30, Pizarrón 3, Silla escolar 63"
0200808,2022,"Banco largo comedor 48, Mesa pupitre doble 30, Mesa usos múltiples 24, Silla escolar 60"
0200808,2023,"Escritorio 1, Estación movil cooperadoras 1, Mesa inicial 14, Mesa pupitre doble 30, Silla escolar 144"
0200809,2021,"Armario 4, Escritorio 4, Mesa pupitre doble 60, Pizarrón 10, Silla escolar 124"
0200810,2021,"Armario 3, Banco largo comedor 42, Mesa usos múltiples 21"
0200810,2022,Silla escolar 10
0200811,2021,"Banco largo comedor 6, Mesa usos múltiples 3"
0200812,2021,"Banco largo comedor 16, Mesa usos múltiples 8"
0200812,2022,"Armario 3, Escritorio 5, Mesa pupitre doble 30, Silla escolar 65"
0200812,2023,Estación movil cooperadoras 1
0200813,2021,"Armario 3, Banco largo comedor 26, Escritorio 2, Mesa pupitre doble 30, Pizarrón 7, Silla escolar 62"
0200813,2022,"Escritorio 3, Mesa pupitre doble 45, Pizarrón 3, Silla escolar 78"
0200814,2023,"Mesa pupitre doble 15, Silla escolar 30"
0200815,2022,"Banco largo comedor 50, Mesa pupitre doble 60, Mesa usos múltiples 25, Silla escolar 120"
0200815,2023,"Mesa inicial 12, Silla escolar 60"
0200816,2021,Mesa inicial 4
0200816,2022,"Mesa inicial 8, Silla escolar 60"
0200817,2021,"Armario 8, Escritorio 6, Mesa pupitre doble 75, Silla escolar 186"
0200817,2022,"Armario 4, Banco largo comedor 88, Mesa inicial 10, Mesa pupitre doble 45, Mesa usos múltiples 44, Silla escolar 150"
0200817,2023,"Mesa inicial 10, Silla escolar 60"
0200818,2021,"Banco largo comedor 4, Mesa usos múltiples 2"
0200819,2022,"Mesa pupitre doble 36, Pizarrón 18, Silla escolar 73"
0200819,2023,"Escritorio 5, Mesa inicial 27, Mesa pupitre doble 25, Silla escolar 217"
0200820,2023,"Estación movil cooperadoras 1, Mesa inicial 8, Silla escolar 30"
