cui,ano,prestaciones,descripcion_obra
0200144,2018,Cubiertas / Impermeabilizaciones,"Impermeabilizacion de terraza (E-1), Impermeabilizacion de terraza (E-2), Impermeabilizacion de terraza - EtapaIII"
0200144,2018,Electricidad,Proyectores en fachadas
0200144,2019,Albañileria / Pintura,Reparar revoques y pintura en circulac.
0200144,2020,Albañileria / Pintura,"Reparar revoques-Placa durlock y pintura, Revoque exterior vivienda casera"
0200144,2020,Cubiertas / Impermeabilizaciones,"Coloc chapa-Revoque, pintura-Inst electr"
0200145,2018,Electricidad,"iluminacion de fachada led, Provision e instalacion de ventiladores"
0200145,2018,Medios de elevación,Reparar ascensor chile
0200145,2019,Electricidad,Reemplazo de luminarias por luces led
0200145,2020,Gas,CAMBIO DE TERMOTANQUE
0200145,2021,Medios de elevación,Arreglo de ascensor
0200145,2022,Medios de elevación,Puesta en reglamentacion de ascensor
0200145,2023,Incendio,Reemplazo y provision de extintores
0200146,2018,Electricidad,iluminacion de fachada led
0200146,2019,Albañileria / Pintura,"Contra piso, solado, impermeab. SUM"
0200146,2020,Incendio,Readecuacion IFI y carpinteria
0200146,2020,Sanitarias,Cambio marco y tapa tanque se reserva
0200146,2022,Gas,Adecuación de Instalación de Gas COCINA
0200147,2018,Carpinterías,"Cortinas Black Out-Contrafrente, Pedido de Cortinas Black Out"
0200147,2019,Carpinterías,Desmontar equipamiento aula informatica
0200147,2019,Sanitarias,"Reemplazo de canaletas sector 4to piso, Colocar 3 bebederos Cambiar nomenclatura"
0200147,2021,Gas,Reemplazar termotanque establecimiento
0200148,2018,Electricidad,Presup.Proyectores en fachadas
0200148,2019,Albañileria / Pintura,"Provision y coloc de baldosas antigolpes, Pintura cielorraso PA"
0200148,2019,Sanitarias,Reemplazo de termotanque a gas
0200168,2018,Electricidad,Sustitucion tubos fluorescentes por LED
0200168,2019,Albañileria / Pintura,DESMONTE DE GRADAS
0200168,2019,Cubiertas / Impermeabilizaciones,Demolición de ventilaciones en terraza
0200168,2019,Medios de elevación,Cambio de motor
0200168,2021,Electricidad,Reemplazo de motor montasillla acceso
0200168,2022,Gas,Adecuación Instalación de Calefacción
0200168,2022,Sanitarias,"Cambiar tapas de inspección en tranques, Provosion y colocacion de inodoro"
0200173,2018,Albañileria / Pintura,Pintura planta baja
0200173,2018,Calefaccion y Refrigeracion,Quitar 12 estufas existentes e instalar
0200173,2019,Calefaccion y Refrigeracion,Provision y colocación de estufas
0200173,2019,Carpinterías,Pintura carpinterias PB
0200173,2019,Electricidad,"Inst elec aula digital para AºAº, Cableado central telefónica"
0200173,2019,Sanitarias,"Bebederos, Cambio tanques reserva-Refuerzo estruct."
0200173,2021,Carpinterías,Reparar nicho de gas
0200173,2021,Gas,Adecuar a norma vigente-Inst de gas
0200173,2022,Gas,"Provision cocina casera, INSTALACION DE GAS"
0200173,2022,Sanitarias,Hundimiento sala de sisterna
0200174,2018,Albañileria / Pintura,"Pintura de patios,direccion"
0200174,2018,Calefaccion y Refrigeracion,Provision y colocacion de 3 estufas TB
0200174,2018,Carpinterías,Rejas para barandas
0200174,2019,Albañileria / Pintura,"Refaccion de baños de PB, Refaccion de baños 1er piso, Adicional refaccion baños PB, Adicional refaccion baños 1er piso, Placas antihumedad aula recuperacion"
0200174,2019,Carpinterías,"Reparar puertas, celosias y rejas"
0200174,2019,Gas,Cambio de estufas en aulas 2da etapa.
0200174,2019,Sanitarias,Instalar 3 bebederos
0200174,2020,Albañileria / Pintura,Pintura de muros (fisuras marcadas)
0200174,2021,Electricidad,Nuevo tablero general y seccional
0200174,2021,Gas,Adecuacion instalacion de gas
0200174,2021,Sanitarias,Recambio de Termotanque
0200174,2022,Albañileria / Pintura,Instalación eléctrica para ventiladores.
0200174,2022,Electricidad,Instalacion luces de emergencia
0200174,2022,Medios de elevación,Cambio de mecanismo montasilla
0200175,2018,Albañileria / Pintura,Ppintura interior y exterior coloc.placa
0200175,2019,Albañileria / Pintura,"Pintura hall de entrada y cuarto auxliar, Coloc placas antihumedad Bº PB-C.Casero"
0200175,2019,Carpinterías,Colocar vidrios de seguridad
0200175,2019,Sanitarias,Colocación de bebederos
0200175,2020,Albañileria / Pintura,Cambio de chapas casa casero
0200175,2021,Gas,adecuación a norma vigente - GAS
0200175,2021,Medios de elevación,Provision y colocacion rampa
0200176,2018,Albañileria / Pintura,"PRESUPUESTAR LA REPARACION PISO SALA DE, Cambio inodoros y pintura cielorraso bañ"
0200176,2018,Calefaccion y Refrigeracion,Quitar 12 estufas existentes e instalar
0200176,2018,Carpinterías,Cambio de vidrios puerta acceso colegio
0200176,2018,Electricidad,Cambio iluminación e inst. ilu. emerg.
0200176,2019,Electricidad,Instalar artefactos LED en baños
0200176,2019,Sanitarias,Bebederos
0200176,2021,Albañileria / Pintura,"Reparacion de sala de guardado-Gimnasia, ReReparar pared exterior Se anula trabaj"
0200176,2021,Cubiertas / Impermeabilizaciones,Reparar membrana en azotea
0200176,2021,Gas,Modificación en instalación de gas
0200176,2022,Albañileria / Pintura,"Pintura aulas- Plastificado de pisos, Pintura y plastificado de aula segunda e, Instalacion de rejas superiores"
0200177,2018,Albañileria / Pintura,Cambio pisos de goma
0200177,2018,Calefaccion y Refrigeracion,Quitar 12 estufas existentes e instalar
0200177,2018,Carpinterías,Cambio ventanas
0200177,2019,Albañileria / Pintura,Ley 257
0200177,2019,Carpinterías,"Mueble jardin, chapones y flejes, Cambio de rejas gimnasio"
0200177,2019,Cubiertas / Impermeabilizaciones,"Impermeabilizacion azotea - cambio de re, Zingueria sobre canaletas"
0200177,2019,Electricidad,Instalación eléctrica supervisión ------
0200177,2019,Sanitarias,Bebederos
0200177,2021,Albañileria / Pintura,Cambio de solado en 7 aulas
0200177,2021,Carpinterías,Cambiar puertas de balcon
0200177,2021,Electricidad,"Prov,coloc 9 artef de luz-Casa casero. E"
0200177,2021,Gas,"Regularizar inst de gas, Red y artefactos de gas en cocina"
0200178,2018,Albañileria / Pintura,"Pintura y reparacion revoques, Pintura de salas de 3er piso, Provisióon y colocación de escudo letras, Pintura exterior reserva técnica, Presup.Pintura de sala sivori, Pintura de pasillo P.B. y 1ero, patio"
0200178,2018,Carpinterías,Proteccion anti-palomas en patio chico
0200178,2018,Electricidad,Instalacion luces led y ventiladores
0200178,2018,Medios de elevación,Refuncionalizacion ascensor mec por hidr
0200178,2019,Albañileria / Pintura,"Pintura de patios de aire y luz y red, Reparación de filtración de humedad en m"
0200178,2019,Carpinterías,"Realizar rejas  sala sivori, Readecuacion puertas de acceso, Refaccion puertas Escuela-Museo, Reparacion  carp. de hierro ventanas"
0200178,2019,Medios de elevación,Readecuacion ascensor
0200178,2019,Sanitarias,Instalacion 2 bebederos.
0200178,2020,Albañileria / Pintura,"Pintura, inst. elec y ventiladores aulas, Pintura, luminaria led, ventiladores, ca, Pintura de rejas nuevas"
0200178,2020,Carpinterías,"Reparacion puertas 2do piso-Ejec reja pa, Rep carpinterias ventanas,puertas aulas, Reponer puerta de Bº mujeres 2do piso, Ejecución de tomas monofásicos (TOM 3425"
0200178,2020,Electricidad,"Reemplazar térmicas,disyuntores tablero"
0200178,2021,Albañileria / Pintura,"Pintura de rejas 2da etapa, Pintura rejas 3era etapa, Reparacion de paredes, pintura de muros"
0200178,2021,Calefaccion y Refrigeracion,reposicion bombas calderas
0200178,2022,Albañileria / Pintura,Pintura de cielorrasos/techos
0200178,2022,Calefaccion y Refrigeracion,"Reemplazo de compresor en corto, Abono mensual mantenimiento AA, Instalación de humectadores"
0200178,2022,Carpinterías,Proveer y colocar dos escaleras
0200178,2022,Cubiertas / Impermeabilizaciones,Correr la descarga pluvial
0200178,2022,Electricidad,Colocación de luces en hall
0200178,2022,Otros Servicios,Prov. coloc. red anti palomas
0200179,2018,Albañileria / Pintura,"Presup. pintura, reparacion de fisuras ("
0200179,2018,Medios de elevación,Ascensor mecanico a x hidraulico
0200179,2019,Albañileria / Pintura,Pintura de aulas
0200179,2019,Sanitarias,Instalar 2 bebederos
0200179,2020,Albañileria / Pintura,"Impermeab. y pintura sala tanques y aula, Pintura muros cielorraso caja escalera"
0200179,2021,Albañileria / Pintura,"Reparar fachada, Pintura exterior de fachadas frente"
0200179,2021,Cubiertas / Impermeabilizaciones,Impermeabilizar azotea
0200179,2021,Gas,Adecuación de Inst de Gas
0200179,2022,Albañileria / Pintura,"Reparación en cocina, Presupuesto pintira en direccion"
0200179,2022,Carpinterías,"Reemplazo carpinteria a patio., Soporte para proyector en comedor"
0200179,2022,Electricidad,"Agregado de tomas, extensión de ménsula"
0200179,2022,Gas,Adecuar instalación de gas a normativa
0200179,2022,Sanitarias,"Realizar cámara nueva en sector cocina, Reposición de inodoro en baño nenas"
0200179,2023,Electricidad,Instalación tablero de luces emergencia
0200180,2018,Albañileria / Pintura,Construccion de pared durlok
0200180,2018,Calefaccion y Refrigeracion,Coloc de A°A° en el Sum
0200180,2018,Gas,"Reparacion o cambio de 14 estufas, Reparacion de termotanque de altarec."
0200180,2018,Medios de elevación,Adecuacion a Norm vigente ascensor hidra
0200180,2019,Albañileria / Pintura,Pintura aulas y SUM
0200180,2019,Calefaccion y Refrigeracion,Colocar 7 A°A° para aulas jardin
0200180,2019,Carpinterías,"Cerramiento de durlock para auxuliares, Coloc perfileria nueva y malla"
0200180,2019,Medios de elevación,Reparacion de ascensor
0200180,2019,Sanitarias,Colocación de bebederos
0200180,2020,Carpinterías,"Proveer,coloc 4 puertas de Bº jardin"
0200180,2020,Gas,ADECUAR RED DE GAS
0200180,2021,Albañileria / Pintura,colocación  de piso antigolpe 150 m2
0200180,2021,Gas,Proveer 5 estufas
0200180,2021,Sanitarias,reparación de las canaletas
0200180,2022,Albañileria / Pintura,Reparar pared medianera
0200180,2022,Carpinterías,"Reparacion puertas deterioradas, Reparación o cambio de 19 puertas"
0200180,2023,Carpinterías,herrajes para las puertas nuevas
0200181,2018,Albañileria / Pintura,Colocacion placas anti humedad
0200181,2018,Carpinterías,"presupuesto colocacion anti palomas, Previ. y coloc. de rejas en mostrador"
0200181,2018,Electricidad,Colocar timbre con alarma luminica
0200181,2018,Gas,Reparacion o cambio de 14 estufas
0200181,2019,Carpinterías,"Colocar vidrios de seguridad, Coloc cerramiento divisorio-Pintar direc"
0200181,2019,Electricidad,Reparar tablero sala de maquina
0200181,2019,Sanitarias,Colocación de bebederos
0200181,2021,Albañileria / Pintura,"Retiro material aislante y reposicion, Impermeabilizacion y pintura pinacoteca., Pulido y plastificado de la pinacoteca"
0200181,2021,Gas,Adecuar a norma vigente-Inst de gas
0200181,2021,Incendio,colocación de 6 extintores
0200181,2022,Electricidad,Extensión  de línea de energía y enchufe
0200182,2018,Calefaccion y Refrigeracion,Reparación de 17 estufas
0200182,2018,Carpinterías,Reposición de red de proteccion del gym
0200182,2018,Cubiertas / Impermeabilizaciones,Prov. y coloc. de red anti palomas
0200182,2019,Albañileria / Pintura,Reparar paredes y pintura aulas y direc.
0200182,2019,Sanitarias,Colocación de bebederos
0200182,2021,Carpinterías,Colocacion alambre en medianera
0200182,2021,Electricidad,Colocación  de purificador
0200182,2021,Gas,adecuación gas a norma vigente
0200182,2023,Carpinterías,Pintura de puerta de entrada
0200183,2018,Albañileria / Pintura,"Carpeta niveladora, Revoques-Terraza-Comedor"
0200183,2018,Carpinterías,Reparación de vidrios de PB y 1er Piso
0200183,2019,Albañileria / Pintura,"Coloc placas tipo armtrong comedor, Reparacion y pintura pared-Cielorraso"
0200183,2019,Carpinterías,"Cambio de chapas,embudos,canaletas,zingu"
0200183,2019,Gas,Reparacion o reposicion de estufa
0200183,2019,Sanitarias,Instalacion de bebederos
0200183,2021,Gas,adecuación gas a norma vigente.
0200184,2018,Albañileria / Pintura,Presup. reparacion de pintura pared
0200184,2018,Calefaccion y Refrigeracion,"Inst. 2 AA tipo ventana aula 1er piso, Instalacion 2 AA aula 1er piso, Aire Acondicionado de S. Compùtación"
0200184,2019,Albañileria / Pintura,Prov y coloc. de cielorraso en baños de
0200184,2019,Carpinterías,Colocar vidrios de seguridad
0200184,2019,Sanitarias,Colocacion de bebederos
0200184,2020,Albañileria / Pintura,Pintura de Paredes Aclarar por que si so
0200184,2020,Sanitarias,"Instalacion y coloc. de mingitorios, Modificar rejilla de piso.Indicar esquem, Reemplazar mueble y mesada S.Profesores"
0200184,2021,Carpinterías,Cerradura reja corrediza en acceso
0200184,2021,Electricidad,Instalación de tres cajas de tomas elec.
0200184,2021,Gas,"Arreglos requeridos por Metrogas, normalizar la red de gas"
0200184,2022,Electricidad,Cambio de ventilador de techo
0200186,2019,Albañileria / Pintura,Solicitud de pintura integral
0200186,2019,Cubiertas / Impermeabilizaciones,IMPERMEABILIZACION DE TERRAZA
0200186,2021,Cubiertas / Impermeabilizaciones,IMPERMEABILIZACION DE TERRAZA
0200187,2018,Calefaccion y Refrigeracion,Reparar o cambiar equipo de A°A°
0200187,2018,Gas,Reparacion del termotanque del jardin
0200187,2019,Carpinterías,Colocar vidrios de seguridad
0200187,2019,Electricidad,Adecuación de electricidad de la cocina
0200187,2019,Sanitarias,Instalacion de bebederos
0200187,2020,Albañileria / Pintura,Reposicion de cielorraso
0200187,2021,Cubiertas / Impermeabilizaciones,"Colocacion de embudos y compriband, Ccarpeta de nivelación y membrana"
0200187,2021,Electricidad,colocación de 5 purificadores
0200188,2018,Electricidad,Proyectores en fachadas
0200188,2018,Otros Servicios,Ejecucion de 2 salas y baño docentes
0200188,2019,Albañileria / Pintura,Prov y colocacion de piso de goma
0200188,2019,Cubiertas / Impermeabilizaciones,Cambio de cubierta y pintura int patio
0200188,2020,Gas,"Adecuacion de instalacion de gas, Provision y colocacion de calefon"
0200188,2020,Sanitarias,Reemplazo de tapas de inspeccion de tanq
0200188,2022,Gas,Adecuacion de instal de gas a normativa
0200188,2022,Otros Servicios,Reparación de Rejas y Modif por segurida
0200189,2018,Electricidad,"Proyectores en fachadas, Instalacion electrica, ventiladores"
0200189,2018,Otros Servicios,"Ejecucion de cielorraso, revoque y pintu"
0200189,2020,Gas,Adecuacion gas y provision tanque aereo
0200189,2021,Gas,"Termotanque casa casera, adecuacion de reguladores de gas"
0200190,2018,Albañileria / Pintura,"Pintura del gimnasio, Pintura del tercer piso, Pintura baños tercer piso y canchas, Pintura planta baja"
0200190,2018,Carpinterías,"Puerta reja gimnasio, Quitar y colocar rejas ventana-3er piso, CAMBIO DE VIDRIOS EN JARDIN"
0200190,2018,Cubiertas / Impermeabilizaciones,Pintura impermeable e hidrolavado
0200190,2018,Gas,Extension y cambio conductos ventilacion
0200190,2018,Sanitarias,Arreglo de cubierta en gimnasio
0200190,2019,Albañileria / Pintura,"Instalación placas San Francisco, Instalación placas San Francisco"
0200190,2019,Calefaccion y Refrigeracion,REPARACION DE CALDERA
0200190,2019,Electricidad,"Nueva sala de máquinas, Provision e inst. luminarias biblioteca"
0200190,2019,Sanitarias,Bebederos
0200190,2020,Albañileria / Pintura,PINTURA PRIMER PISO Y CIRCULACIONES
0200190,2020,Carpinterías,"Economia/demasia Pintura 1er piso, Cambiar cerradura en porton de acceso"
0200190,2020,Sanitarias,"Baño casera, Provision de columna de ducha Bº casera"
0200190,2021,Albañileria / Pintura,Cambiar pisos de madera por graniticos
0200190,2021,Calefaccion y Refrigeracion,Instalar equipos purificadores
0200190,2021,Carpinterías,Nueva cerradura ascenso
0200190,2022,Albañileria / Pintura,Nuevas placas san francisco en S. Jardín
0200190,2022,Carpinterías,RED ANTI PALOMAS
0200190,2022,Electricidad,Luces de emergencia
0200191,2018,Albañileria / Pintura,"Refuerzos estructurales, Estudio de Suelos, Construccion en aula del sum"
0200191,2018,Calefaccion y Refrigeracion,Cambio de 9 estufas varios sectores
0200191,2018,Gas,Rep. y reposicion de cocina del casero
0200191,2019,Albañileria / Pintura,"Reparacion y pintura locales del jardin, Pintura Bº PB y pared lateral exterior"
0200191,2019,Electricidad,Cambio de tablero sala de maquina
0200191,2021,Calefaccion y Refrigeracion,Instalar equipos purificadores en 2 aula
0200191,2021,Electricidad,Tendido para timbre acceso
0200191,2021,Gas,Adecuacion del sistema de gas
0200191,2022,Carpinterías,Cerramiento sobre portón nuevo
0200191,2022,Electricidad,Mover portero electrico
0200191,2022,Gas,"Modificacion solicitud MetroGas, Cambio de cocina y nueva mesada"
0200193,2018,Albañileria / Pintura,"Revestimiento baños maestros s lavamanos, Pintura en secretaria nocturna PB"
0200193,2018,Carpinterías,Prov y coloc reja en puerta subsuelo
0200193,2018,Electricidad,instalacion reloj horario
0200193,2019,Albañileria / Pintura,Paredes de durlock 2do piso Cambiar nome
0200193,2019,Carpinterías,"Construir cerramiento hall entrada Sacar, Rampa metalica y madera natatorio Cambia, Reja doble hoja 2do piso Cambiar nomencl"
0200193,2019,Gas,Regularizar la red de gas 22/01 Presenta
0200193,2019,Sanitarias,Reparar baño casa casera
0200193,2020,Gas,Tareas indicadas por metrogas
0200193,2020,Incendio,Proveer Extintores faltantes
0200193,2020,Medios de elevación,Reparar ascensor.No cotizar trabajos glo
0200193,2021,Saneamiento,Cambio de tapas de tanques
0200194,2018,Albañileria / Pintura,Ejecucion-Sala Aux PB y Aula en 2do Piso
0200194,2018,Cubiertas / Impermeabilizaciones,IMPERMEABILIZACION DE TERRAZA
0200194,2019,Albañileria / Pintura,"Espacio Digital, Programa secundaria del futuro"
0200194,2019,Medios de elevación,Puesta en valor de ascensor
0200194,2021,Electricidad,Secundarias del Futuro
0200195,2018,Albañileria / Pintura,"PUESTA EN VALOR HALL, PINTURA EN HALL 2da ETAPA, PUESTA EN VALOR BAÑO RECTORIA"
0200195,2018,Calefaccion y Refrigeracion,"SISTEMA DE CALEFACCION-ETAPA 3, SISTEMA DE CALEFACCION-ETAPA 2, SISTEMA DE CALEFACCION-ETAPA 1"
0200195,2018,Carpinterías,Provision e instalacion de rejas
0200195,2018,Electricidad,PROVISION GRUPO ELECTROGENO
0200195,2019,Albañileria / Pintura,"PINTURA EN CIRCULACIONES Y AULAS, Pintura galerias y patio"
0200195,2019,Cubiertas / Impermeabilizaciones,Solado de madera
0200195,2019,Electricidad,"PUESTA EN VALOR TALLER TORNERIA, SENSORES INFRARROJOS ASCENSOR"
0200195,2019,Incendio,Reemplazo de 10 matafuegos
0200195,2019,Sanitarias,MOBILIARIO BAÑOS DE DISCAPACITADOS
0200195,2020,Albañileria / Pintura,"Tareas complementarias, Pintura de solado de taller de torneria"
0200195,2021,Albañileria / Pintura,"Pintura Integral de Taller de Tornería, Complementarias a Pintura de Taller Torn"
0200195,2021,Calefaccion y Refrigeracion,Colocacion de purificadores
0200195,2021,Sanitarias,"Reponer termotanque de casera, Adecuaciones en la Inst de Agua Fría"
0200195,2022,Albañileria / Pintura,Pintura de claustro de talleres
0200195,2022,Cubiertas / Impermeabilizaciones,Reemplazo de canaleta en cub parabólica
0200195,2022,Electricidad,"Reemplazo de Timbres y Adecuación de IE, Prov. coloc. ventiladores y reposicion"
0200195,2022,Saneamiento,Desratizacion
0200196,2018,Albañileria / Pintura,"Reparación de pisos de madera en aulas, Pulido y plastificado de madera, Aulas del futuro, ESPACIOS DIGITALES, Reparaciones escalera de mármol y madera, Pintura de aberturas y paredes pasillo"
0200196,2018,Calefaccion y Refrigeracion,Reparación de equipos de calefacción
0200196,2018,Electricidad,"Inst electrica y colocacion rejas, Modificación de instalación eléctrica, Reemplazo de tubo fluorescente por LED"
0200196,2018,Gas,Conexión de mecheros
0200196,2019,Carpinterías,"Cambio de vidrios comunes por laminados, DEFENSA DE ALERO"
0200196,2019,Electricidad,"Adecuación eléctrica, Cableado central telefónica"
0200196,2020,Albañileria / Pintura,Pintura pasillos
0200196,2020,Carpinterías,Reformar cerramiento de aluminio aula
0200196,2020,Cubiertas / Impermeabilizaciones,Colocar andamios de proteccion PDM
0200196,2020,Electricidad,"Secundaria del futuro, Dividir circuitos electricos, Secundaria del futuro"
0200196,2020,Otros Servicios,"Ampliacion alquiler de andamios - Araoz, 2da ampliación andamios - Araoz, 2da ampliación andamios - PDM, 3ra ampliación andamios - PDM y Araoz"
0200196,2021,Albañileria / Pintura,"Reparar, pintar cielorraso-Escalera ppal"
0200196,2021,Calefaccion y Refrigeracion,"Instalar equipos purificadores 10 aulas, Nuevo tanque de expansión caldera"
0200196,2021,Carpinterías,4ta ampliación andamios - PDM y Araoz
0200196,2021,Cubiertas / Impermeabilizaciones,"5ta ampliación andamios - PDM y Araoz, PROVISION E INSTALACION DE VALLA DE PROT"
0200196,2022,Albañileria / Pintura,1 aula - SDF
0200196,2022,Incendio,Mangueras de incendio
0200197,2018,Carpinterías,Nuevo micropiso en aulas 2do Piso
0200197,2018,Gas,Rehabilitacion de servicio de gas
0200197,2019,Incendio,Modificar ubicacion nicho hidrante
0200197,2019,Medios de elevación,Reparación de Ascensor
0200197,2020,Albañileria / Pintura,"Reparar medianera, coloc durlock, barral"
0200197,2021,Gas,"Modificaciones informe matriculado, Cambio de artefacto cocina casero"
0200197,2022,Albañileria / Pintura,Adicional pintura cieloraso
0200197,2022,Electricidad,Trabajos instalacion electrica y pintura
0200197,2022,Incendio,Reparación de cañeria  IFCI
0200198,2018,Incendio,Readecuacion alarma contra incendio
0200198,2019,Sanitarias,"Provision e instalacion termotanque, CAMBIO DE TRAMO CLOACAL"
0200198,2020,Cubiertas / Impermeabilizaciones,PLACAS SAN FRANCISCO
0200198,2021,Albañileria / Pintura,Placas San Francisco -Aula Maquillaje
0200198,2021,Gas,Extender ventilación de caldera
0200198,2021,Medios de elevación,reparacion ascensor
0200198,2022,Sanitarias,"Cambio de termotanque a gas, Alimentación de agua en baño varones"
0200199,2018,Albañileria / Pintura,"Pintura integral PB 1p 2 p sum aula quim, PINTURA INTEGRAL BAÑOS"
0200199,2018,Cubiertas / Impermeabilizaciones,"IMPERMEABILIZACION TERRAZA JARDIN ET. 2, IMPERMEABILIZACION TERRAZA JARDIN ET. 1, IMPERMEABILIZACION TERRAZA JARDIN ET. 3"
0200199,2018,Incendio,RED DE INCENDIOS
0200199,2019,Albañileria / Pintura,"Aulas del futuro, READECUACION ESPACIO DIGITAL, Pintura de muros y adecuación de baños, Adecuacion aulas del futuro."
0200199,2019,Electricidad,"Adicionales Aulas del Futuro, Prov y colocacion de reflectores"
0200199,2020,Albañileria / Pintura,Cambio de canaleta y bajadas
0200199,2020,Carpinterías,Solicitud de reja aula computacion
0200199,2020,Electricidad,Secundarias del futuro 2021 - 4 aulas
0200199,2020,Medios de elevación,Puesta en funcionamiento ascensor
0200199,2021,Albañileria / Pintura,"Demolicion tabique aula y adec IFCI, Adecuacion de 4 aulas para SDF"
0200199,2021,Carpinterías,"Provision y colocacion de ventana en com, Puerta de seguridad en calle Bolivar"
0200199,2021,Medios de elevación,Adecuacion y puesta norm ascensor
0200199,2021,Otros Servicios,Colocacion de purificadores
0200199,2022,Cubiertas / Impermeabilizaciones,Cambio de cubierta de chapa y cielorraso
0200199,2022,Gas,Adecuacion de instal de gas a normativa
0200199,2022,Medios de elevación,Reparacion de ascensor y reemplazo tapas
0200199,2022,Sanitarias,Cambio de bajadas pluviales en fachada
0200199,2023,Electricidad,Adecuación de SDF 2023
0200199,2023,Otros Servicios,Prov y colocacion de ventanas en aulas
0200200,2019,Sanitarias,Prov y coloc bomba y adecuacion tablero
0200200,2022,Carpinterías,Adecuación de inst de gas/ calefacción
0200201,2018,Albañileria / Pintura,colocacion de piso de goma para instalar
0200201,2018,Electricidad,Prov y coloc reflector muro jardin
0200201,2019,Electricidad,Remplazo de las luminarias por leed
0200201,2019,Saneamiento,Desinsectacion cucarachas
0200201,2020,Carpinterías,Reja sector pileta
0200201,2020,Sanitarias,Cambio de cisterna en mal estado Verific
0200201,2021,Gas,Red de gas
0200201,2022,Calefaccion y Refrigeracion,Reponer el equipo de aire acondicionado
0200202,2018,Carpinterías,Prov y coloc reja sector caldera
0200202,2018,Sanitarias,Prov y coloc tanques bombeo agua potable
0200202,2019,Albañileria / Pintura,"Coloc placas de cielorraso, Completar cierre de aula doble"
0200202,2019,Carpinterías,"Cambio de guias mobiliarios fijos, Cambio de letras de chapa en fachada"
0200202,2019,Electricidad,Cambio de luminarias por LED
0200202,2021,Electricidad,Prov inst 7 artefactos iluminacion
0200202,2021,Gas,Red de gas
0200202,2022,Electricidad,Reparación de red telefónica interna
0200214,2018,Gas,Adaptación de sistema de calefaccion
0200214,2020,Albañileria / Pintura,Construccion tabique de Durlok
0200214,2021,Sanitarias,reparación de la cañería de bajada
0200214,2022,Electricidad,Colocación de luces de emergencia
0200216,2018,Calefaccion y Refrigeracion,Quitar 5 estufas existentes e instalar
0200216,2019,Albañileria / Pintura,Coloc chapas 3er tramo-Demolicion muros
0200216,2019,Carpinterías,"Chapas 1er y 2do tramo, Coloc equipamiento deportivo"
0200216,2019,Electricidad,Prov e inst de 10 artefactos LED
0200216,2020,Albañileria / Pintura,Armado de base y montar 2 aros basket
0200216,2020,Otros Servicios,Tensores en jirafas
0200216,2021,Electricidad,Nuevo timbre sonoro luminico
0200222,2019,Albañileria / Pintura,"Ejecutar cerco de obra lindera, Pintura de Aras Deportivas y Colocación, Pintura canchas-Coloc redes y zingueria"
0200222,2020,Carpinterías,Pruerta de doble hoja-Gabinete de cocina
0200222,2020,Sanitarias,Recambio de griferias en baños
0200222,2022,Calefaccion y Refrigeracion,Provision y colocacion de calefactores
0200223,2018,Albañileria / Pintura,Reconstrucción vestuarios hombres
0200223,2021,Albañileria / Pintura,Realizar muro bajo rejas
0200223,2021,Electricidad,Provision de anafe electrico
0200223,2022,Electricidad,Cambio de termotanque 50 lts eléctrico.
0200224,2018,Albañileria / Pintura,Pintura planta baja
0200224,2018,Calefaccion y Refrigeracion,ADECUACION PLANTA REGULADORA/EXTENSION Y
0200224,2018,Carpinterías,Nuevas rejas en patio
0200224,2019,Sanitarias,Bebederos
0200224,2023,Incendio,Luces de emergencia
0200224,2023,Sanitarias,TANQUE SISTERNA
0200225,2018,Sanitarias,Rparacion tanque cisterna
0200225,2019,Calefaccion y Refrigeracion,Inst. placa radiante calefaccion direc.
0200225,2019,Carpinterías,"Coloc brazo de empuje puerta acceso ppal, Vidrios rajados/rotos x vandalismo, Reemplazar vidrios rotos por vandalismo, Reemplazo de vidrios X vandalismo"
0200225,2019,Electricidad,"Reemplazo de luminarias patio primaria, Reponer ventilador sala celeste, Cambio de cables entrada tablero princip"
0200225,2019,Sanitarias,Instalación de 7 bebederos
0200225,2020,Albañileria / Pintura,"Repararcion de solados, Pintura tanque y otros"
0200225,2020,Carpinterías,Reposicion de espejos x vandalismo
0200225,2020,Incendio,Proveer Extintores
0200225,2020,Otros Servicios,Hidrolavado de sup tanque elevado
0200225,2020,Sanitarias,Reparación de canillas y toma en patio
0200225,2021,Albañileria / Pintura,Reparación Portón Estacionamiento
0200225,2021,Carpinterías,Prov colocacion de cerradura
0200225,2021,Electricidad,Adecuación y reparación Filtración
0200225,2021,Gas,"Adecuación instalación de gas, Adecuación por Inspección de Metrogas"
0200225,2021,Sanitarias,Cambio tapas Tanques oxidadas
0200225,2022,Carpinterías,Colocacion y pintura Rejas
0200225,2022,Electricidad,Tomas en Dirección: 6 tomas en 3 cajas
0200225,2022,Gas,Válvula solenoide en cocina
0200225,2022,Saneamiento,Protecciones pluviales por Alacranes
0200225,2022,Sanitarias,Reemplazo Bombas y Adecuación Tableros
0200226,2018,Calefaccion y Refrigeracion,Prov y coloc equipo calefaccion
0200226,2018,Cubiertas / Impermeabilizaciones,"Reemplazo de solados, Colococión de A.A, Refuerzo estructural/cierre cielorraso."
0200226,2019,Albañileria / Pintura,Reparaciones por incendio
0200226,2019,Incendio,Cambiar ubicacion central alarma incend.
0200226,2019,Sanitarias,Colocar 3 bebederos Cambiar nomenclatura
