cui,ano,prestaciones,descripcion_obra
0201864,2023,Albañileria / Pintura,"Acondicionamiento de 2 aulas, Realizar 2 cielorrasos en aulas"
0201864,2023,Gas,Reparar perdida en cañería exterior
0201865,2023,Electricidad,Protocolo espacios seguros
0201865,2023,Incendio,Adecuación IFCI
0202135,2023,Albañileria / Pintura,Pintura de Paredes y Cielo rasos
0202135,2023,Sanitarias,Colocar canilla en patio
0202144,2023,Albañileria / Pintura,Puesta en valor de Sala de Máquinas PB
0202144,2023,Electricidad,Instalación en espacios seguros
0202145,2023,Incendio,Reemplazo y provisión de extintores falt
0202178,2023,Albañileria / Pintura,Realización de tabiques divisorios
0202178,2023,Electricidad,"Colocacion de alarma y camaras, Reposicion ventilador y toma corriente, Reposición1 ventilador de techo aula, Cambio de ventilador en aula"
0202178,2023,Medios de elevación,Puesta en marcha ascensor por vandalismo
0202179,2023,Calefaccion y Refrigeracion,Prov. Coloc. A°A°
0202180,2023,Carpinterías,Instalacion y extensión rejas
0202188,2023,Calefaccion y Refrigeracion,"Instalación de dos equipos de AA, colocacion/reparacion de blackout"
0202188,2023,Carpinterías,"Cambio de vidrios vandalizados, Colocación de parasoles, Reemplazo de espejo y vidrios rotos, Reparación equipos calefacción"
0202188,2023,Electricidad,"Instalación de portero eléctrico, Reparación de ventiladores, Colocación de luces LED, Instalación en espacios seguros., Instalación luces led, Colocación de ventiladores de pared"
0202188,2023,Incendio,Reemplazo de sensor en taller
0202188,2023,Sanitarias,Cambio de tanques cisterna
0202194,2023,Carpinterías,Pintura barandas y refuerzo placares.
0202204,2023,Cubiertas / Impermeabilizaciones,"Impermeabilizar azotea y patio, Reposicion de cenefas en techo"
0202204,2023,Electricidad,"Colocacion de camaras, alarma( Apolo)"
0202204,2023,Sanitarias,Cambiar 2 bombas cisterna de agua
0202310,2023,Albañileria / Pintura,"Pintura de salas,prolongar reja frente"
0202379,2023,Calefaccion y Refrigeracion,Reparación y puesta en marcha calefactor
0202387,2023,Albañileria / Pintura,"Readecuacion sector juegos, Readecuacion sector juegos segunda etapa"
0202387,2023,Calefaccion y Refrigeracion,Prov.Coloc.  A.A. frio/calor de 3000
0202387,2023,Electricidad,Reparacion de Sistema de Vigilancia
0202391,2023,Electricidad,Instalación de horno eléctrico en cocina
0202430,2023,Carpinterías,"Reposicion 6 puertas de baño, Colocación de rejas de protección"
0202562,2023,Electricidad,INSTALACION EN ESPACIOS SEGUROS
0202562,2023,Gas,Regulador de gas en fachada
0202569,2023,Albañileria / Pintura,"6 aulas SdF 2023, Espacio Digital SdF"
0202569,2023,Sanitarias,CAMBIO DE TAPAS DE CISTERNA - TERRAZA
0202583,2023,Carpinterías,"Prov y coloc  red antipalomas en sum, Prov y coloc  vidrios vandalizados"
0202583,2023,Gas,Prov y coloc  válvula solenoide por vand
0202583,2023,Incendio,Adecuación de nichos de hidrantes
0202584,2023,Electricidad,"Prov, coloc 4 reflectores LED 100 watt, Colocacion de sistema de seguridad"
0202595,2023,Albañileria / Pintura,"Pintura de circulaciones, Pintura de aulas y pasillos, Modificación de baños, Puesta a punto del edificio, Pintura interior de aulas, Mantenimiento equipo BMS, Reemplazo paneles vinilicos vandalizados"
0202595,2023,Calefaccion y Refrigeracion,Reparación de equipo vrv
0202595,2023,Carpinterías,"reparación de carpinterias de aluminio, Colocación de red antipalomas"
0202595,2023,Electricidad,"Mantención del equipo BMS, Reparación del sistema de ventilación, Reparación del sistema de datos, Colocación de paneles LED"
0202595,2023,Sanitarias,"Colocación de válvula interceptora, Reemplazo de bombas de circulacion"
0202602,2023,Electricidad,Espacios seguros
0202629,2023,Gas,Readecuacion de Instalacion de Gas
0202635,2023,Electricidad,Instalación 4 fotocelulas reflectores
0202635,2023,Medios de elevación,Cambio de colisas de cabina
0202638,2023,Albañileria / Pintura,"Pintura fachada gimnasio, PEGADO UNIONES SOLADO AULAS"
0202656,2023,Calefaccion y Refrigeracion,cambio de cableado de datos equipos AA
0202656,2023,Electricidad,"Prov y coloc de 4 ventiladores, Reemplazo de artefactos de luminarias"
0202660,2023,Albañileria / Pintura,DEMARCACION CANCHA FUTBOL - PATIO
0202660,2023,Calefaccion y Refrigeracion,REPARACION AA VRV - JARDIN Y PRIMARIA
0202661,2023,Electricidad,Baja Tensión
0202662,2023,Albañileria / Pintura,Puesta en servicio de ascensores 3 y 4 n
0202662,2023,Carpinterías,Reparar y colocar faltantes en 21 puerta
0202662,2023,Electricidad,Reemplazar artefactos led agotados
0202662,2023,Gas,READECUACIÓN INSTALACION GAS
0202662,2023,Incendio,Poner en Norma IFCI
0202662,2023,Sanitarias,"Reemplazo de Griferias vandalizadas, Reemplazar 2 bombas cloacales, Desagote de camaras primarias con atmosf"
0202667,2023,Calefaccion y Refrigeracion,Reposición Cañería de Aire Acondicionado
0202668,2023,Electricidad,Reemplazar 5 ventiladores
0202669,2023,Carpinterías,Ejecución cerco olimpico y reja malla
0202678,2023,Electricidad,Reemplazo de Ventiladores
0202678,2023,Medios de elevación,Puesta en marcha de ascensor
0202679,2023,Calefaccion y Refrigeracion,Colocacion de aires acondicionados
0202679,2023,Electricidad,Reemplazo de Ventiladores
0202680,2023,Electricidad,Reposicion de ventiladores
0202682,2023,Calefaccion y Refrigeracion,Provision y coloc. Aire acondicionado
0202682,2023,Carpinterías,"Prov y coloc rejas en ventanas sector ad, Prov. Coloc  rejas en sector posterior"
0202682,2023,Cubiertas / Impermeabilizaciones,Aislación en cubierta de chapa
0202682,2023,Electricidad,"Recambio de luces y ventiladores en sum, Reposición de 4 ventiladores de techo"
0202683,2023,Calefaccion y Refrigeracion,Acondicionar sist de calefacción
0202685,2023,Sanitarias,Coloc 2 griferias bacha de sala y otro
0202686,2023,Carpinterías,Reparación de rejas
0202687,2023,Electricidad,"Prov. y coloc. equipo de iluminacion, Sistema de Vigilancia, Prov.Coloc. 6 ventiladores"
0202689,2023,Calefaccion y Refrigeracion,Reconexión de equipos de termomecánica
0202689,2023,Carpinterías,Reposicion vidrio vandalizados
0202731,2023,Albañileria / Pintura,Colocación y sujeción piso de goma Corre
0202732,2023,Carpinterías,Prov y coloc  red de protección
0202735,2023,Albañileria / Pintura,Reacond de pisos y ampliación de red plu
0202773,2023,Sanitarias,Cañería de alimentación de bombas
0202774,2023,Carpinterías,Carpinterías
NA,2023,Albañileria / Pintura,Pintura de sectores
NA,2023,Calefaccion y Refrigeracion,"Instalación de tanques de expansión cerr, Instalación de equipos split en 2do piso"
NA,2023,Electricidad,"Adecuaciones electricas mudanza del Cens, Readecuación de fusiblera principal, Elecciones PASO 2023, Elecciones PASO 2023, Elecciones PASO 2023, Elecciones PASO 2023, Elecciones PASO 2023, Elecciones PASO 2023, Elecciones PASO 2023"
NA,2023,Medios de elevación,Reparar plataforma elevadora
NA,2023,Otros Servicios,Volquete para limpieza de sectores
