cui,ano,prestaciones,descripcion_obra
0200299,2023,Calefaccion y Refrigeracion,Reemplazo de tramo de cañería de caldera
0200301,2023,Electricidad,Generador electrico
0200304,2023,Albañileria / Pintura,Instalación de malla metálica.
0200304,2023,Electricidad,Reemplazo de Ventiladores
0200304,2023,Gas,Colocar nuevo termotanque en jardín
0200305,2023,Electricidad,"Provisión y colocacion de ventiladores, Provisión y colocacion de ventiladores, Prov. Coloc Espacios Seguros"
0200307,2023,Sanitarias,Reemplazo cañería cloacal sanitarios
0200308,2023,Electricidad,Provisión y colocacion de ventiladores
0200308,2023,Sanitarias,Proveer y colocar inodoro B° Varones
0200309,2023,Electricidad,Reemplazo de 2 ventiladores de pared
0200310,2023,Electricidad,PROVISION E INST. DE VENTILADORES
0200310,2023,Otros Servicios,Reponer regulador de gas e instalacion
0200311,2023,Electricidad,PROVISION E INST. DE VENTILADORES
0200312,2023,Albañileria / Pintura,"Realizar plataforma, coloc piso goma"
0200312,2023,Calefaccion y Refrigeracion,"reemplazo cañería vapor colector caldera, Reparaciones cañeria de vapor PB"
0200312,2023,Carpinterías,Reemplazo puertas de 2 aulas
0200312,2023,Cubiertas / Impermeabilizaciones,Impermeabilizacion cubierta cocina comed
0200312,2023,Electricidad,"Instalacion tomacorrientes en aulas, reparacion maquina de traccion A4, Trabajos varios piso, termotanque"
0200312,2023,Saneamiento,Realizar desinsectacion arañas en museo
0200315,2023,Carpinterías,Malla protección en ventanas
0200315,2023,Gas,Provisión y conexión de 2 estufas
0200316,2023,Electricidad,Reemplazo de un ventilador de techo
0200318,2023,Electricidad,Reemplazar ventiladores de pared
0200319,2023,Electricidad,Instalación en espacios seguros
0200320,2023,Electricidad,"Reemp ventiladores en aulas y oficinas, Reemplazar y reubicar cajas electricas, Instalación en espacio seguro"
0200320,2023,Gas,Informe de Metrogas
0200320,2023,Sanitarias,Habilitar y mejorar cubiculos de baños
0200322,2023,Albañileria / Pintura,Realizar 3 aulas del futuro
0200322,2023,Calefaccion y Refrigeracion,Reemplazo de 2 estufas
0200322,2023,Carpinterías,Prov. e instalacion cortina blackout aul
0200322,2023,Electricidad,"2DA ETAPA-Adecuacion de inst de gas, Ejecución Espacios Seguros"
0200322,2023,Gas,"Adecuacion de gas en el edificio, Carpinterás - Placas antihumeddad"
0200323,2023,Carpinterías,Cambio de cerradura en puerta de acceso
0200323,2023,Electricidad,"Espacios seguros, Reemplazo de 3 ventiladores, Reposición central telefónica"
0200324,2023,Albañileria / Pintura,"Realizar 3 aulas del futuro, Renovacion de sector afectado incendio"
0200324,2023,Electricidad,"Realizacion de espacio digital, Reemplazar 21 ventiladores"
0200324,2023,Gas,Puesta a normativa de gas
0200324,2023,Medios de elevación,Prov e inst de contactora en ascensor
0200325,2023,Albañileria / Pintura,Aulas SdF 2023- 3 aulas
0200325,2023,Carpinterías,Prov y colocación de cortinas roller
0200326,2023,Carpinterías,Prov y colocación de cortinas roller
0200327,2023,Albañileria / Pintura,"Tratamiento ignifugo escalera madera, Realizacion 2 aulas SDF para 4to año"
0200327,2023,Calefaccion y Refrigeracion,Reemplazo 2 estufas y termotanque
0200327,2023,Cubiertas / Impermeabilizaciones,Extender Cubierta alero acceso aula
0200328,2023,Sanitarias,"Acondicionamiento gral sanitarios PB, Reemplazo de tanques de agua"
0200332,2023,Calefaccion y Refrigeracion,Colocación de equipos de calefacción
0200335,2023,Carpinterías,Terminacion reja parque y ventana
0200335,2023,Gas,Reemplazo termotanque y pintura hall
0200343,2023,Albañileria / Pintura,Reparacion de Terrazas y pintura interio
0200343,2023,Electricidad,PROVISION E INST. DE VENTILADORES
0200353,2023,Albañileria / Pintura,Reparar desprendimientos en pared.
0200353,2023,Calefaccion y Refrigeracion,Readecuacion de caldera
0200356,2023,Calefaccion y Refrigeracion,Reemplazo cuadro de bombas calefacción
0200356,2023,Electricidad,INSTALACION EN ESPACIOS SEGUROS
0200357,2023,Medios de elevación,Rampa para elecciones PASO 2023
0200358,2023,Cubiertas / Impermeabilizaciones,"Cambio chapas policarbonato circulacion, Cambio de cubierta 3° y Biblioteca"
0200358,2023,Electricidad,Cambio de mueble y mesada de cocina Y lu
0200359,2023,Medios de elevación,Reparación de Ascensor
0200361,2023,Electricidad,Readecuacion luces emergencia
0200361,2023,Gas,Adecuación caldera e instalación de gas
0200363,2023,Gas,Cambio de estufa FVU
0200364,2023,Albañileria / Pintura,Pintura en circulación de 1P y B° Doc
0200365,2023,Carpinterías,Rampa movil el el ingreso
0200366,2023,Calefaccion y Refrigeracion,instalacion de aire acondicionado
0200367,2023,Carpinterías,Reparar red protección en patio
0200367,2023,Incendio,Reemplazo de tendido de cable
0200369,2023,Carpinterías,Adecuación instalación gas
0200369,2023,Gas,Cajones de Durlock
0200369,2023,Sanitarias,Arreglo Tanque de Agua y tablero electr.
0200371,2023,Sanitarias,Cambio termotanque en cocina
0200372,2023,Electricidad,"Colocacion de luces de emergencia, Provisión tomas para cargar notebooks El"
0200373,2023,Electricidad,Provisión y colocacion de ventiladores
0200374,2023,Gas,Reparaciones de inst de gas
0200374,2023,Sanitarias,Reemplazo termotanque eléctrico
0200375,2023,Electricidad,Inst. aires acondicionado
0200375,2023,Gas,"Adecuación instalación de gas, Cajones de Durlock"
0200375,2023,Medios de elevación,Rampa móvil
0200376,2023,Albañileria / Pintura,Ejecución de 4 aulas del futuro
0200376,2023,Electricidad,Tendido eléctrico con tablero 2do piso
0200377,2023,Calefaccion y Refrigeracion,Adecuación sistema de calefacción
0200377,2023,Electricidad,"Instalacion Espacio Seguro, Colocacíon de portero electrico"
0200379,2023,Incendio,Cambio de manguera
0200380,2023,Sanitarias,Adecuación de laboratorio
0200381,2023,Carpinterías,Prov y coloc cortinas rollers blackouts
0200381,2023,Electricidad,INSTALACION EN ESPACIOS SEGUROS
0200381,2023,Sanitarias,Colocar tablas de inodoros y matafuegos
0200382,2023,Electricidad,Instalacion Espacio Seguro
0200382,2023,Incendio,Proveer Extintores faltantes
0200385,2023,Gas,CAMBIO TERMOTANQUE CASA CASERO
0200385,2023,Incendio,Reposicion de faltantes  hidrantes
0200385,2023,Medios de elevación,Reparacion puertas ascensor
0200397,2023,Cubiertas / Impermeabilizaciones,Reemplazo chapas cubierta Salas Jardin
0200400,2023,Electricidad,Reparacion de Sistema de Vigilancia
0200402,2023,Carpinterías,Provisión y colocación de mampara
0200403,2023,Electricidad,Prov. Coloc.  7 ventiladores
0200403,2023,Saneamiento,"Proveer certificados, obleas"
0200404,2023,Otros Servicios,"Espacios seguros, PROVISION E INST. DE VENTILADORES"
0200405,2023,Electricidad,Inst. alarma y camara espacio Seguro
0200406,2023,Carpinterías,"Ejecución de oficina y cambiador en sala, Prov. Coloc. Mosquiter en ventana"
0200406,2023,Electricidad,Instalación de tomas en oficina
0200407,2023,Albañileria / Pintura,Pintura de circulación de 1erPiso
0200407,2023,Electricidad,"Coloc.  luces de emergencia, INSTALACION EN ESPACIOS SEGUROS"
0200409,2023,Albañileria / Pintura,Pintura de Paredes y carpinterias 4 sala
0200410,2023,Electricidad,Instalacion Espacio Seguro
0200411,2023,Calefaccion y Refrigeracion,Adecuacion sistema de calefacción
0200411,2023,Electricidad,Instalación de purificadores en el EE
0200411,2023,Gas,Reparar medidores de gas
0200412,2023,Calefaccion y Refrigeracion,Proveer y colocar dos caloventores
0200412,2023,Electricidad,"Reemplazar-reponer bomba quemada, Reponer ventiladores"
0200413,2023,Albañileria / Pintura,Reemplazo de piso madera-Salón Actos PA
0200413,2023,Electricidad,Instalaciones en Espacio Seguro
0200414,2023,Albañileria / Pintura,Provision e instalacion de placa antihum
0200414,2023,Electricidad,PROVISION E INST. DE VENTILADORES
0200414,2023,Otros Servicios,Colocacion placa san francisco
0200417,2023,Medios de elevación,Rampa para elecciones PASO 2023
0200418,2023,Electricidad,Inst. alarma y camara espacio Seguro
0200420,2023,Albañileria / Pintura,Adicional por placa san francisco
0200420,2023,Electricidad,PROVISION E INST. DE VENTILADORES
0200420,2023,Otros Servicios,"AULAS SECUNDARIAS DEL FUTURO, Espacio digital Secundarias del futuro"
0200423,2023,Medios de elevación,Rampa para elecciones PASO 2023
0200425,2023,Albañileria / Pintura,Adecuación aulas SdF
0200425,2023,Carpinterías,Prov.Coloc. rejas en puertas a patio
0200425,2023,Electricidad,"Instalación de espacio seguro, Reparar portero eléct/timbre de ingreso"
0200426,2023,Electricidad,INSTALACION EN ESPACIOS SEGUROS
0200426,2023,Gas,"Reacondicionamiento del gas en el buffet, Reacondicionamiento de gas en buffet"
0200427,2023,Albañileria / Pintura,"Reacondicionamiento para 7 aulas, Adicional por zocalos"
0200427,2023,Carpinterías,Reacondicionamiento de reja
0200427,2023,Electricidad,Prov. Coloc nuevos teléfonos y nueva lín
0200427,2023,Gas,Adecuación según indicaciones de Metroga
0200431,2023,Albañileria / Pintura,Cambio de solado en aula
0200431,2023,Electricidad,Cortinas black out y ventiladores
0200441,2023,Electricidad,Cambiar cables de tablero ppal
0200441,2023,Incendio,Colocación de hidrante en 1er piso
0200443,2023,Sanitarias,Colocacion de Bomba y tanque de bombeo
0200445,2023,Gas,Puesta en Norma Inst. de Gas
0200446,2023,Albañileria / Pintura,Pintura de hall y comedor
0200446,2023,Gas,Adecuación del conducto de ventilación
0200448,2023,Incendio,Provisión y colocación de un matafuego
0200450,2023,Calefaccion y Refrigeracion,Cambio de equipo calefactor
0200451,2023,Cubiertas / Impermeabilizaciones,Cambio de chapas de policarbonato
0200452,2023,Electricidad,Instalación en espacios seguros.
0200452,2023,Sanitarias,Reparación de la cámara cloacal
0200454,2023,Albañileria / Pintura,Reparación humedades en Placares y muros
0200455,2023,Gas,povisión de 12 protecciones de estufa
0200456,2023,Electricidad,Instalación de 2 ventiladores de pared
0200458,2023,Albañileria / Pintura,PINTURA DE FRISO EN CIRCULACION
0200461,2023,Electricidad,"instalación de seguridad, Readecuación de instalación electrica"
0200461,2023,Sanitarias,Cambio de inodoro por rotura
0200462,2023,Albañileria / Pintura,Pintura de aulas de jardín
0200462,2023,Calefaccion y Refrigeracion,Prov. Coloc. de estufas en aulas.
0200464,2023,Incendio,Provision e instalacion matafuego
0200465,2023,Electricidad,Provision e instalacion de ventiladores
0200466,2023,Electricidad,instalación de seguridad
0200466,2023,Gas,CAMBIO DE TERMOTANQUE
0200467,2023,Albañileria / Pintura,Adecuar aula para guardado de material
0200467,2023,Otros Servicios,Cerramiento medianera
0200468,2023,Electricidad,"Insalación de seguridad, Reemplazar 8 artefactos iluminación led, Instalación de 4 enchufes trifásico"
0200468,2023,Gas,Reacondicionar inst. de gas calefactor
0200469,2023,Albañileria / Pintura,Instalacion eléctrica y pintura en aulas
0200469,2023,Electricidad,"SECUNDARIAS DEL FUTURO- 3 AULAS, INSTALACION EN ESPACIOS SEGUROS"
