cui,ano,prestaciones,descripcion_obra
0200527,2022,Gas,PROVISION Y COLOCACION MECHEROS
0200529,2023,Calefaccion y Refrigeracion,Reacondicionamiento de caldera
0200531,2021,Calefaccion y Refrigeracion,"Colocar 3 paneles ecosol-Dirección,secre"
0200550,2021,Gas,Reparaciones en instalacion de gas
0200550,2022,Gas,Reemplazo de anafe en sala auxiliares
0200552,2021,Gas,Reemplazo termotanque sala auxiliares
0200554,2021,Gas,levantamiento de corte de suministro
0200554,2023,Calefaccion y Refrigeracion,Instalación de un aire acondicionado
0200555,2022,Gas,Adecuación instalación de gas
0200558,2023,Gas,Adecuacion instalación de gas
0200560,2023,Gas,Inst. de Gas
0200561,2021,Calefaccion y Refrigeracion,"Inst de dos equipos de Aire Acdo, Reposición 2 (dos) radiadores"
0200561,2021,Gas,Instalación de horno nuevo
0200561,2022,Calefaccion y Refrigeracion,"Adecuación de sistema de calefaccion, Adicional obra de reac. calefaccion"
0200561,2023,Calefaccion y Refrigeracion,"Colocación tanque de expansión caldera, Coloc. equipo de aire acondicionado"
0200564,2023,Gas,15 protecciones para estufas
0200565,2023,Calefaccion y Refrigeracion,Instalación de 2 estufas
0200565,2023,Gas,Reparar extractor y solenoide de cocina
0200566,2021,Gas,Reparar instalcion de gas
0200568,2022,Calefaccion y Refrigeracion,Instalación de A°A° de tipo split
0200569,2023,Calefaccion y Refrigeracion,Coloc. equipo de aire acondicionado
0200569,2023,Gas,Colocar 15 protecciones de estufas
0200570,2021,Gas,"Instalacion de horno en cocina, instalación de electroválvula en cocina"
0200570,2022,Gas,Prov.  instalación de válvula
0200571,2023,Calefaccion y Refrigeracion,INSTALACIÓN ELÉCTRICA PARA CALEFACCIÓN
0200572,2021,Calefaccion y Refrigeracion,Puesta en marcha de Sist de calefacción
0200572,2022,Calefaccion y Refrigeracion,Intervención en quipo central de aire
0200573,2023,Calefaccion y Refrigeracion,Instalación de 2 aire acondicionado
0200574,2022,Calefaccion y Refrigeracion,Provisión de caldera de calefacción
0200574,2023,Calefaccion y Refrigeracion,Intervenciones Varias 9-2023
0200584,2021,Calefaccion y Refrigeracion,Puesta a punto estufas e inst de gas
0200585,2022,Calefaccion y Refrigeracion,REPARACION DE FANCOIL Y CAMBIO DE MOTOR
0200586,2021,Gas,Cambio Eq calefacción en dirección
0200586,2023,Gas,Cambio de caño ventilación caldera
0200587,2021,Calefaccion y Refrigeracion,Recambio de caloventiladores.
0200587,2022,Calefaccion y Refrigeracion,Plataforma para caloventiladores
0200587,2023,Calefaccion y Refrigeracion,"Caloventiladores e-2, Provisión y reemplazo de tubos de calder"
0200588,2022,Gas,"REACONDICIONAMIENTO INST GAS, COCINA Y VENTILACIONES"
0200588,2023,Calefaccion y Refrigeracion,INSTALACION ELECTRICA PARA SPLITS  AA
0200589,2021,Gas,"Cambio TB aula 2, 3 y Sala Maestros, Ejecutar Recomendac. Form. Metrogas"
0200589,2023,Gas,Ventilación cocina s/pedido
0200592,2021,Gas,Reparaciones en instalacion de gas
0200594,2021,Gas,Puesta en norma de inst de gas
0200594,2023,Gas,Reemplazo de estufas en aulas
0200596,2022,Gas,REACONDICIONAMIENTO INST GAS
0200598,2021,Calefaccion y Refrigeracion,Colocación de purificadores
0200599,2023,Gas,REEMPLAZO CINCO ESTUFAS
0200600,2021,Gas,"Puesta en norma de inst de gas. Las prue, provision y colocación de cocina casera"
0200600,2022,Gas,Cambio de estufa en 7 grado
0200601,2022,Gas,Adecuación instalación de gas
0200604,2021,Gas,Puesta en norma instalacion de gas. Se c
0200604,2023,Gas,Reemplazo de estufas
0200605,2022,Calefaccion y Refrigeracion,INSTALACIÓN EQUIPO AA SPLIT
0200605,2023,Calefaccion y Refrigeracion,INSTALACIÓN SPLIT AA SALA 2 AÑOS
0200606,2021,Gas,Reacondicionamiento instalacion gas
0200606,2022,Gas,REACONDICIONAMIENTO INST GAS
0200606,2023,Calefaccion y Refrigeracion,"Cambio de estufas, CAMBIO DE CAÑERIA Y BOMBA DE CALEFACCION"
0200606,2023,Gas,"CAMBIAR CAÑERIA GAS LABORATORIOS, HABILITACION CALDERA Y RAMAS REGULACIÓN"
0200607,2021,Calefaccion y Refrigeracion,Inst 2 equipos A°A°-Dirección y Regencia
0200607,2022,Calefaccion y Refrigeracion,"INSTALACIÓN EQUIPOS AA SPLIT, REUBICACIÓN SPLITS"
0200607,2022,Gas,Acondicionar inst de gas
0200608,2021,Gas,Reacondicionamiento de inst de gas
0200609,2022,Gas,"REACONDICIONAMIENTO INST GAS, RAMAS DE REGULACION GAS"
0200610,2021,Gas,Provisión de puerta y termotanque
0200611,2022,Gas,Cambio de TT en casa habitación
0200611,2023,Gas,Cambio de estufa FVU
0200612,2022,Gas,Puesta en norma de la instalación de gas
0200612,2023,Gas,Reemplazo de estufas
0200618,2023,Calefaccion y Refrigeracion,Caloventiladores e-1
0200619,2021,Gas,Poner en norma instalacion de gas renglo
0200619,2022,Gas,instalar cocina en sector concesionario.
0200622,2022,Calefaccion y Refrigeracion,Instalación para A°A°
0200622,2023,Calefaccion y Refrigeracion,Reparacion de calderas y ventilacion
0200624,2021,Gas,Poner en norma instalacion de gas renglo
0200624,2022,Calefaccion y Refrigeracion,Reemplazar 5 estufas tiro balanceado
0200627,2021,Calefaccion y Refrigeracion,Colocar 7 purificadores de aire
0200627,2022,Gas,"Adecuación de la Instalación de Gas, ADECUACION DE GAS 2 PARTE"
0200627,2023,Calefaccion y Refrigeracion,Prov. Coloc  de A°A
0200628,2023,Calefaccion y Refrigeracion,Inst de equipo de A°A°
0200629,2021,Gas,"Adecuacion instalacion de gas-Cocina, Coloc horno a vapor, Colocar una campana con conducto, Tramo de red expuesto"
0200629,2022,Gas,Adecuación de la instalación de gas.
0200633,2021,Calefaccion y Refrigeracion,Colocar purificador de aire
0200633,2022,Gas,Adecuación instalación de gas
0200633,2023,Gas,"Reemplazo de dos estufas, REMPLAZO DE TERMOTANQUE"
0200639,2021,Gas,Adecuar a normativa Inst de Gas
0200639,2023,Calefaccion y Refrigeracion,Prov.Coloc aire acondicionado.
0200639,2023,Gas,Remplazo de estufas
0200641,2021,Gas,Acondicionar inst de gas
0200642,2022,Gas,Adecuación instalación de gas
0200643,2021,Calefaccion y Refrigeracion,"Cambio cuatro bombas de calefacción, Colocación de protecciones de estufas"
0200647,2021,Gas,Readecuacion instalacion completa de gas
0200647,2022,Calefaccion y Refrigeracion,Prov. coloc. 11 placas Eco sol 900watt
0200647,2022,Gas,Reemplazo del tanque de expansión
0200647,2023,Calefaccion y Refrigeracion,Reparar sistema de calefacción
0200648,2021,Gas,"Prov, coloc calefon"
0200648,2023,Calefaccion y Refrigeracion,Remplazo de aire acondicionado
0200650,2022,Calefaccion y Refrigeracion,REPARACION DE CALDERA
0200650,2023,Calefaccion y Refrigeracion,Reparación y limpieza de calderas 1-2-3
0200655,2021,Gas,Poner en norma instalacion de gas renglo
0200655,2022,Gas,Reemplazar estufa aula primer piso
0200655,2023,Calefaccion y Refrigeracion,Reemplazar estufas rotas.
0200660,2022,Gas,Adecuación instalación de gas
0200665,2021,Calefaccion y Refrigeracion,Cambio de termotanque y estufa
0200667,2021,Gas,"Adecuacion instalacion de gas, cambio ar"
0200667,2022,Gas,Adecuacion inst gas y pintura aulas
0200668,2023,Calefaccion y Refrigeracion,Cañería de calefacción y bomba caldera
0200670,2021,Gas,Cambio de reguladores de gas
0200672,2023,Gas,"TRABAJO DE GAS EN COCINA, Trabajo de instalación de gas"
0200674,2021,Gas,Adecuacion instalacion de gas
0200674,2023,Calefaccion y Refrigeracion,Reparación de calefactor central
0200674,2023,Gas,Termotanque casa casera
0200675,2021,Gas,"Caldera, reguladores y ceramicos"
0200676,2022,Gas,Termotanque 80lt Viv. casera
0200676,2023,Calefaccion y Refrigeracion,Coloc.6 Split provistos por Cooperadora
0200676,2023,Gas,Estufa tb 3500cal por fin vida útil
0200678,2021,Gas,Tareas solic x Metrogas p Levant corte
0200678,2022,Gas,Reemplazo Calefon 14lts fin vida util
0200678,2023,Gas,Solenoide horno por falta de vástago
0200680,2021,Gas,Reacondicionamiento Gas
0200681,2021,Gas,Adecuacion instalacion de gas
0200681,2022,Calefaccion y Refrigeracion,"Instalación aire acondicionado, Instalación aire acondicionado"
0200681,2023,Calefaccion y Refrigeracion,Instalacion Aire acondicionado
0200683,2023,Calefaccion y Refrigeracion,Colocar ailslacion termica sist. calefac
0200685,2021,Gas,Adecuacion instalacion de gas
0200686,2021,Gas,Proteccion estufas y cambio art. cocina
0200687,2021,Gas,Adecuacion inst. de gas casa casero
0200687,2023,Calefaccion y Refrigeracion,Cambio bomba recirculadora caldera
0200688,2022,Gas,Adecuación instalación de gas
0200703,2023,Gas,Cambio de artefacto cocina casa casero
0200704,2021,Calefaccion y Refrigeracion,Adecuación de sistema de calefaccíon
0200704,2021,Gas,Reemplazo de reguladores en gabinete
0200704,2023,Calefaccion y Refrigeracion,Cambio estufa y mueble cocina
0200705,2021,Gas,Colocación protección estufas TB
0200707,2021,Gas,Reemplazo de Termotanque-Caseros
0200710,2021,Calefaccion y Refrigeracion,Reemplazo estufas y adaptación tirajes
0200713,2022,Calefaccion y Refrigeracion,Trabajos en caldera. Se vuelven a solici
0200714,2022,Calefaccion y Refrigeracion,Instalación de cañerías nuevas de calefa
0200715,2023,Calefaccion y Refrigeracion,Instalación equipos Aire Acondicionado
0200718,2021,Calefaccion y Refrigeracion,Adecuación de sistema de calefaccíon
0200719,2022,Gas,Proveer y colocar cocina-Casa Habitación
0200719,2023,Gas,Adecuación a normativa instalación gas
0200722,2023,Gas,Instalacion mecheros laboratorio
0200723,2021,Calefaccion y Refrigeracion,instalcion equipos de aire acondicionado
0200726,2021,Gas,Cambio de picos de gas en laboratorios
0200727,2022,Calefaccion y Refrigeracion,Cambiar quemador y modificar chimenea
0200730,2023,Gas,Cambio de cocina en casa casero
0200736,2023,Calefaccion y Refrigeracion,REPARACION DE CALDERA
0200736,2023,Gas,Proveer e instalar termotanque
0200740,2023,Calefaccion y Refrigeracion,Cambio de estufas en salas varias
0200743,2021,Calefaccion y Refrigeracion,Reparacion bombas caldera
0200743,2023,Calefaccion y Refrigeracion,"RETRO, PROV Y COLOCACION DE PERSIANAS, Arreglo caldera primaria"
0200746,2023,Calefaccion y Refrigeracion,Cambio de eq compactos de calef. central
0200748,2023,Calefaccion y Refrigeracion,Colocación de aires acondicionados
0200748,2023,Gas,INSTALACION DE GAS
0200749,2021,Calefaccion y Refrigeracion,Instalacion equipos de aire acondicionad
0200750,2021,Calefaccion y Refrigeracion,Instalacion de estufas TBU
0200750,2021,Gas,Instalaciones de gas
0200751,2021,Gas,Proveer y colocar cocina-Casa casero
0200752,2022,Calefaccion y Refrigeracion,Reparar calefacción
0200756,2021,Gas,Provisión: rejas de protección y cocina
0200757,2021,Calefaccion y Refrigeracion,Reparar-cambiar bomba recirculadoras
0200757,2023,Gas,Readecuación según formulario metrogas
0200759,2021,Gas,readecuación instalación de gas
0200763,2022,Gas,cambio de 6 ETB y proyecciones metálicas
0200763,2023,Gas,"Reacondicionamiento inst de gas casona, Reacondicionamiento inst de gas taller"
0200765,2023,Gas,Adecuación de la Instalación de Gas
0200766,2023,Calefaccion y Refrigeracion,"prov y col de 2 radiadores en aulas, prov y col de 2 bombas recircu calef"
0200769,2022,Calefaccion y Refrigeracion,"Puesta en marcha de calefacción, Cambio equipo calefactor fin vida útil"
0200770,2022,Calefaccion y Refrigeracion,Proveer Split frío/calor de 3000
0200770,2023,Gas,Estufa en sala plastica
0200771,2022,Gas,Inst de gas v. solenoide y extractor
0200772,2021,Gas,Ejecutar Recomendac. Form. Metrogas
0200772,2022,Gas,doble regulación en nicho solic Metrogas
0200774,2021,Calefaccion y Refrigeracion,Reparación de caldera
0200774,2021,Gas,Adecuación de instalaciónes de gas
0200776,2021,Gas,Sist. extraccion cocina y protec estufas
0200777,2021,Calefaccion y Refrigeracion,Instalación de 5 purificadores
0200779,2021,Gas,"Ducto de ventilacion en sala de calderas, Adecuación de tren de válvulas, Ventilación en sala de maquinas"
0200781,2022,Gas,Sistema de extracción de 2 anafes
0200782,2021,Gas,Pintura Circulación y Prov 6 TB
0200783,2021,Calefaccion y Refrigeracion,Colocación de purificadores
0200783,2021,Gas,"Adecuaciones de instalaciones e cocina, Recambio de Termotanque"
0200783,2022,Calefaccion y Refrigeracion,Instalación AA
0200784,2022,Gas,Refaccion aula 4to grado
0200786,2021,Gas,Reempl 2 tb y 4 griferías economiz. agua
0200789,2021,Gas,"Provision y colocación de termotanque, Adecuar a normativa Inst de Gas"
0200789,2023,Gas,Reemplazar estufas sala jardin y aulas
0200790,2022,Gas,Cambio de conexio de mecheros
0200794,2023,Gas,Retiro/provisíon/instalación 10 estufas
0200795,2021,Gas,REEMPLAZO DE HORNOS
0200795,2022,Gas,Doble regulación de gas
0200796,2023,Calefaccion y Refrigeracion,Reemplazo de estufas TB fin de vida útil
0200797,2021,Gas,Proteccion de estufa Aula 2A
0200797,2022,Gas,Reparación Solenoide Cocina
0200797,2023,Gas,Reemplazo estufa tb 5500cal
0200798,2022,Calefaccion y Refrigeracion,Cambio de Caldera
0200798,2022,Gas,Cambio de termotanque cocina
0200798,2023,Gas,Retiro/provisíon/instalación 15 estufas
0200801,2022,Gas,Recambio de artefacto cocina
0200806,2021,Calefaccion y Refrigeracion,"Conducto Reglamentario Sala Caldera, Conducto Ventilación SUM, Aire Acondicionado F/C  7mo grado PA"
0200806,2022,Calefaccion y Refrigeracion,Aire Acondicionado Direccion Inicial
0200806,2023,Calefaccion y Refrigeracion,Cambiar 3 equipos de A°A°
0200807,2021,Calefaccion y Refrigeracion,"Placas refractarias para horno ceramico, Colocación de purificadores"
0200808,2023,Gas,Adecuación Inst. Gas
0200809,2021,Calefaccion y Refrigeracion,Reponer termostato vandalizado
0200809,2021,Gas,Poner en norma instalacion de gas renglo
0200809,2023,Calefaccion y Refrigeracion,Reemplazar motor sistema de calefaccion
0200810,2021,Gas,Poner en norma instalacion de gas renglo
0200811,2021,Gas,Puesta a norma instalacion de gas. Cual
0200811,2023,Gas,Reemplazo de estufas en aulas
0200812,2023,Gas,Puesta en Norma Inst. Gas
0200814,2022,Gas,puesta en norma de instalación de gas
0200814,2023,Gas,Reemplazo de estufas en aulas. Cambiar e
0200815,2021,Gas,"Cambio de estufa en 4to grado, Reemplazo de termotanque en cocina"
0200815,2022,Gas,Protecciones para estufas
0200816,2022,Calefaccion y Refrigeracion,Aire Acond Supervision Escolar
0200816,2022,Gas,Colocar protecciones de estufas TB
0200816,2023,Gas,Colocacion cuatro estufas TB
0200817,2021,Calefaccion y Refrigeracion,Reemplazo de radiador
0200821,2021,Gas,"Prov, instalar 7 protecciones de estufa"
0200821,2023,Calefaccion y Refrigeracion,Cambio termotanque de casero
0200825,2021,Gas,Termotanque gas 80Lts
0200825,2022,Gas,Puesta en Norma Inst. de gas.
0200828,2023,Calefaccion y Refrigeracion,Reemplazo de caldera y adecuación de SM
0200828,2023,Gas,Puesta en Norma Inst. Gas
0200829,2022,Calefaccion y Refrigeracion,Seis estufas tiro ballanceado
0200829,2022,Gas,Readecuación Inst. Gas sector Bermudez
0200830,2022,Calefaccion y Refrigeracion,Aire Acondicionado Aula Computacion
0200830,2023,Calefaccion y Refrigeracion,Colocacion de dos Aires Acondicionados
0200831,2022,Gas,Termotanque a gas en Cantina
0200832,2021,Gas,"Adecuaciones gas, extracción y ventilaci"
0200834,2021,Gas,Revision y restitución del gas en la ESC
0200834,2023,Gas,Reemplazo de estufas en aulas
0200836,2021,Gas,Revision y reintegro del servicio de gas
0200839,2022,Calefaccion y Refrigeracion,Reparacion de Fan Coil
0200839,2022,Gas,Modificacion de instalacion de gas
0200839,2023,Calefaccion y Refrigeracion,"Cambio de tubos en caldera, REACONDICIONAMIENTO CALEFACCIÓN"
0200844,2022,Calefaccion y Refrigeracion,"Reemplazar estufas de tiro balanceado., Prov. estufa Skabe de Tiro Balanceado"
0200844,2022,Gas,Acondicionar instalaciones y vent. x Gas
0200844,2023,Calefaccion y Refrigeracion,Provision estufa de 3000 kcal.
0200844,2023,Gas,Remplazo de cocina de 52 centimetros.
0200845,2021,Calefaccion y Refrigeracion,Instalar 6 purificadores
0200845,2021,Gas,Adecuación instalación de gas
0200846,2021,Gas,Adecuación x Inspección Metrogas
0200846,2022,Calefaccion y Refrigeracion,Instalar Split Sala Computación
0200846,2023,Calefaccion y Refrigeracion,Reemplazo y Acondicionamiento Estufas
0200848,2022,Calefaccion y Refrigeracion,"Instalacion de purificadores de aire, Reemplazar estufas de tiro balanceado."
0200848,2023,Calefaccion y Refrigeracion,Remplazo de 4 estufas de 3500 kcal
0200849,2022,Gas,Adecuación de sistema de gas
0200850,2022,Calefaccion y Refrigeracion,Instalacion de purificadores de aire
0200850,2022,Gas,Artefacto de cocina para casa casero.
0200851,2022,Gas,Cambio de reguladores.
0200851,2023,Calefaccion y Refrigeracion,Remplazo de equipo de aire acondicionado
0200852,2021,Gas,Reemplazo de Calefon vivienda casera
0200852,2023,Calefaccion y Refrigeracion,Remplazo de equipo de aire acondicionado
0200852,2023,Gas,Remplazo de estufas.
0200853,2022,Calefaccion y Refrigeracion,"Instalacion de 4 AA, Reemplazar estufas por tiro balanceado., Reparar equipo de aire acondicionado, instalacion de dos equipos de A°A°"
0200853,2023,Calefaccion y Refrigeracion,Adecuacion de gas
0200854,2022,Calefaccion y Refrigeracion,colocación de estufas en aulas
0200855,2022,Calefaccion y Refrigeracion,Reparación de equipos UTA
0200856,2021,Gas,"reparación e instalacion de gas, adecuación de caldera"
0200856,2022,Calefaccion y Refrigeracion,"Placas calefactores electricos, Adecuación de sistema de calefacción"
0200856,2022,Gas,Adecuación de sistema de gas.
0200857,2021,Gas,Adecuacion de instalacion de gas
0200857,2023,Calefaccion y Refrigeracion,Remplazo de equipo de aire acondicionado
0200857,2023,Gas,Reemplazo de 5 Estufas
0200858,2022,Gas,Adecuacion instalacion de gas
0200859,2022,Gas,"Puesta en normativa gas por Metrogas,sal"
0200859,2023,Calefaccion y Refrigeracion,Provision y colocacion de A°A°
0200860,2021,Calefaccion y Refrigeracion,Reposicion de 3 estufas
0200862,2021,Calefaccion y Refrigeracion,Instalación de control de llama-Caldera
0200862,2022,Gas,Adecuacion instalacion de gas
0200863,2021,Calefaccion y Refrigeracion,Instalacion de 2 purificadores de aire
0200863,2021,Gas,"Puesta en norma de inst de gas, adecuación de mecheros a normativa., Prov, instalar termotanque casa casero"
0200863,2023,Calefaccion y Refrigeracion,Bomba de agua y tablero a normativa
0200863,2023,Gas,Provisión/instalación de termotanque
0200864,2021,Calefaccion y Refrigeracion,Reparación de estufa
0200864,2022,Gas,provision y colocacion termotanque
0200865,2021,Gas,Adecuación Gas según relevamiento
0200868,2021,Calefaccion y Refrigeracion,Coloc. AºAº direccion
0200868,2021,Gas,Adecuar a norma vigente-Inst de gas
0200868,2022,Gas,Cambio de puerta en Nichos de gas.
0200868,2023,Calefaccion y Refrigeracion,Colocacion de equipo de aire
0200869,2021,Gas,Puesta en normativa Gas
0200869,2023,Calefaccion y Refrigeracion,Reposicion de caldera fuera de servicio
0200870,2021,Calefaccion y Refrigeracion,"Reponer cañeria split por vandalismo, Instalar 10 splits"
0200870,2022,Calefaccion y Refrigeracion,Reemplazo Estufas Rabanal 1549 (Técnica)
0200871,2021,Calefaccion y Refrigeracion,Trabajos por Inspección Metrogas
0200871,2023,Gas,"Correcciones de la instalación de gas, Estufas TBU en comedor"
0200872,2023,Gas,Adecuación de sistema de gas
0200873,2021,Gas,"Adecuacion instalacion de gas, Adecuación en la instalación de gas"
0200873,2023,Calefaccion y Refrigeracion,Adecuación de sistema de refrigeración
0200875,2021,Gas,Reposicion termotanque en secretaria jar
0200887,2021,Gas,Puesta en normativa inst. gas
0200889,2021,Gas,Adecuación Gas según relevamiento
0200892,2023,Calefaccion y Refrigeracion,Instalación de caloventores eléctricos
0200894,2022,Calefaccion y Refrigeracion,Provisión y colocación de 5 estufas
0200904,2022,Calefaccion y Refrigeracion,Proveer y coloc 5 estufas de 5000 calorí
0200904,2023,Calefaccion y Refrigeracion,proveer y cambiar 3 estufas TB
0200905,2022,Gas,Adecuación inst. gas a normativa
0200905,2023,Gas,Cambiar 2 estufas
0200909,2022,Gas,Cambiar calefon roto vivienda casero
0200909,2023,Calefaccion y Refrigeracion,Reemplazar estufas obsoletas o rotas
0200911,2022,Calefaccion y Refrigeracion,Instalación para A°A°
0200911,2023,Calefaccion y Refrigeracion,Reparar caldera
0200916,2021,Gas,Reemplazo de 8 estufas en primaria
0200918,2021,Gas,"adecuacion instalacion gas, Prov,coloc termotanque 120lts cocina, Prov y coloc calefon casa casera"
0200918,2023,Calefaccion y Refrigeracion,Provisión y coloc. de A°A°
0200918,2023,Gas,"Reacondicionamiento de inst de gas, Provision y colocación de 3 Estufas, Provisión/colocación estufa TB 5700 kcal, Provision/Colocación de termotanque 120L"
0200919,2022,Gas,Adecuar instalación de gas
0200922,2021,Gas,"Realizar instalaciones de gas,"
0200923,2022,Gas,Instalación de gas.
0200927,2021,Gas,"Puesta en condiciones instalacion de gas, Provision y colocacion de termotanque, Prov y coloc  termotanque en cocina."
0200927,2022,Gas,Readecuar instalación de gas
0200927,2023,Calefaccion y Refrigeracion,Inst de 2 equipos de A°A°
0200927,2023,Gas,reemplazo de regulador de gas
0200940,2021,Gas,Adecuación inst. gas a normativa
0200945,2022,Gas,Acondicionar instalacion de gas
0200948,2021,Gas,Puesta en normativa Gas
0200949,2023,Gas,Adecuación instalación de gas
0200950,2023,Gas,Cambio de 2 reguladores y termotanque pi
0200951,2022,Calefaccion y Refrigeracion,Reparación de bombas de recirculación
0200951,2023,Calefaccion y Refrigeracion,Reparación de sistema de calefacción.
0200952,2021,Gas,Reponer estufa en sala maestros
0200952,2022,Gas,Puesta en normativa gas.
0200953,2021,Calefaccion y Refrigeracion,Provision e inst. protectores estufas
0200954,2022,Calefaccion y Refrigeracion,"Prov. inst. placas termicas Planta Alta, Provision de protecciones de estufas"
0200956,2021,Gas,reacondicionamiento instalación de gas
0200956,2023,Gas,Adecuación gas casa casero
0200957,2021,Calefaccion y Refrigeracion,2 estufas eléctricas para casa casera
0200957,2021,Gas,"Reparación en instalacion de gas, Colocación de 2 protecciones en estufas"
0200957,2022,Calefaccion y Refrigeracion,Cambio de estufa en sala de maestros
0200957,2022,Gas,Adecuación de Metrogas
0200958,2021,Gas,Reacondicionamiento de gas
0200958,2022,Calefaccion y Refrigeracion,Colocación 12 placas dobles
0200958,2023,Calefaccion y Refrigeracion,Reposicion de 2 calderas
0200958,2023,Gas,Instalación de gas por corte de suminist
0200960,2023,Gas,"Instalación de gas, Readecuacion instalación de gas"
0200961,2021,Calefaccion y Refrigeracion,Cambio de estufa
0200961,2021,Gas,Cambio de calefon por termotanque 50L
0200961,2022,Calefaccion y Refrigeracion,Prov. coloc.equipo AA frio calor
0200961,2022,Gas,Estufa para sector de comedor
0200961,2023,Calefaccion y Refrigeracion,Equipo aire frio calor inverter de 5000
0200961,2023,Gas,Adecuacion instalacion de gas
0200962,2021,Gas,Reacondicionamiento de inst de gas
0200962,2022,Gas,Adecuación instalación de gas
0200963,2023,Calefaccion y Refrigeracion,REPARACION DE CALDERA
0200964,2021,Gas,"Readecuacion de gas, cambio de calefon"
0200964,2022,Gas,Refacción de protecciones de estufas
0200965,2021,Calefaccion y Refrigeracion,Cambio de Caldera
0200965,2022,Gas,"Cambio  reguladores gas, Habilitación de caldera de calefacción"
0200965,2023,Calefaccion y Refrigeracion,"Provisión de 40 placas calefactoras-, Alimentación de placas calefactoras"
0200965,2023,Gas,Restitución de servicio gas
0200966,2022,Gas,Adecuación instalación de gas
0200979,2021,Calefaccion y Refrigeracion,Coloc. placa Ecosol en oficina superv
0201863,2022,Calefaccion y Refrigeracion,Readecuacion de caldera
0201863,2023,Calefaccion y Refrigeracion,Bombas de sistema de calefacción
0201863,2023,Gas,"Adecuaciones de instalación de gas, Adecuacion de gas"
0201864,2022,Gas,Arreglo de instalación de gas artefactos
0201864,2023,Gas,Reparar perdida en cañería exterior
0201865,2022,Gas,Cambio de Vàlvula solenoide vandalizada
0202145,2021,Gas,reacondicionamiento sistema seguridad
0202179,2021,Gas,Adecuacion de gas
0202179,2023,Calefaccion y Refrigeracion,Prov. Coloc. A°A°
0202180,2022,Gas,Adecuación en la instalación de gas.
0202180,2023,Calefaccion y Refrigeracion,Provisio e instalacion de termostatos
0202188,2021,Calefaccion y Refrigeracion,Refrigeración depósito-Cámara frigorific
0202188,2022,Calefaccion y Refrigeracion,"Nuevos desagües de equipos de A°A°, Reparar Aire Acondicionado central"
0202188,2022,Gas,Adecuación de la red a normativa vigente
0202188,2023,Calefaccion y Refrigeracion,"Instalación de dos equipos de AA, colocacion/reparacion de blackout"
0202194,2023,Calefaccion y Refrigeracion,Instalación de Aires Acondicionados
0202204,2022,Gas,Readecuacion de  instalacion de gas
0202204,2023,Calefaccion y Refrigeracion,Reparacion de Caldera y ventilaciones
0202224,2021,Calefaccion y Refrigeracion,Restauración de sistema de A. A
0202309,2021,Gas,Adecuar inst de gas
0202379,2021,Gas,Adecuar Inst Gas de acuerdo a normativa
0202379,2023,Calefaccion y Refrigeracion,Reparación y puesta en marcha calefactor
0202385,2021,Calefaccion y Refrigeracion,Instalación de 2 Caloventores
0202387,2023,Calefaccion y Refrigeracion,Prov.Coloc.  A.A. frio/calor de 3000
0202388,2022,Calefaccion y Refrigeracion,Reposición de ventilador en comedor.
0202391,2021,Calefaccion y Refrigeracion,Cambio unidad sellada exterior AA
0202391,2022,Calefaccion y Refrigeracion,Instlación de Aire Acondicionado
0202394,2022,Calefaccion y Refrigeracion,Equipo de A°A° para Supervisión
0202394,2022,Gas,"Remplazo de Termotanque de 80l, Bobina de Valvula Solenoide"
0202395,2021,Gas,"Gas, extracción y ventilaciones"
0202431,2022,Calefaccion y Refrigeracion,Reposicion 3 Equipos Aire frio calor
0202562,2023,Gas,Regulador de gas en fachada
0202583,2022,Gas,Instalación de gas
0202583,2023,Gas,Prov y coloc  válvula solenoide por vand
0202584,2022,Calefaccion y Refrigeracion,Conexión de 6 estufas ecosol en aulas
0202595,2022,Calefaccion y Refrigeracion,"instalación de un equipo de A°A°, Reparación de equipo vrv"
0202595,2023,Calefaccion y Refrigeracion,Reparación de equipo vrv
0202602,2023,Gas,Cambio de cocina en casa casero
0202627,2023,Calefaccion y Refrigeracion,Prov. coloc. aire acondicionado.
0202629,2023,Gas,Readecuacion de Instalacion de Gas
0202635,2022,Gas,Adecuación de inst de gas a Normativa
0202656,2023,Calefaccion y Refrigeracion,cambio de cableado de datos equipos AA
0202660,2022,Calefaccion y Refrigeracion,"Revisión especializada de sistemas VRV, Reparación de A°A°"
0202660,2023,Calefaccion y Refrigeracion,REPARACION AA VRV - JARDIN Y PRIMARIA
0202661,2021,Gas,Adecuación de Gas por Inspección
0202662,2023,Gas,READECUACIÓN INSTALACION GAS
0202667,2023,Calefaccion y Refrigeracion,Reposición Cañería de Aire Acondicionado
0202669,2021,Calefaccion y Refrigeracion,Cambio de equipo de aire acondicionado
0202679,2021,Calefaccion y Refrigeracion,ADECUACION SIST CALEFACCION
0202679,2023,Calefaccion y Refrigeracion,Colocacion de aires acondicionados
0202680,2021,Gas,Reemplazar reguladores de gas
0202682,2021,Gas,Readecuacion de sistema de gas
0202682,2022,Calefaccion y Refrigeracion,Cambio de placa de caldera por golpe de
0202682,2023,Calefaccion y Refrigeracion,"Provision y coloc. Aire acondicionado, Reparacion de Caldera N° 4"
0202683,2022,Calefaccion y Refrigeracion,Adecuar sistema de calefacción
0202683,2023,Calefaccion y Refrigeracion,Acondicionar sist de calefacción
