cui,ano,prestaciones,descripcion_obra
0400202,2021,Electricidad,"Circuito independiente para luces emerg, Provisión y colocacion de 4 ventiladores"
0400202,2021,Incendio,Instalacion electrica taller VLyPlanes
0400202,2021,Medios de elevación,Habilitacion del ascensor
0400202,2022,Electricidad,Cables y pintura sala computacion
0400202,2022,Gas,Cambio de llaves de paso de estufas
0400202,2022,Otros Servicios,Secundaria del Futuro etapa 5
0400206,2021,Calefaccion y Refrigeracion,Instalacion de 3 purificadores
0400206,2021,Incendio,Proveer Extintores 5 Kg ABC
0400206,2021,Sanitarias,Prov y coloc.termotanque en cocina
0400208,2021,Calefaccion y Refrigeracion,cambio de 1 radiador en planta baja
0400208,2021,Gas,Adecuación de ventilaciones
0400208,2021,Medios de elevación,Prov montaje y conexion sist de limites
0400208,2021,Sanitarias,Cambio termotanque agua caliente cocina
0400208,2022,Calefaccion y Refrigeracion,Reposición radiador 16 elementos
0400208,2022,Gas,Puesta a normativa de inst de gas
0400208,2023,Electricidad,Cambio de ventilador en Dirección
0400210,2021,Sanitarias,Reparar cisterna de PB
0400250,2021,Sanitarias,Reemplazo de termotanque
0400266,2022,Otros Servicios,Retiro de Materiales o Restos de Obra
0400276,2021,Albañileria / Pintura,Secundarias del Futuro
0400276,2021,Electricidad,Aulas del futuro
0400276,2022,Carpinterías,Carpinterias Aulas del Futuro
0400276,2022,Electricidad,Provision y Colocacion de Ventiladores
0400276,2022,Gas,Reposicion termotanque casa casero
0400276,2023,Electricidad,"Instalacion es espacios seguros, Reemplazo y provision de ventiladores"
0400276,2023,Incendio,Reemplazo de extintores
0400282,2021,Calefaccion y Refrigeracion,Coloc y provisión de purificadores
0400286,2021,Gas,"Colocacion ventilacion en inst, gas"
0400286,2023,Albañileria / Pintura,Reemplazo de Solados de Subsuelo y Tarea
0400288,2023,Otros Servicios,Cambio de solado en patio descubierto
0400292,2022,Gas,Adecuación de Instalación de Gas COCINA
0400296,2023,Albañileria / Pintura,"Provision y coloc de baldosas antigolpes, Impermeab terraza y solado antigole"
0400296,2023,Gas,Adecuacion de instal de gas a normativa
0400326,2022,Albañileria / Pintura,Acond gral de acceso/fachada
0400326,2023,Otros Servicios,Podar tres arboles
0400352,2021,Albañileria / Pintura,"Reparacion de sala de guardado-Gimnasia, ReReparar pared exterior Se anula trabaj"
0400352,2021,Cubiertas / Impermeabilizaciones,Reparar membrana en azotea
0400352,2021,Gas,Modificación en instalación de gas
0400352,2022,Albañileria / Pintura,"Pintura aulas- Plastificado de pisos, Pintura y plastificado de aula segunda e, Instalacion de rejas superiores"
0400366,2021,Gas,adecuación gas a norma vigente.
0400382,2022,Carpinterías,Cerramiento sobre portón nuevo
0400388,2021,Electricidad,Secundarias del Futuro
0400394,2021,Gas,"Modificaciones informe matriculado, Cambio de artefacto cocina casero"
0400394,2022,Albañileria / Pintura,Adicional pintura cieloraso
0400394,2022,Electricidad,Trabajos instalacion electrica y pintura
0400394,2022,Incendio,Reparación de cañeria  IFCI
0400394,2023,Albañileria / Pintura,Durlock
0400398,2021,Albañileria / Pintura,"Demolicion tabique aula y adec IFCI, Adecuacion de 4 aulas para SDF"
0400398,2021,Carpinterías,"Provision y colocacion de ventana en com, Puerta de seguridad en calle Bolivar"
0400398,2021,Medios de elevación,Adecuacion y puesta norm ascensor
0400398,2021,Otros Servicios,Colocacion de purificadores
0400398,2022,Cubiertas / Impermeabilizaciones,Cambio de cubierta de chapa y cielorraso
0400398,2022,Gas,Adecuacion de instal de gas a normativa
0400398,2022,Medios de elevación,Reparacion de ascensor y reemplazo tapas
0400398,2022,Sanitarias,Cambio de bajadas pluviales en fachada
0400398,2023,Carpinterías,Adecuación de SDF 2023
0400398,2023,Electricidad,Reemplazo de ventiladores en aulas
0400398,2023,Otros Servicios,Prov y colocacion de ventanas en aulas
0400402,2021,Gas,Red de gas
0400402,2022,Calefaccion y Refrigeracion,Reponer el equipo de aire acondicionado
0400402,2023,Carpinterías,Reparacion dos hojas puerta Emerg
0400402,2023,Medios de elevación,"Reparar eje de polea, polea tensora"
0400404,2021,Electricidad,Prov inst 7 artefactos iluminacion
0400404,2021,Gas,Red de gas
0400404,2022,Electricidad,Reparación de red telefónica interna
0400428,2021,Sanitarias,reparación de la cañería de bajada
0400428,2022,Electricidad,Colocación de luces de emergencia
0400432,2021,Electricidad,Nuevo timbre sonoro luminico
0400432,2023,Carpinterías,Vidrios de ventana vandalizado
0400432,2023,Sanitarias,Reponer 8 griferías en lavarorios
0400444,2022,Calefaccion y Refrigeracion,Provision y colocacion de calefactores
0400446,2021,Albañileria / Pintura,Realizar muro bajo rejas
0400446,2021,Electricidad,Provision de anafe electrico
0400446,2022,Electricidad,Cambio de termotanque 50 lts eléctrico.
0400446,2023,Carpinterías,Colocar alambrado en sector faltante
0400470,2021,Electricidad,Prov. y Coloc. tomas corriente
0400470,2022,Electricidad,Puesta en marcha instalación eléctrica
0400470,2022,Gas,Prov. Inst. artefacto cocina
0400482,2021,Incendio,Cambio central de Incendio
0400482,2022,Albañileria / Pintura,Piso de aula de 1 graso y laboratorio le
0400482,2022,Calefaccion y Refrigeracion,"Obra para la instalacion de equipos A°A°, Reemplazo de estufas por tiro balanceado"
0400482,2022,Gas,Adecuar instalación de gas
0400484,2021,Electricidad,Instalacion de purificadores
0400484,2021,Gas,Adecuacion de instalacion de gas
0400488,2021,Electricidad,Instalacion purificadores de aire.
0400488,2022,Carpinterías,Protecciones para equipos de A.A
0400490,2021,Carpinterías,Protecciones en esquinas hojas ventana
0400490,2021,Electricidad,Reposicion de portero electrico.
0400490,2021,Sanitarias,Reparación perdida cañería Cloacal
0400490,2022,Calefaccion y Refrigeracion,Reemplazo Estufas Alcorta 2502 Primaria
0400490,2022,Carpinterías,"Colocación protección columnas, Reparacion de persianas."
0400490,2022,Incendio,Faltantes incendio según informe AJYB
0400496,2021,Incendio,Reemplazo Válvula de Impulsión
0400498,2021,Incendio,"Cambio central de Incendio, Matafuegos ABC ×5 Kg"
0400498,2021,Sanitarias,"Tanque de agua Plastico ROTOPLAS 1000 L, Colocacion TERMOTANQUE Electrico de 80L"
0400498,2022,Albañileria / Pintura,Piso  Anti golpes Plazas o Gim
0400498,2022,Calefaccion y Refrigeracion,Reemplazo de estufas de tiro balanceado.
0400502,2021,Incendio,"Puesta en normativa medios de elevación,"
0400502,2022,Incendio,Regularizar IFCI
0400502,2022,Medios de elevación,Reparación ascensor
0400502,2023,Electricidad,Reemplazo de 4 ventiladores
0400504,2021,Calefaccion y Refrigeracion,Instalación de A.A Direccion
0400504,2021,Electricidad,"Instalar tomas elec, purificadores"
0400504,2021,Gas,"Rejillas,conductos  de ventilacion."
0400504,2021,Incendio,Cambio Extintores y Mangueras Hidrantes
0400508,2021,Gas,Reformas en instalación de gas
0400508,2022,Albañileria / Pintura,2 aulas - SDF
0400508,2022,Electricidad,Instalacion de tomacorrientes
0400508,2023,Albañileria / Pintura,Freno deterioro
0400508,2023,Carpinterías,Cerraduras
0400508,2023,Electricidad,Luces de emergencia
0400510,2022,Calefaccion y Refrigeracion,"Instalación de  Aire Acondicionado., Colocacion aire acondicionado en aula"
0400514,2021,Gas,Adecuacion de gas
0400514,2021,Sanitarias,Reemp tapas tanques-Reserva y Cisterna
0400532,2021,Carpinterías,Prov y coloc. 2 rajas en en SUM
0400532,2021,Gas,regularizar instalacion de gas
0400532,2022,Albañileria / Pintura,"Puesta en valor de aula de marroquineria, Ttramitación de la ocupación  de vereda, Construcción de reja"
0400532,2023,Albañileria / Pintura,Reparacion muro sobre la línea municipal
0400532,2023,Electricidad,Adecuar aulas de computación
0400532,2023,Sanitarias,Reparación de griferias vandalizadas
0400560,2021,Calefaccion y Refrigeracion,Reponer equipo split
0400560,2021,Carpinterías,"Prov, coloc techo patio jardin"
0400560,2021,Sanitarias,Colocacion de 2 canillas de servicio
0400560,2022,Carpinterías,"Motorización de techo patio con apertura, Extención de baranda curva para nivel"
0400560,2022,Incendio,"Reposición de 2 puntas de lanzas, Cambio de central de incendio, Colocación de 2 matafuegos bc"
0400562,2022,Albañileria / Pintura,Retiro del piso de Porcelanato
0400586,2021,Sanitarias,Reparacion de Bomba de Agua
0400586,2022,Carpinterías,Reja nueva en puerta de salida.
0400586,2022,Incendio,Cambio de central de incendio
0400586,2023,Albañileria / Pintura,Demolición y limpieza de vivienda
0400586,2023,Incendio,Matafuegos abc en buffet
0400590,2021,Albañileria / Pintura,Adecuación de solado de primer patio
0400590,2021,Electricidad,"Inst, telefonica por cañeria, Instalación de purificadores comedor, Adecuación tablero bombas incendio"
0400590,2021,Incendio,"Instalación 1 extintor, Cambio  de extintores"
0400590,2021,Medios de elevación,Reparación montasillas por roturas Vanda
0400590,2022,Albañileria / Pintura,Reparar molduras y pintura de fachada
0400602,2021,Gas,Pruebas de hermeticidad y adecuación
0400602,2021,Incendio,"Reposicion de extintor, Reponer un extintor de 10L"
0400602,2022,Albañileria / Pintura,Pintura paredes  sala de computacion
0400602,2022,Carpinterías,Red de protección en escaleras
0400602,2022,Cubiertas / Impermeabilizaciones,Placas antihumedad Sector Comedor
0400602,2022,Gas,Adecuación de inst de gas a Normativa
0400610,2021,Electricidad,Colocar ventiladores
0400610,2021,Incendio,Reparación de dos bombas de incendio
0400610,2022,Albañileria / Pintura,"Baldosas vinílicas para 3 aulas, Ejecución de contrapiso en 3 aulas"
0400610,2022,Calefaccion y Refrigeracion,Instalar equipo de aire acondicionado
0400610,2022,Cubiertas / Impermeabilizaciones,Cambio de membrana
0400610,2023,Electricidad,"Provisión y colocacion de ventiladores, Provisión y colocacion de ventiladores"
0400614,2021,Incendio,Proveer y colocar matafuego de 5Kg
0400614,2021,Sanitarias,"Cambio tapa de inspeccion en tanque PB, Reacondicionamiento de sanitarios PB"
0400614,2022,Gas,"Reemplazo termotanque, Adecuación de inst de gas a Normativa"
0400614,2022,Sanitarias,Adecuacion sanitarios 1°piso Sanitario d
0400626,2021,Incendio,Provision de matafuegos faltantes
0400626,2021,Otros Servicios,"AULAS SECUNDARIAS DEL FUTURO, Reparaciones generales de Gas"
0400626,2022,Otros Servicios,"Intervencion aulas secundarias del futur, Adicionales Aulas del Futuro"
0400630,2021,Carpinterías,Colocar proteccion de malla balcon  En p
0400630,2021,Electricidad,Cambiar termotanque-Vivienda casera
0400630,2021,Gas,Rejas de proteccion en estufas
0400630,2021,Sanitarias,Reemplazo tapa de inspeccion en tanque
0400630,2022,Cubiertas / Impermeabilizaciones,Reemplazo de cubierta en patio
0400632,2021,Gas,"Sellar ventilacion caldera,modif tubo"
0400632,2022,Electricidad,Recambio de extractor de aire
0400632,2023,Electricidad,Reemplazo de un ventilador de techo
0400638,2021,Carpinterías,Mallas de Protección en vanos
0400638,2021,Incendio,"Reponer 5 extintores, IFCI reemplazo de mangueras"
0400638,2021,Sanitarias,Reposición Tapas de tanques de agua
0400638,2022,Medios de elevación,Reparacion botonera montasilla
0400640,2022,Calefaccion y Refrigeracion,Purificador de aire
0400640,2022,Carpinterías,"Cambio de cerradura, Mejoras y habilitacion de puertas baño"
0400640,2022,Gas,Adecuación de inst de gas a Normativa
0400640,2023,Electricidad,"Reemp ventiladores en aulas y oficinas, Reemplazar y reubicar cajas electricas"
0400640,2023,Gas,Informe de Metrogas
0400640,2023,Sanitarias,Habilitar y mejorar cubiculos de baños
0400644,2021,Albañileria / Pintura,"Retiro de vegetales en medianera, Adecuación Aulas del Futuro 5º año"
0400644,2021,Carpinterías,Cortinas Blackout
0400644,2021,Cubiertas / Impermeabilizaciones,Colocación de Placas antihumedad
0400644,2021,Electricidad,"reemplazo central telefónica, Rep central de cámaras de seguridad, Intalación de purificadores de Aire"
0400644,2021,Gas,Pruebas de hermeticidad y adecuación
0400644,2021,Incendio,Reponer 2 extintores
0400644,2022,Calefaccion y Refrigeracion,Provisión y colocac. equipos frio/calor
0400644,2023,Calefaccion y Refrigeracion,Reemplazo de 2 estufas
0400644,2023,Carpinterías,Prov. e instalacion cortina blackout aul
0400644,2023,Gas,"Adecuacion de gas en el edificio, Carpinterás - Placas antihumeddad"
0400646,2021,Electricidad,Instalacion 3 purificadores de aire
0400646,2021,Gas,"Realizar ventilacion por ducto, Reponer e instalar estufa TB 5000kcal, Reparacion de cocina y red en buffet"
0400646,2021,Incendio,Proveer e instalar extintores
0400646,2022,Albañileria / Pintura,"Reacondicionar aula Nro 1, Reacondicionamiento de 3 aulas A.Futuro"
0400646,2022,Carpinterías,Colocar vidrios de seguridad-Aula Tecnol
0400646,2022,Incendio,Reposicion de 2 matafuegos ABC de 5 kg
0400646,2023,Electricidad,Reemplazo de 3 ventiladores
0400650,2021,Albañileria / Pintura,"Cornisas y molduras-Patio lateral izq En, Reparacion cielorrasos y paredes fisura"
0400650,2021,Carpinterías,Colocar Concertina simple galvanizada  S
0400650,2021,Electricidad,colocar 2 ventiladores de pared
0400650,2021,Incendio,Completar Inst. fija contra incendio
0400650,2022,Carpinterías,Adecuaciones varias en Biblioteca
0400650,2022,Electricidad,Prov colocacion de ventiladores
0400650,2022,Gas,Adecuación de inst de gas a Normativa
0400652,2021,Albañileria / Pintura,Reparacion de fachadas
0400652,2021,Carpinterías,Colocacion de concertina
0400652,2022,Gas,Adecuación de inst. de gas/calefacción
0400654,2021,Albañileria / Pintura,Adecuación y pintura de 3 aulas PB
0400654,2021,Electricidad,Instalacion de purificador de aire
0400654,2021,Incendio,Proveer 4 Extintores
0400654,2022,Albañileria / Pintura,Adecuacion sala de direccion primaria
0400654,2022,Cubiertas / Impermeabilizaciones,Impermeabilizazion cubierta casa casero
0400654,2023,Albañileria / Pintura,"Tratamiento ignifugo escalera madera, Realizacion 2 aulas SDF para 4to año"
0400654,2023,Cubiertas / Impermeabilizaciones,Extender Cubierta alero acceso aula
0400656,2021,Incendio,"Prov y coloc  llave de ajuste, boquilla"
0400656,2021,Sanitarias,Cambio de tapa y marco de tanque
0400656,2022,Carpinterías,Colocación de redes de protección.
0400656,2022,Gas,Adecuación de inst de gas a Normativa
0400658,2021,Gas,Adecuacion de gas
0400660,2021,Incendio,Cambio de central de incendio
0400660,2022,Albañileria / Pintura,"Pintura: aulas del fondo biblioteca Ver, Pintura exterior: Patio, Baños, Falta ag"
0400660,2022,Calefaccion y Refrigeracion,Reparar equipo de aire acondicionado
0400660,2022,Cubiertas / Impermeabilizaciones,Tepa Verificar item HERRERIA 7.4 Me da 1
0400664,2021,Gas,Se solicita obra de gas
0400664,2022,Sanitarias,Reemplazo mochila  inodoro baño mujeres
0400666,2021,Sanitarias,Reposición Tanque de agua
0400666,2022,Cubiertas / Impermeabilizaciones,Reparación de cubierta sector buffet
0400670,2021,Calefaccion y Refrigeracion,COLOCACION DE PLACA CALEFACTORA  BAÑO
0400670,2021,Cubiertas / Impermeabilizaciones,"Cubierta chapa para montasilla aceso, Instacion cubierta movil patio de juegos"
0400670,2022,Albañileria / Pintura,Nueva escalera H°A°-Salida patio juegos
0400670,2022,Electricidad,Instalación porteros electricos salas
0400670,2023,Carpinterías,Terminacion reja parque y ventana
0400688,2021,Gas,Modificaciones instalacion de gas
0400688,2021,Incendio,Provision de matafuegos faltante
0400688,2022,Cubiertas / Impermeabilizaciones,Reemplazo de chapas en cubierta en patio
0400688,2022,Electricidad,Proveer e instalar dos ventiladores
0400688,2022,Otros Servicios,Reemplazo de termotanque casera
0400690,2022,Gas,Adecuación de inst. de gas/calefacción
0400690,2022,Sanitarias,Reponer asientos y tapas para inodoros
0400712,2021,Albañileria / Pintura,Pintura pared medianera patio
0400712,2021,Electricidad,Colocar aires acondicionados
0400712,2022,Electricidad,Cambio ubicación toma primaria Edesur
0400716,2023,Cubiertas / Impermeabilizaciones,Cambio chapas policarbonato circulacion
0400716,2023,Electricidad,Cambio de mueble y mesada de cocina Y lu
0400728,2021,Electricidad,"Inst elect pared cocina,cambio tablero"
0400728,2021,Gas,"Readecuación de la instalación de gas, Colocar llaves de paso en las cocina"
0400728,2021,Sanitarias,Nuevo Tanque cisterna sala de maquinas
0400728,2022,Electricidad,Instalación de un nuevo timbre de recreo
0400728,2022,Sanitarias,Instalación de nueva bomba tanque
0400738,2021,Electricidad,"Instalacion equipos purificadores, Adecuación eléctrica de la válv solenoid"
0400738,2022,Cubiertas / Impermeabilizaciones,Cambio de cubierta  desagües pluviales
0400738,2022,Electricidad,"Aumento de potencia, Adicional aumento de potencia, “Instalación de 3 de Aire Acondic"
0400738,2022,Incendio,Proveer extintores según plano
0400750,2021,Electricidad,Instalacion 6 equipos purificadores
0400750,2023,Electricidad,Inst. aires acondicionado
0400750,2023,Gas,Adecuación instalación de gas
0400752,2021,Carpinterías,"Colocar rejas en escalera hacia 1er piso, Cambio de carpintería frente laboratorio"
0400752,2021,Sanitarias,Cambio de tanque de agua de cemento
0400752,2022,Carpinterías,Colocacion protecciones de estufa
0400752,2022,Gas,Colocación de 11 mecheros amurados
0400752,2023,Albañileria / Pintura,Ejecución de 4 aulas del futuro
0400752,2023,Electricidad,Tendido eléctrico con tablero 2do piso
0400754,2021,Carpinterías,Colocar trabas en ventanas
0400754,2021,Electricidad,"Prov,coloc timbre de acceso"
0400754,2021,Gas,"Recambio de 2 termotanques de gas, Reacondicionamiento de gas"
0400754,2021,Sanitarias,"Recambio de tanque de reserva, Recambio de termotanque de casa casera"
0400754,2022,Albañileria / Pintura,Demolicion de pared
0400754,2022,Sanitarias,Recambio bombas cloacales
0400754,2023,Calefaccion y Refrigeracion,Adecuación sistema de calefacción
0400770,2021,Medios de elevación,Habilitación de platafoma de PB
0400770,2022,Albañileria / Pintura,Secundarias del futuro 2022- 2 aulas
0400770,2022,Carpinterías,"Red antipalomas en patio, Retiro de Palomas y colocar mosquiteros"
0400770,2022,Sanitarias,"Cambio de termotanque-Vivienda Casero, Prov. coloc. volantes griferías"
0400770,2023,Incendio,Reposicion de faltantes  hidrantes
0400770,2023,Medios de elevación,Reparacion puertas ascensor
0400802,2021,Incendio,Adecuar sistema de detección de incendio
0400802,2022,Medios de elevación,REPARACIÓN DE MONTASILLAS
0400816,2021,Albañileria / Pintura,"pintura en aulas y patios, Adicional trabajos de pintura"
0400816,2022,Cubiertas / Impermeabilizaciones,Desmonte paneles moviles cubierta
0400816,2022,Electricidad,Instalación de purificadores
0400838,2021,Albañileria / Pintura,"Prov,coloc piso vinilico 3 aulas"
0400842,2022,Albañileria / Pintura,"Reparación de revoques y retiro, Cieloraso de placa de roca de yeso Revee"
0400842,2022,Electricidad,Instalación de purificadores
0400850,2021,Carpinterías,"Prov, coloc aberturas aluminio circul PA"
0400850,2022,Gas,"Reacondicionamiento de gas, Adicional de gas"
0400850,2022,Incendio,"Reacondicionamiento incendio, Adicional incendio - Cambio de llave de"
0400850,2023,Carpinterías,Prov.Coloc. rejas en puertas a patio
0400850,2023,Electricidad,Instalación de espacio seguro
0400856,2021,Albañileria / Pintura,Reparación piso de madera en gim.
0400856,2021,Electricidad,Reparaciones electricas
0400856,2021,Sanitarias,Reemplazar las dos bombas de desagote
0400856,2022,Calefaccion y Refrigeracion,Prov. Coloc 8 EQUIPOS AA
0400856,2022,Carpinterías,Revisar perímetro completo
0400856,2022,Incendio,Proveer Extintores
0400858,2021,Sanitarias,Contención bomba y bomba casero
0400858,2022,Albañileria / Pintura,"Cambio de solado y pintura aulas, Reparar losa de aula Nro 7"
0400858,2022,Gas,Instalacion pileta de cocina
0400858,2022,Incendio,SIST. DE PROTECCIÓN CONTRA INCENDIO
0400860,2021,Electricidad,Presupuesto para la readecuacion electri
0400860,2021,Gas,"Coloc golpe de puño,nuevo tablero cocina"
0400862,2022,Albañileria / Pintura,"Ignifugado 5 tramos de escalera madera, Pisos vinilicos y pintura de aulas"
0400862,2022,Carpinterías,Prov. coloc.cortinas blackout
0400862,2022,Electricidad,Colocación de luces de emergencia.
0400862,2022,Gas,Modificaciones solicitadas por metrogas
0400862,2023,Albañileria / Pintura,Cambio de solado en aula
0400862,2023,Electricidad,Cortinas black out y ventiladores
0400882,2021,Albañileria / Pintura,Reparacion y pintura pared medianera
0400882,2022,Calefaccion y Refrigeracion,Cambio de display de temperatura
0400882,2023,Incendio,Colocación de hidrante en 1er piso
0400886,2021,Gas,Protecciones mecanicas de estufas de gas
0400886,2022,Calefaccion y Refrigeracion,Instalación de 2 AA
0400886,2022,Gas,Prov y coloc 3 Estufas de TB
0400886,2022,Otros Servicios,Pintura e instalacion de pileta en aula
0400886,2023,Sanitarias,Colocacion de Bomba y tanque de bombeo
0400900,2021,Electricidad,Instalación de luces de emergencia
0400900,2022,Albañileria / Pintura,Adecuación de sala de plástica
0400900,2022,Carpinterías,Colocación de protección barandas
0400900,2022,Incendio,Reemplazo de 1 matafuego
0400902,2021,Cubiertas / Impermeabilizaciones,Cambio de tela tensada sobre patio
0400902,2021,Electricidad,Proveer y colocar luces de emergencia
0400902,2022,Albañileria / Pintura,Cambio de cubierta de chapa
0400902,2022,Cubiertas / Impermeabilizaciones,Prov. y coloc.chapas faltante
0400902,2023,Cubiertas / Impermeabilizaciones,Cambio de chapas de policarbonato
0400928,2021,Sanitarias,Prov y coloc. termotanque en cocina
0400928,2022,Albañileria / Pintura,Construccion tramo pared medianera
0400936,2021,Electricidad,"Instalar 4 purificadores, Colocar 3 tomas dobles-Esp Digitales"
0400936,2022,Electricidad,Aulas del futuro
0400936,2023,Electricidad,"Insalación de seguridad, Reemplazar 8 artefactos iluminación led"
0400942,2021,Electricidad,"Noramlización insta eléctrica, Aulas del futuro"
0400942,2021,Incendio,Reemplazo de 3 matafuegos 5k abc
0400942,2022,Calefaccion y Refrigeracion,Reemplazo de 2 estufas
0400942,2022,Carpinterías,Colocación de protección de estufas
0400942,2022,Sanitarias,"Colocar Bacha, readecuar inst agua., Colocación de baños químicos"
0400942,2023,Electricidad,instalación de seguridad
0400942,2023,Incendio,Reemplazo de 1 matafuego
0400944,2021,Carpinterías,"Rep de cerco perimetral y coloc lona., Ampliación rampa y readecuacion puerta"
0400944,2021,Incendio,colocación de 2 matafuegos 5k abc
0400944,2022,Calefaccion y Refrigeracion,"Cambio de quemador caldera, Colocación de tren de válvulas"
0400944,2022,Carpinterías,"Coloc de vidrios, limpieza y pintura"
0400944,2022,Electricidad,"readecua normativa circuito tomas, Etapa 2 de normalización de tomas, Instalación de reflectores"
0400944,2022,Gas,Instalación de termotanque eléctrico
0400946,2021,Carpinterías,Cambio puerta bº discapacitado
0400946,2022,Incendio,Reemplazo de 1 matafuego
0400948,2021,Electricidad,"Colocación e instalación luces emergenci, Reponer reflector en acceso de escuela"
0400948,2021,Medios de elevación,Puesta en normativa ascensor
0400948,2021,Sanitarias,Reemplazo tanque de agua
0400948,2022,Carpinterías,Mantenimiento de barandas y escaleras
0400950,2021,Albañileria / Pintura,Obra reparacion cielorraso-Escalera
0400950,2021,Otros Servicios,Prov y col termotanque en cocina
0400950,2022,Albañileria / Pintura,Colocar piso en salas y pintura SUM
0400950,2022,Carpinterías,Provision y colocacion de barandas
0400950,2022,Otros Servicios,Provision y colocacion red en esc ppal
0400950,2023,Otros Servicios,Provision y Colocacion de Ventiladores
0400952,2021,Incendio,Luces de emergencia en EE25 M Guemes
0400952,2022,Carpinterías,Protecciones metalicas en escaleras
0400954,2021,Albañileria / Pintura,Ejecucion piso antigolpe patio exterior
0400954,2021,Calefaccion y Refrigeracion,Instalación de Purificador
0400954,2021,Electricidad,Provisión-instalación luminarias fachada
0400954,2021,Gas,Provisión y colocación termotanque
0400954,2021,Medios de elevación,Puesta en normativa ascensor
0400954,2022,Electricidad,Instalacion luz de emergencia
0400956,2021,Gas,Ejecución instalación de gas general
0400956,2023,Incendio,Provisión y colocación de dos matafuegos
0400958,2022,Carpinterías,Cambio de catpinteria metalica
0400958,2022,Electricidad,Remplazar artefacto luminarias
0400960,2021,Electricidad,Instalación Luz de Emergencia
0400982,2021,Calefaccion y Refrigeracion,CAMBIO DE TERMOTANQUE
0400982,2021,Incendio,Reemplazo de Matafuego 5k abc
