cui,ano,prestaciones,descripcion_obra
0401656,2022,Albañileria / Pintura,Rep solado y cielorraso-Laboratorio 2
0401656,2022,Carpinterías,Colocación de film de seguridad es prece
0401656,2022,Electricidad,Adecuación eléctrica del DOE
0401656,2022,Incendio,"Colocar un matafuego en secretaría, Colocacion matafuegos en sala de docente, Colocar un matafuego"
0401656,2022,Sanitarias,Colocacion inodoro B discap.
0401656,2023,Albañileria / Pintura,"3 aulas del Futuro, Construcción de vereda en acceso parque"
0401656,2023,Electricidad,"Cambio de artefactos electrico, Adecuación electrica en preceptoria PB/P"
0401656,2023,Sanitarias,Colocación de tanque de reserva
0401658,2021,Albañileria / Pintura,"Albañileria/Pintura en Secretaria/Precep, Rep revoques y pintura en Baños"
0401658,2021,Carpinterías,"Protecciones estufas tiro balanceado, Proteciones baranda escalera, Reparacion puertas madera acceso"
0401658,2022,Calefaccion y Refrigeracion,Seis estufas tiro ballanceado
0401658,2022,Gas,Readecuación Inst. Gas sector Bermudez
0401658,2023,Albañileria / Pintura,"Reparacion de revoques, cielorraso, Secundarias del Futuro 2023"
0401658,2023,Sanitarias,Tanques de Reserva
0401660,2021,Albañileria / Pintura,"Reparacion de fachadas y pintura patio, Demolición revestimiento fachadcipatio"
0401660,2021,Cubiertas / Impermeabilizaciones,"Impermeabilización membrana s/Biblioteca, Colocacion chapas sobre semicubierto"
0401660,2021,Sanitarias,Provision agua pileta Sala Profesores
0401660,2022,Albañileria / Pintura,Secundarias del Futuro 2022 - 3 Aulas
0401660,2022,Calefaccion y Refrigeracion,Aire Acondicionado Aula Computacion
0401660,2022,Carpinterías,"Riel dentado fundicion en porton acceso, Films polarizados Laboratorio cero."
0401660,2022,Electricidad,"Inst Eléctrica Reflectores azoteas (2), Colocac de grupo electróg/ selector fase, Puesta en Norma Inst Luces de Emergencia"
0401660,2023,Albañileria / Pintura,Secundarias del Futuro 2023
0401660,2023,Electricidad,Colocacion Sist Alarma Espacio Seguro
0401662,2021,Albañileria / Pintura,"Cateo/Recolocación revestimientos frisos, Termotanque a gas Alta Recuperacion, Revestimientos pasillos Of Tecnica/Circ, Revestimientos 3 Circulaciones PA"
0401662,2021,Electricidad,"Secundarias del Futuro 2021 - 5 Aulas, Adecuaciones Eléctricas"
0401662,2022,Albañileria / Pintura,"Secundarias del Futuro 2022 - 3 Aulas, Tabique divisorio en baño nenas PA, Secundarias del Futuro 2023"
0401662,2022,Gas,Termotanque a gas en Cantina
0401662,2023,Albañileria / Pintura,Colocacion revestimientos vestuarios/bañ
0401662,2023,Sanitarias,Canaleta perimetral patio deportes
0401668,2021,Gas,Revision y restitución del gas en la ESC
0401668,2021,Incendio,Reponer 9 matafuegos
0401668,2022,Electricidad,"Colocar 2 ventiladores, Proveer y coloc ventiladores-SUM y talle"
0401678,2021,Carpinterías,Pintura aulas y provisión de puerta
0401678,2022,Calefaccion y Refrigeracion,Reparacion de Fan Coil
0401678,2022,Carpinterías,Reparar paño de carpintería de aluminio
0401678,2022,Electricidad,3 aulas para SDF
0401678,2022,Gas,Modificacion de instalacion de gas
0401678,2022,Incendio,"Acondicionar la IFCI, Provisión de 2 matafuegos"
0401678,2023,Calefaccion y Refrigeracion,"Cambio de tubos en caldera, REACONDICIONAMIENTO CALEFACCIÓN"
0401694,2021,Incendio,Colocación de matafuegos
0401698,2021,Incendio,Reemplazo de matafuegos.
0401698,2021,Sanitarias,Acondicionamiento en casa de casera
0401698,2022,Electricidad,Recambio de equipos de iluminación
0401698,2022,Gas,Adecuación de sistema de gas
0401698,2022,Sanitarias,Cambio de termotanque. Inspector devuelv
0401708,2021,Albañileria / Pintura,"Adecuación de dirección y secretaria, Adecuación de patio"
0401708,2021,Carpinterías,Puertas para armario en secretaria
0401708,2021,Electricidad,Instalación de purificadores
0401708,2022,Calefaccion y Refrigeracion,colocación de estufas en aulas
0401730,2021,Electricidad,"Prov, colocacion de 2 ventiladECIs"
0401730,2021,Gas,Adecuación Gas según relevamiento
0401730,2021,Sanitarias,Reemplazo de Canaletas Pluviales Patio
0401730,2022,Albañileria / Pintura,Restauración de muro y gabinete de gas
0401730,2022,Carpinterías,"Herrajes, 2 cerraduras, puerta Riestra, Revestimiento perimetral interno y exter"
0401730,2022,Incendio,Cambio de Mangueras
0401730,2022,Sanitarias,"Reemplazo bomba elevadora, Reemplazo de tanque de reserva, Rotura inodoro por vandalismo, Reemplazo de tanque de reserva"
0401736,2021,Calefaccion y Refrigeracion,Coloc. AºAº direccion
0401736,2021,Gas,Adecuar a norma vigente-Inst de gas
0401736,2022,Albañileria / Pintura,Reemplazo de siete ventiladores.
0401736,2022,Carpinterías,Reja perimetral con refuerzo
0401736,2022,Electricidad,Remplazo de ventiladores
0401736,2022,Gas,Cambio de puerta en Nichos de gas.
0401742,2021,Carpinterías,Colocación vidrios seguridad
0401742,2023,Gas,Correcciones de la instalación de gas
0401744,2021,Electricidad,Revisión y colocación de caloventores
0401744,2022,Albañileria / Pintura,Instalación de ventana en aula
0401744,2022,Cubiertas / Impermeabilizaciones,Reemplazo de policarbonato en cubierta
0401744,2022,Electricidad,Prov. eléctrica alimentación de equipos
0401746,2021,Carpinterías,Candados para nichos de calderas
0401746,2021,Electricidad,"Prov, inst placas electricas"
0401746,2021,Gas,"Adecuacion instalacion de gas, Adecuación en la instalación de gas"
0401746,2022,Carpinterías,Reparar herrajes cerraduras baño docente
0401746,2023,Albañileria / Pintura,Adecuacion de patio
0401746,2023,Electricidad,"Prov. Coloc.  central teléfonica., Cambio de artefactos de iluminación"
0401746,2023,Incendio,Adecuacion instalacion contra incendio
0401774,2021,Albañileria / Pintura,Adicional reja medianera Chilavert
0401774,2021,Gas,Puesta en normativa inst. gas
0401774,2021,Incendio,Reposicion de lanzas plasticas para mang
0401774,2021,Medios de elevación,Puesta en normativa ascensor
0401778,2021,Carpinterías,Colocar puerta placa-Aulas-supervision
0401778,2021,Gas,Adecuación Gas según relevamiento
0401778,2022,Electricidad,Sala reunión Acondicionamiento
0401778,2022,Sanitarias,Cambio Pileta Lavar y TT
0401784,2021,Albañileria / Pintura,Unir Secretaria con Dirección y AA
0401784,2022,Sanitarias,Conexión de cañería de agua
0401788,2022,Calefaccion y Refrigeracion,Provisión y colocación de 5 estufas
0401790,2022,Albañileria / Pintura,"Reparar y pintar paredes gimnasio, Impermeabilización de paredes ext"
0401790,2022,Sanitarias,Cambio de Inodoro.
0401796,2021,Albañileria / Pintura,Pintura en aulas
0401836,2021,Carpinterías,"2 cerradura vandalizada en el interior, Cerraduras vandalizadas exterior"
0401836,2021,Gas,adecuacion instalacion gas
0401836,2021,Sanitarias,Termotanque eléctrico en casa casera
0401836,2022,Albañileria / Pintura,Realizar muro exterior en mamposteria
0401836,2022,Carpinterías,"Puerta de aula taller de 1er PISO, Cambio de cerradura cocina vandalismo"
0401836,2022,Sanitarias,"Reemplazo de tanque, Prov. Coloc tapas de inodoros baños, Provision de un inodoro vandalizado B°al, Cambio de cañeria por termofucion aerea"
0401836,2023,Sanitarias,Cambio de tapas de inspeccion y limpieza
0401844,2021,Gas,"Realizar instalaciones de gas,"
0401920,2021,Carpinterías,"Reponer cerradura del patio x vandalismo, Reposicion de cerradura-Reja fondo x van"
0401920,2021,Sanitarias,Coloca bomba robadora de agua
0401920,2022,Carpinterías,Reposición de 2 cerraduras
0401920,2022,Sanitarias,"Nuevo tramo de cañeria tanque de reserva, Prov. Coloc  termotanque a gas"
0401920,2023,Gas,Instalación de gas
0401924,2021,Electricidad,Provision y colocación de luces de emerg
0401924,2021,Gas,Reacondicionamiento de inst de gas
0401924,2021,Incendio,reemplazo de 12 matafuego ACB vencidos
0401924,2022,Carpinterías,Reponer dos vidrios rotos por vandalismo
0401924,2023,Albañileria / Pintura,Pintura de dos aulas
0401926,2021,Carpinterías,"Instalar rejas en aula dibujo 2º piso, Reemplazo de cuatro ventanas-Salas"
0401926,2022,Carpinterías,Prov. y montaje de rejas en  7 ventanas
0401926,2022,Incendio,Reposición de mangueras en hidrantes
0401926,2022,Sanitarias,Reparación de red pluvial
0401958,2021,Calefaccion y Refrigeracion,Coloc. placa Ecosol en oficina superv
0401958,2021,Carpinterías,"cambio de cerradura por vandalismo, Reponer 2 cerraduras por vandalismo"
0401958,2022,Carpinterías,"Reposicion cerradura vandalismo, Recambio de cerradura por vandalismo, Reponer cerradura en oficina por vandali"
0401958,2022,Electricidad,Colocación de termotanque eléctrico
0401958,2023,Sanitarias,Cambio de caño principal cloacal
0401972,2021,Electricidad,"Luces y Baños Elecciones 2021, Luces y Baños Elecciones 2021, Luces y Baños Elecciones 2021, Luces y Baños Elecciones 2021, Luces y Baños Elecciones 2021, Luces y Baños Elecciones 2021, Luces y Baños Elecciones 2021, Luces y Baños Elecciones 2021, Luces y Baños Elecciones 2021, Luces y Baños Elecciones 2021"
0401972,2021,Sanitarias,"Baños Elecciones Noviembre 2021, Baños Elecciones Noviembre 2021, Baños Elecciones Noviembre 2021, Baños Elecciones Noviembre 2021, Baños Elecciones Noviembre 2021, Baños Elecciones Noviembre 2021, Baños Elecciones Noviembre 2021"
0401978,2021,Otros Servicios,Readecuacion instalacion de gas
0403726,2021,Carpinterías,"Reparacion  integral de puerta accesos, Colocacion de puerta de aula 101"
0403726,2021,Electricidad,"Adecuación sistema de alarma de incendio, Cambio cables en ascensor 2"
0403726,2022,Calefaccion y Refrigeracion,Readecuacion de caldera
0403726,2022,Carpinterías,Sistema de seguridad puertas
0403726,2022,Electricidad,Repisa para notebook 3
0403726,2022,Incendio,Reposición de las lanzas faltantes
0403728,2021,Albañileria / Pintura,"Reponer revestimientos faltantes Items 1, Reparar baño vandalizado, Cateo en cornisa de fachada"
0403728,2021,Carpinterías,Reponer vidrios y reja
0403728,2022,Albañileria / Pintura,Realizar protección-Fachada
0403728,2022,Electricidad,Realizar 2 aulas del futuro
0403728,2023,Albañileria / Pintura,"Acondicionamiento de 2 aulas, Realizar 2 cielorrasos en aulas"
0403730,2021,Incendio,Puesta en valor IFCI
0403730,2022,Albañileria / Pintura,S.D.F. - 1º - 2 aulas
0403730,2022,Gas,Cambio de Vàlvula solenoide vandalizada
0403730,2022,Medios de elevación,Puesta en valor de elevador
0403730,2022,Sanitarias,Instalación de bombeo
0403730,2023,Electricidad,Protocolo espacios seguros
0403730,2023,Incendio,Adecuación IFCI
0404268,2022,Medios de elevación,Adecuación- puesta en normativa ascensor
0404334,2022,Carpinterías,Prov Baranda y Solado en Salida de Emerg
0404358,2021,Gas,Adecuacion de gas
0404358,2022,Carpinterías,"Colocación Toldo, Prov. coloc. puerta Acceso, Prov. Coloc Puerta reja de acces Tengo a"
0404360,2021,Carpinterías,Prov e instalacion de cerradura x vandal
0404360,2021,Electricidad,Provision e instalacion de timbre
0404360,2022,Albañileria / Pintura,Proveer e instalar piso en sala lila
0404360,2022,Carpinterías,Instalacion concertina en perimetro
0404360,2022,Electricidad,Instalar ventilador en biblioteca
0404360,2022,Gas,Adecuación en la instalación de gas.
0404388,2022,Carpinterías,"cambio puertas de acceso, ventana nueva cocina y puerta aula"
0404388,2023,Carpinterías,Pintura barandas y refuerzo placares.
0404448,2021,Calefaccion y Refrigeracion,Restauración de sistema de A. A
0404618,2021,Gas,Adecuar inst de gas
0404618,2022,Electricidad,Agregar tomas-Ajuste carpinteria y cerco
0404620,2022,Albañileria / Pintura,Rep revoques y colocar placas en aula
0404620,2023,Albañileria / Pintura,"Pintura de salas,prolongar reja frente"
0404686,2021,Carpinterías,Colocar dos puertas en baño docentes
0404686,2022,Carpinterías,Prov. Coloc. de concertina
0404686,2022,Electricidad,puesta en funcionamiento de alarma
0404686,2022,Medios de elevación,Reparacion  ascensor
0404758,2021,Gas,Adecuar Inst Gas de acuerdo a normativa
0404768,2021,Electricidad,Colocación de luces de emergencia
0404768,2021,Incendio,Colocación de extintor en cocina.
0404768,2022,Sanitarias,Adecuar sistema de bombas
0404770,2021,Calefaccion y Refrigeracion,Instalación de 2 Caloventores
0404770,2021,Cubiertas / Impermeabilizaciones,Inst de sismetas para humedad cimientos
0404774,2021,Carpinterías,Colocar cerradura- Puerta Acceso por van
0404774,2022,Carpinterías,Proveer y colocar cerradura-Dirección
0404774,2022,Sanitarias,Provision y colocación de termotanque
0404774,2023,Albañileria / Pintura,Readecuacion sector juegos
0404776,2022,Calefaccion y Refrigeracion,Reposición de ventilador en comedor.
0404790,2021,Carpinterías,Red antipalomas
0404790,2021,Gas,"Gas, extracción y ventilaciones"
0404790,2022,Albañileria / Pintura,Prov. y coloc. revestimiento de azulejo
0404862,2021,Carpinterías,Reposicion bajo mesada
0404862,2021,Sanitarias,"Reposicion inodoros y arreglos varios, Reposicion termotanque en sala jardin"
0404862,2022,Albañileria / Pintura,"Cambio pisos aulas Jardin Cruz, Cambio piso comedor y cocina, Demoler muro divisor y modif. elect."
0404862,2022,Calefaccion y Refrigeracion,Reposicion 3 Equipos Aire frio calor
0404862,2022,Electricidad,Reponer artefacto de iluminacion exterio
0404874,2022,Carpinterías,Colocacion de dos cerraduras en puertas
0404874,2022,Electricidad,Prov. inst. LED en Sum y acceso
0404874,2022,Sanitarias,Prov. Coloc tanque tipo rotoplas
0404900,2021,Carpinterías,"Aumentar altura alambrado en pared, Coloc rejas en acceso, Instalación de reja"
0404900,2021,Sanitarias,Colocar canilla de servicio
0404900,2022,Albañileria / Pintura,Modificar pared divisoria
0404900,2022,Electricidad,"Prov. coloc. artefactos de iluminación, Proteger cables expuestos en tablero"
0405124,2021,Carpinterías,"Prov, inst de candados nichos de gas"
0405124,2021,Electricidad,Proveer y colocar timbre
0405124,2022,Carpinterías,"Prov. coloc.puerta en cocina., Vidrio vandalizado"
0405124,2022,Electricidad,Prov y coloc. ventilador sala azul
0405124,2022,Incendio,Adecuacion instalacion contra incendio
0405124,2022,Sanitarias,Cambio de mochila de inodoro sala roja
0405136,2022,Albañileria / Pintura,Revoque y pintura muros exteriores
0405142,2021,Electricidad,Instalación circuito luces emergencia
0405144,2021,Electricidad,Colocación de luces de emergencia
0405166,2021,Carpinterías,"Prov e instalacion de cerraduras x vanda, Colocar cerradura puerta principal x van, Prov y coloc.  vidrios rotos por vandali"
0405166,2021,Incendio,Reparar nichos y lanzas de incendio
0405166,2021,Medios de elevación,Adecuación de ascensor
0405166,2022,Carpinterías,"Vidrio vandalizado en puerta de ingreso, provision y colocacion de puerta por van, Prov y coloc.pasadores en pueta Sum, Puerta en baño nenes PB, Prov. Coloc soga en mastil, Rep.de alambre de púas por vandalismo, Provisión de puerta principal"
0405166,2022,Gas,Instalación de gas
0405166,2022,Sanitarias,CAMBIO DE TERMOTANQUE
0405166,2023,Carpinterías,"Prov y coloc  red antipalomas en sum, Prov y coloc  vidrios vandalizados"
0405166,2023,Gas,Prov y coloc  válvula solenoide por vand
0405168,2021,Carpinterías,Colocacion de parante metalico
0405168,2022,Calefaccion y Refrigeracion,Conexión de 6 estufas ecosol en aulas
0405168,2022,Sanitarias,Cambio bacha cocina
0405168,2023,Electricidad,"Prov, coloc 4 reflectores LED 100 watt"
0405204,2022,Albañileria / Pintura,Ejecución de contrapiso de 20 m2
0405204,2023,Electricidad,Espacios seguros
0405226,2021,Albañileria / Pintura,"Cambio de pisos flotantes de 4 aulas, Relleno de contrapiso y piso nuevo en ba"
0405226,2022,Albañileria / Pintura,Arreglo de piso de baño chicos núcleo 2
0405226,2022,Carpinterías,Reparar las dos carpinterías metálicas
0405226,2022,Sanitarias,Cambio de deposito de inodoro
0405254,2021,Carpinterías,Cambio de cerradura x vandalismo
0405254,2022,Carpinterías,"Reparación de cerco de alambre divisorio, Proveer y colocar vidrios rotos"
0405254,2022,Sanitarias,Cambio de tanque de agua.
0405258,2021,Carpinterías,Reposicion de vidrio entrada Jardin x va
0405258,2021,Electricidad,"Prov y coloc dos ventiladores techo, Prov y coloc. extractor de cocina"
0405258,2022,Carpinterías,"Provisión  vidrio roto por vandalismo., Prov. Coloc. trabas para ventanas corred, Prov. Coloc cerradura en sala por vandal"
0405258,2022,Electricidad,"Prov. coloc. equipo de iluminacion, Coloc luminarias en SUM y acceso"
0405258,2022,Sanitarias,"Provisión y coloc de mochila de inodoro, Prov. coloc.mochila de apoyar sala azul"
0405270,2022,Gas,Adecuación de inst de gas a Normativa
0405270,2022,Sanitarias,Provisión tablas inodoro bebé
0405310,2022,Carpinterías,Prov. Coloc  dos candados puerta
0405312,2021,Carpinterías,cerradura salida calle
0405312,2022,Albañileria / Pintura,Cambio de placas de cielorraso-Aulas 3P
0405312,2022,Cubiertas / Impermeabilizaciones,Impermeabilizacion en cubierta
0405312,2022,Incendio,instalacion fijas contra incendio
0405312,2022,Sanitarias,Realizacion prueba hidraulica 8 embudos
0405312,2023,Calefaccion y Refrigeracion,cambio de cableado de datos equipos AA
0405312,2023,Electricidad,"Prov y coloc de 4 ventiladores, Reemplazo de artefactos de luminarias"
0405316,2021,Carpinterías,Reemplazo de DVH y prov y coloc de reja
0405322,2021,Gas,Adecuación de Gas por Inspección
0405322,2021,Incendio,Provisión de faltantes de incendio
0405322,2022,Carpinterías,Agregado Cerradura puerta lateral
0405322,2022,Cubiertas / Impermeabilizaciones,Reparación Filtraciones Azotea
0405322,2022,Sanitarias,"Desvío caño pluvial cisterna, Endoscopía Cañería cloacal (Jardin)"
0405324,2021,Carpinterías,Reparar 15 cerraduras de aulas Se solici
0405324,2021,Electricidad,reempl artefactos led quemados pasillo
0405324,2021,Sanitarias,"reponer tapa de tanque de reserva, Adecuar decantadores metálicos móviles"
0405324,2022,Carpinterías,"Reponer 4 cerraduras rotas, Ejecutar e instalar puerta reja, Proveer y colocar rejas de seguridad. Mo, Protecciones 24 ventanas de gimnasio"
0405324,2022,Medios de elevación,"Reparar ascensor 1 vandalizado, Colocacion de cerraduras en ascensores"
0405324,2022,Sanitarias,"Camara cloacal complementaria, Modificación  de los desagües"
0405324,2023,Albañileria / Pintura,Puesta en servicio de ascensores 3 y 4 n
0405324,2023,Electricidad,Reemplazar artefactos led agotados
0405324,2023,Incendio,Poner en Norma IFCI
0405324,2023,Sanitarias,"Reemplazo de Griferias vandalizadas, Reemplazar 2 bombas cloacales, Desagote de camaras primarias con atmosf"
0405334,2022,Sanitarias,Reemplazo de Termotanque Electrico
0405338,2021,Calefaccion y Refrigeracion,Cambio de equipo de aire acondicionado
0405338,2021,Incendio,Proveer 6 extintores
0405358,2021,Calefaccion y Refrigeracion,ADECUACION SIST CALEFACCION
0405358,2021,Incendio,PROVISION Y COLOCACION DE BLACKOUT
0405358,2021,Medios de elevación,Reparacion y puesta en marcha ascensores
0405358,2021,Sanitarias,"Conexion de agua a cisternas, Proveer camion cisterna de agua potable"
0405358,2022,Carpinterías,"Provision y Colocacion de Black out-ofic, Provision y colocacion de Black out-espa"
0405358,2022,Incendio,Rep. de Extintores y Acc. de la IFCI
0405358,2022,Sanitarias,Reposicion de inodoros vandalizados
0405358,2023,Calefaccion y Refrigeracion,Colocacion de aires acondicionados
0405358,2023,Electricidad,Reemplazo de Ventiladores
0405360,2021,Gas,Reemplazar reguladores de gas
0405360,2021,Medios de elevación,PUESTA EN REGLAMENTEACION DE ASCENSOR
0405360,2022,Albañileria / Pintura,SdF 2023- 3 aulas
0405360,2022,Electricidad,"Adecuacion de tableros por vandalismo, Colocar tomacorrientes-Espacio Digital"
0405360,2023,Electricidad,Reposicion de ventiladores
0405370,2022,Electricidad,Iluminación LED
0405370,2023,Sanitarias,Coloc 2 griferias bacha de sala y otro
0405372,2021,Electricidad,Alarma de intrusion
0405372,2021,Medios de elevación,Reparación de Ascensor
0405372,2022,Electricidad,Reemplazo de paneles Led Hall de entrada
0405378,2022,Calefaccion y Refrigeracion,"Puesta en marcha de Sist de calefacción, Cambio de 2 placas de equipos por golpe"
0405378,2023,Calefaccion y Refrigeracion,Reconexión de equipos de termomecánica
0405378,2023,Carpinterías,Reposicion vidrio vandalizados
0405462,2022,Electricidad,Prov. Coloc. 1 ventilador
0405462,2023,Albañileria / Pintura,Colocación y sujeción piso de goma Corre
0405464,2022,Carpinterías,Puerta nueva para salida terraza
0405464,2022,Medios de elevación,reacondicionamiento de ascensor
0405464,2023,Carpinterías,Prov y coloc  red de protección
0405470,2021,Incendio,Proveer y colocar 6 Extintores
0405470,2022,Albañileria / Pintura,Elevación de muro medianero
0405470,2023,Albañileria / Pintura,Reacond de pisos y ampliación de red plu
0405544,2022,Carpinterías,Prov y coloc de cortina roller blackout
0405544,2022,Incendio,Reparación de nicho hidrante (boca de in
0405544,2022,Medios de elevación,Adecuación- puesta en normativa ascensor
0600009,2021,Electricidad,Prov y coloc 7 ventiladores
0600009,2022,Gas,Adecuación de la Instalación de Gas
0600009,2022,Sanitarias,Cambio de griferia en baño discapacitado
0600012,2021,Electricidad,Inst equipo purificador en aula
0600012,2023,Albañileria / Pintura,Reemplazo de solado en gimnasio
0600036,2021,Gas,"Remplazar cañerias por perdida de gas, Habilitación de artefactos de caldera"
0600036,2021,Sanitarias,Adecuacion sistema bombeo cloacal
0600048,2021,Calefaccion y Refrigeracion,Reparación de estufas
0600048,2021,Cubiertas / Impermeabilizaciones,cambio de chapas en techo de comedor
0600048,2021,Medios de elevación,Adecuacion de ascensor
0600048,2022,Albañileria / Pintura,Pintura de Paredes y retiro de placas.
0600048,2022,Calefaccion y Refrigeracion,Cambio de 3 estufas
0600048,2022,Carpinterías,Colocacion de Films Polarizados
0600048,2022,Gas,Cambio de termotanque de casera. La supe
0600048,2022,Sanitarias,Canalizacion de desague de mingitorios
0600048,2023,Electricidad,Colocacion de 8 ventiladores de pared
0600051,2021,Electricidad,Colocación e instalación luces emergenci
0600051,2021,Gas,Adecuación de instalación de gas
0600051,2022,Electricidad,Reemplazo de ventiladores de techo
0600051,2022,Gas,"Reemplazo de 2 calefactores, Adecuar instalación de gas"
0600051,2022,Sanitarias,Prov. coloc canillas ducha y lavatorio
0600051,2023,Albañileria / Pintura,"Puesta en valor de 3 aulas en 1er piso, Puesta en valor de dos aulas en 1er pis"
0600051,2023,Electricidad,Provisión de generador por falta de luz
0600051,2023,Sanitarias,Prov.Coloc mingitorio
0600054,2021,Albañileria / Pintura,Pintura de comedor y cocina
0600054,2021,Calefaccion y Refrigeracion,Coloc purificadores aulas 1º y 2º PB
0600054,2021,Medios de elevación,Rampa móvil en ingreso a edificio
0600054,2022,Electricidad,cambio de timbre para recreos. La superv
0600054,2022,Sanitarias,Prov. Coloc canaleta aprox.18ml
0600054,2023,Gas,Adecuaciones en la instacion de gas
0600078,2021,Albañileria / Pintura,"Acondicionamiento aula archivo, Remodelación de dos aulas-SDF"
0600078,2021,Calefaccion y Refrigeracion,Instalar 1 purificador en Biología
0600078,2021,Carpinterías,Cambio de puerta cortafuegos S.Maquinas
0600078,2021,Electricidad,"Prov,coloc tarima, inst electrica,pintur, Instalar 7 purificadores"
0600078,2022,Albañileria / Pintura,Adecuación SDF- 2 aulas
0600078,2022,Electricidad,Ejecución de Tomacorrientes de Uso Gener
0600078,2022,Medios de elevación,Puesta en Normativa de Ascensor
0600078,2022,Sanitarias,Recambio de inodoro por rotura
0600078,2023,Electricidad,INSTALACION EN ESPACIOS SEGUROS
0600081,2021,Electricidad,"Prov,inst ventiladores faltantes"
0600081,2022,Calefaccion y Refrigeracion,Provisión de extintores faltantes
0600081,2022,Electricidad,Remplazo de ventiladores
0600081,2022,Gas,Adecuación de instalación de gas-calefac
0600090,2021,Albañileria / Pintura,SDF - 2021
0600090,2021,Calefaccion y Refrigeracion,"Placas calefactoras dirección de Jardín, 21 ventiladores de pared de 20"
0600090,2021,Carpinterías,"Refacción de todas las ventanas, Colocación cinta reflectora en escalones"
0600090,2021,Electricidad,Bocas de electricidad para purificadores
0600090,2021,Gas,Ttermotanque eléctrico casa casera
0600090,2021,Incendio,"Reposición de sistema contra incendio, Provisión de 3 matafuegos PVP x 5kg"
0600090,2021,Otros Servicios,4 AULAS SECUNDARIAS DEL FUTURO
0600090,2022,Medios de elevación,reparacion ascensor
0600090,2022,Sanitarias,Colocación de 3 tanques cisterna
0600090,2023,Gas,Adecuación de instalación de gas
0600093,2021,Albañileria / Pintura,Pisos de madera en aulas 206 y 307
0600093,2021,Sanitarias,provision de agua para sector conseciona
0600093,2022,Albañileria / Pintura,Reponer/reparar placas de cielorraso
0600093,2022,Electricidad,"Iluminacion de  Emergencia, Colocación de 4 plafones en laboratorio"
0600093,2022,Saneamiento,Limpieza especial de conductos.
0600093,2023,Electricidad,Iluminacion sector Bilblioteca
0600228,2021,Albañileria / Pintura,reparación de fisuras en fachada y pintu
0600228,2021,Carpinterías,Prov. Coloc. rejas protección escalera
0600228,2021,Gas,Adecuación de instalación de gas
0600228,2022,Albañileria / Pintura,Pintura de Hall de ingreso
0600228,2022,Gas,Reemplazo de 3 calefactores
0600228,2022,Otros Servicios,Poda de enredaderas en patios
0600228,2023,Gas,Adecuaciones en la de instalación de gas
0600228,2023,Sanitarias,Prov y coloc   inodoro en baño de varone
0600234,2021,Albañileria / Pintura,"Provisión/ colocación placas cementicias, Ejecución rampa según normativa, Tareas en biblioteca jardín y patio"
0600234,2021,Calefaccion y Refrigeracion,Instalacion de 4 purificadores
0600237,2021,Electricidad,Colocación de purificadores
0600237,2022,Albañileria / Pintura,"Reparar hall de acceso, Reparación del cielorraso hall de acceso"
0600240,2021,Sanitarias,"Nueva cañería desde grasera a cámara, Adecuación descarga de la grasera"
0600240,2022,Albañileria / Pintura,"Pintura piso de la cancha, Pintura adicional de la cancha de futbol"
0600240,2022,Calefaccion y Refrigeracion,Solicitud soldar caldera
0600240,2022,Carpinterías,Inst.  reja divisoria entre  patios
0600240,2022,Incendio,Reposición de 6 nuevos  matafuegos
0600240,2022,Medios de elevación,Cambio cargador bateria montasilla
0600240,2023,Sanitarias,Cambio del calefon a gas casa casera
0600255,2021,Albañileria / Pintura,"Reparación y pintura de fachada, Puesta en valor de cuatro aulas, Puesta en valor de sala auxiliar y docen"
0600255,2021,Carpinterías,Prov. coloc  puerta en supervisión
0600255,2021,Electricidad,"Ventilador de 20"" para Dirección"
0600255,2021,Gas,Adecuación de instalación de gas
0600255,2022,Gas,Reemplazo de estufa TB de comedor
0600255,2022,Incendio,Prov. Coloc. 4 extintores tipo ABC.
0600276,2021,Electricidad,Instalación 5 purificadores de aire
0600276,2021,Sanitarias,"Prov,coloc termotanque 120lts cocina"
0600285,2021,Incendio,"Proveer Extintores 5 Kg ABC, Prov y coloc matafuego ABC 5kg"
0600285,2022,Incendio,"Provision y colocación de un matafuego, Readecuacion sistema contra incendio, Normalizacion Sistema contra Incendio"
0600285,2023,Otros Servicios,Ejecución estructura para aro basquet
0600288,2021,Albañileria / Pintura,"Puesta en valor de aula 15, 16 y 26, Acondicionar dos aulas para SDF 202"
0600288,2021,Carpinterías,Cambio de vidrios en 2 aulas 1er piso
0600288,2021,Electricidad,"Realizar 4 aulas del futuro, Provisión y colocación de un nuevo timbr, Proveer y colocar 14 ventiladores"
0600288,2021,Incendio,Adecuar IFCI
0600288,2021,Sanitarias,"Proveer y colocar termotanque-Casero, Reponer tapa de tanque de agua"
0600288,2023,Sanitarias,Prov.Coloc inodoro en baño de mujeres
0600294,2021,Albañileria / Pintura,Adec Subsuelo+taller cocina+laboratorio
0600294,2021,Carpinterías,Prov. coloc reja en desagües de cochera
0600294,2021,Sanitarias,Prov. coloc bomba de achique en subsuelo
0600294,2022,Albañileria / Pintura,Pintura en SUM
0600294,2022,Carpinterías,colocación de dos ventanas sala de idiom
0600294,2022,Gas,Adecuaciones Instalacion Gas
0600294,2023,Gas,Adecuación de la Instalación de Gas
0600294,2023,Sanitarias,Prov y coloc inodoro en baño de varones
0600300,2021,Electricidad,Instalacion de 4 purificadores
